dataset,count,method,dimensions,rho.cosine
TabulaMuris_Tongue_FACS,counts,nmf2,4,0.35514624223269015
TabulaMuris_Tongue_FACS,counts,nmf2,8,0.6350061878774897
TabulaMuris_Tongue_FACS,counts,nmf2,16,0.7081159137549827
TabulaMuris_Tongue_FACS,counts,icm,96,0.15782543105206503
TabulaMuris_Tongue_FACS,counts,icm,48,0.11550763535579535
TabulaMuris_Tongue_FACS,counts,icm,32,0.12054873919053259
TabulaMuris_Tongue_FACS,counts,icm,2,nan
TabulaMuris_Tongue_FACS,counts,icm,4,nan
TabulaMuris_Tongue_FACS,counts,icm,8,nan
TabulaMuris_Tongue_FACS,counts,icm,16,nan
TabulaMuris_Tongue_FACS,counts,pca,96,0.284795157223056
TabulaMuris_Tongue_FACS,counts,pca,48,0.2855227958423201
TabulaMuris_Tongue_FACS,counts,pca,32,0.28579915456844407
TabulaMuris_Tongue_FACS,counts,pca,2,0.13169630057045553
TabulaMuris_Tongue_FACS,counts,pca,4,0.28531250596800733
TabulaMuris_Tongue_FACS,counts,pca,8,0.28892381297311853
TabulaMuris_Tongue_FACS,counts,pca,16,0.2863409877201384
TabulaMuris_Tongue_FACS,counts,saucie,96,-0.011349683530712399
TabulaMuris_Tongue_FACS,counts,saucie,48,0.015045748015357768
TabulaMuris_Tongue_FACS,counts,saucie,32,0.013004956570612939
TabulaMuris_Tongue_FACS,counts,saucie,2,-0.041994097726784155
TabulaMuris_Tongue_FACS,counts,saucie,4,0.03897655315256946
TabulaMuris_Tongue_FACS,counts,saucie,8,-0.007126563341387859
TabulaMuris_Tongue_FACS,counts,saucie,16,0.02249053540374694
TabulaMuris_Tongue_FACS,counts,spca,96,0.28582696672002195
TabulaMuris_Tongue_FACS,counts,spca,48,0.2867162191233993
TabulaMuris_Tongue_FACS,counts,spca,32,0.28698107722521093
TabulaMuris_Tongue_FACS,counts,spca,2,0.1316960470573658
TabulaMuris_Tongue_FACS,counts,spca,4,0.2853123181338354
TabulaMuris_Tongue_FACS,counts,spca,8,0.28892471388048346
TabulaMuris_Tongue_FACS,counts,spca,16,0.2864341034377575
TabulaMuris_Tongue_FACS,counts,spca-batch,96,0.27247734471000284
TabulaMuris_Tongue_FACS,counts,spca-batch,48,0.20954487573881056
TabulaMuris_Tongue_FACS,counts,spca-batch,32,0.3738301963485985
TabulaMuris_Tongue_FACS,counts,spca-batch,2,0.1414354739386051
TabulaMuris_Tongue_FACS,counts,spca-batch,4,0.22404713219309863
TabulaMuris_Tongue_FACS,counts,spca-batch,8,0.25644446043681807
TabulaMuris_Tongue_FACS,counts,spca-batch,16,0.27450600020626825
TabulaMuris_Tongue_FACS,counts,nsnmf,96,0.7434236263932998
TabulaMuris_Tongue_FACS,counts,nsnmf,48,0.72369970820403
TabulaMuris_Tongue_FACS,counts,nsnmf,32,0.7102822394298728
TabulaMuris_Tongue_FACS,counts,nsnmf,2,0.4124525487192585
TabulaMuris_Tongue_FACS,counts,nsnmf,4,0.5020261920045558
TabulaMuris_Tongue_FACS,counts,nsnmf,8,0.6270902670666613
TabulaMuris_Tongue_FACS,counts,nsnmf,16,0.7154698350796563
TabulaMuris_Tongue_FACS,counts,lsnmf,96,-0.008456393397748322
TabulaMuris_Tongue_FACS,counts,lsnmf,48,0.004660757210906586
TabulaMuris_Tongue_FACS,counts,lsnmf,32,-0.007784158283323086
TabulaMuris_Tongue_FACS,counts,lsnmf,2,-0.011429539199775544
TabulaMuris_Tongue_FACS,counts,lsnmf,4,-0.015809577864638935
TabulaMuris_Tongue_FACS,counts,lsnmf,8,-0.003741939203032464
TabulaMuris_Tongue_FACS,counts,lsnmf,16,0.016461523412240584
TabulaMuris_Tongue_FACS,counts,bd,96,0.5880146856520455
TabulaMuris_Tongue_FACS,counts,bd,48,0.5690255729983006
TabulaMuris_Tongue_FACS,counts,bd,32,0.6308242117084951
TabulaMuris_Tongue_FACS,counts,bd,2,0.18359036120317027
TabulaMuris_Tongue_FACS,counts,bd,4,0.35370461919499163
TabulaMuris_Tongue_FACS,counts,bd,8,0.7044761344744547
TabulaMuris_Tongue_FACS,counts,bd,16,0.6804351298958661
TabulaMuris_Tongue_FACS,counts,fa,96,0.22850139751312867
TabulaMuris_Tongue_FACS,counts,fa,48,0.26342967939857714
TabulaMuris_Tongue_FACS,counts,fa,32,0.2462385821352921
TabulaMuris_Tongue_FACS,counts,fa,2,0.27879469150430425
TabulaMuris_Tongue_FACS,counts,fa,4,0.29398909271996554
TabulaMuris_Tongue_FACS,counts,fa,8,0.2731428120382157
TabulaMuris_Tongue_FACS,counts,fa,16,0.26461740208767276
TabulaMuris_Tongue_FACS,logcounts,zifa,48,0.4200399238885186
TabulaMuris_Tongue_FACS,logcounts,zifa,32,0.41843609602518006
TabulaMuris_Tongue_FACS,logcounts,zifa,2,0.39693929849793486
TabulaMuris_Tongue_FACS,logcounts,zifa,4,0.4367261427453705
TabulaMuris_Tongue_FACS,logcounts,zifa,8,0.45135001299271355
TabulaMuris_Tongue_FACS,logcounts,zifa,16,0.4373032145739918
TabulaMuris_Tongue_FACS,logcounts,vasc,96,nan
TabulaMuris_Tongue_FACS,logcounts,vasc,48,nan
TabulaMuris_Tongue_FACS,logcounts,vasc,32,nan
TabulaMuris_Tongue_FACS,logcounts,vasc,2,0.27890928181637603
TabulaMuris_Tongue_FACS,logcounts,vasc,4,0.26110767291808823
TabulaMuris_Tongue_FACS,logcounts,vasc,8,0.3944444516843078
TabulaMuris_Tongue_FACS,logcounts,vasc,16,nan
TabulaMuris_Tongue_FACS,logcounts,lle,96,0.1376273754017616
TabulaMuris_Tongue_FACS,logcounts,lle,48,0.165223673840594
TabulaMuris_Tongue_FACS,logcounts,lle,32,0.19584380534570053
TabulaMuris_Tongue_FACS,logcounts,lle,2,0.07770571683152631
TabulaMuris_Tongue_FACS,logcounts,lle,4,0.11208969428483127
TabulaMuris_Tongue_FACS,logcounts,lle,8,0.035028412492498606
TabulaMuris_Tongue_FACS,logcounts,lle,16,0.22298799072567566
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,96,0.3236803515759435
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,48,0.3185796337958318
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,32,0.3162985042517604
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,2,0.22225218380608905
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,4,0.3031325456146315
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,8,0.30401770424800406
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,16,0.3127213745223384
TabulaMuris_Tongue_FACS,logcounts,grp,96,0.6442827902079584
TabulaMuris_Tongue_FACS,logcounts,grp,48,0.5306226590583005
TabulaMuris_Tongue_FACS,logcounts,grp,32,0.5060593705991622
TabulaMuris_Tongue_FACS,logcounts,grp,2,0.20190429351158937
TabulaMuris_Tongue_FACS,logcounts,grp,4,0.26528833282282005
TabulaMuris_Tongue_FACS,logcounts,grp,8,0.36263767569400596
TabulaMuris_Tongue_FACS,logcounts,grp,16,0.34273604790120404
TabulaMuris_Tongue_FACS,logcounts,pmf,96,0.3326414497944759
TabulaMuris_Tongue_FACS,logcounts,pmf,48,0.29562222379436737
TabulaMuris_Tongue_FACS,logcounts,pmf,32,0.2888149722122826
TabulaMuris_Tongue_FACS,logcounts,pmf,2,0.08589612518504854
TabulaMuris_Tongue_FACS,logcounts,pmf,4,0.1350538155988249
TabulaMuris_Tongue_FACS,logcounts,pmf,8,0.17756680655011903
TabulaMuris_Tongue_FACS,logcounts,pmf,16,0.22203161921415202
TabulaMuris_Tongue_FACS,logcounts,ipca,96,0.3403231891458031
TabulaMuris_Tongue_FACS,logcounts,ipca,48,0.33247751161857814
TabulaMuris_Tongue_FACS,logcounts,ipca,32,0.3279382215532672
TabulaMuris_Tongue_FACS,logcounts,ipca,2,0.2136129976701904
TabulaMuris_Tongue_FACS,logcounts,ipca,4,0.3048263155443688
TabulaMuris_Tongue_FACS,logcounts,ipca,8,0.3130631331501921
TabulaMuris_Tongue_FACS,logcounts,ipca,16,0.31975500910144616
TabulaMuris_Tongue_FACS,logcounts,lda,96,0.42448987356435314
TabulaMuris_Tongue_FACS,logcounts,lda,48,0.3397591658594811
TabulaMuris_Tongue_FACS,logcounts,lda,32,0.3155581765944643
TabulaMuris_Tongue_FACS,logcounts,lda,2,0.024552128741391867
TabulaMuris_Tongue_FACS,logcounts,lda,4,0.03781669198211865
TabulaMuris_Tongue_FACS,logcounts,lda,8,0.2633535821578709
TabulaMuris_Tongue_FACS,logcounts,lda,16,0.21863565120630807
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,96,0.22605358274489726
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,48,0.21969692360996393
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,32,0.21461375005567834
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,2,0.05092963584515526
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,4,0.13902628202138384
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,8,0.16807368392119393
TabulaMuris_Tongue_FACS,logcounts,kpca-sig,16,0.2010032501705465
TabulaMuris_Tongue_FACS,logcounts,umap,96,0.3023541994491651
TabulaMuris_Tongue_FACS,logcounts,umap,48,0.3123143069234981
TabulaMuris_Tongue_FACS,logcounts,umap,32,0.31091165303632684
TabulaMuris_Tongue_FACS,logcounts,umap,2,0.02562330604615258
TabulaMuris_Tongue_FACS,logcounts,umap,4,0.2767760957929798
TabulaMuris_Tongue_FACS,logcounts,umap,8,0.27664379458804206
TabulaMuris_Tongue_FACS,logcounts,umap,16,0.312746487639305
TabulaMuris_Tongue_FACS,logcounts,phate,96,0.15565696553133462
TabulaMuris_Tongue_FACS,logcounts,phate,48,0.15249533497855605
TabulaMuris_Tongue_FACS,logcounts,phate,32,0.16145267228029356
TabulaMuris_Tongue_FACS,logcounts,phate,2,0.10229878841165835
TabulaMuris_Tongue_FACS,logcounts,phate,4,0.1500195594475613
TabulaMuris_Tongue_FACS,logcounts,phate,8,0.15450728731830327
TabulaMuris_Tongue_FACS,logcounts,phate,16,0.14829751503816116
TabulaMuris_Tongue_FACS,logcounts,fica,96,0.12094005886396864
TabulaMuris_Tongue_FACS,logcounts,fica,48,0.13841053686672353
TabulaMuris_Tongue_FACS,logcounts,fica,32,0.15886102059194232
TabulaMuris_Tongue_FACS,logcounts,fica,2,0.21246126357571116
TabulaMuris_Tongue_FACS,logcounts,fica,4,0.29098489889465196
TabulaMuris_Tongue_FACS,logcounts,fica,8,0.25013888442925253
TabulaMuris_Tongue_FACS,logcounts,fica,16,0.2004867565480627
TabulaMuris_Tongue_FACS,logcounts,isomap,96,0.24384853947194152
TabulaMuris_Tongue_FACS,logcounts,isomap,48,0.24249829822455896
TabulaMuris_Tongue_FACS,logcounts,isomap,32,0.24113623659496267
TabulaMuris_Tongue_FACS,logcounts,isomap,2,0.24875313600810509
TabulaMuris_Tongue_FACS,logcounts,isomap,4,0.24023057717442278
TabulaMuris_Tongue_FACS,logcounts,isomap,8,0.2379621363645532
TabulaMuris_Tongue_FACS,logcounts,isomap,16,0.23749631036724905
TabulaMuris_Tongue_FACS,logcounts,tsvd,96,0.7264386113386924
TabulaMuris_Tongue_FACS,logcounts,tsvd,48,0.5622554488551695
TabulaMuris_Tongue_FACS,logcounts,tsvd,32,0.4892437561429024
TabulaMuris_Tongue_FACS,logcounts,tsvd,2,0.054585252553027944
TabulaMuris_Tongue_FACS,logcounts,tsvd,4,0.311654440393757
TabulaMuris_Tongue_FACS,logcounts,tsvd,8,0.3785272963658132
TabulaMuris_Tongue_FACS,logcounts,tsvd,16,0.41872370067285936
TabulaMuris_Tongue_FACS,logcounts,vpac,96,0.2627866308710177
TabulaMuris_Tongue_FACS,logcounts,vpac,48,0.24268349281238905
TabulaMuris_Tongue_FACS,logcounts,vpac,32,0.23890624385231846
TabulaMuris_Tongue_FACS,logcounts,vpac,2,0.2381413880940135
TabulaMuris_Tongue_FACS,logcounts,vpac,4,0.25604804401922004
TabulaMuris_Tongue_FACS,logcounts,vpac,8,0.11440872503084533
TabulaMuris_Tongue_FACS,logcounts,vpac,16,0.12689674665588663
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,96,0.2268811396876828
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,48,0.22438108690290662
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,32,0.22412887963297512
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,2,0.1746793755789273
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,4,0.15019359409058824
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,8,0.18777723541120037
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,16,0.22115586869588727
TabulaMuris_Tongue_FACS,logcounts,mctsne,96,nan
TabulaMuris_Tongue_FACS,logcounts,mctsne,48,0.3823503302355683
TabulaMuris_Tongue_FACS,logcounts,mctsne,32,nan
TabulaMuris_Tongue_FACS,logcounts,mctsne,2,0.2278430354867427
TabulaMuris_Tongue_FACS,logcounts,mctsne,4,0.2662694764405482
TabulaMuris_Tongue_FACS,logcounts,mctsne,8,0.28345174962429365
TabulaMuris_Tongue_FACS,logcounts,nmf,96,0.3909940354953927
TabulaMuris_Tongue_FACS,logcounts,nmf,48,0.25364898950992465
TabulaMuris_Tongue_FACS,logcounts,nmf,32,0.2526416618753275
TabulaMuris_Tongue_FACS,logcounts,nmf,2,0.05648410996345594
TabulaMuris_Tongue_FACS,logcounts,nmf,4,0.1410985919166564
TabulaMuris_Tongue_FACS,logcounts,nmf,8,0.18291238833951368
TabulaMuris_Tongue_FACS,logcounts,nmf,16,0.2152087378847325
TabulaMuris_Tongue_FACS,logcounts,srp,96,0.7000049418138532
TabulaMuris_Tongue_FACS,logcounts,srp,48,0.635546689094778
TabulaMuris_Tongue_FACS,logcounts,srp,32,0.48259363640735464
TabulaMuris_Tongue_FACS,logcounts,srp,2,nan
TabulaMuris_Tongue_FACS,logcounts,srp,4,nan
TabulaMuris_Tongue_FACS,logcounts,srp,8,0.22836451918999642
TabulaMuris_Tongue_FACS,logcounts,srp,16,0.40123700852694605
TabulaMuris_Tongue_FACS,logcounts,snmf,48,0.39535049194696265
TabulaMuris_Tongue_FACS,logcounts,snmf,32,0.322825289739274
TabulaMuris_Tongue_FACS,logcounts,snmf,2,0.01562771833109219
TabulaMuris_Tongue_FACS,logcounts,snmf,4,0.20970496485614207
TabulaMuris_Tongue_FACS,logcounts,snmf,8,0.26601282142642646
TabulaMuris_Tongue_FACS,logcounts,snmf,16,0.30931831942186094
TabulaMuris_Tongue_FACS,logcounts,psmf,96,0.38901063837399236
TabulaMuris_Tongue_FACS,logcounts,psmf,48,0.2311768241507448
TabulaMuris_Tongue_FACS,logcounts,psmf,32,0.26051738020698617
TabulaMuris_Tongue_FACS,logcounts,psmf,2,0.3266393587142567
TabulaMuris_Tongue_FACS,logcounts,psmf,4,0.172217906682611
TabulaMuris_Tongue_FACS,logcounts,psmf,8,0.12534287172986616
TabulaMuris_Tongue_FACS,logcounts,psmf,16,0.23063514604350932
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,96,0.20878519947947852
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,48,0.21494644656401637
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,32,0.2182504644911472
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,2,0.10920387088674786
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,4,0.1949908861672141
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,8,0.21191240352868465
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,16,0.21843663508663227
TabulaMuris_Tongue_FACS,logcounts,ivis,96,0.09231066073037131
TabulaMuris_Tongue_FACS,logcounts,ivis,48,0.06854978646449694
TabulaMuris_Tongue_FACS,logcounts,ivis,32,0.07860561332536319
TabulaMuris_Tongue_FACS,logcounts,ivis,2,0.08610026198516256
TabulaMuris_Tongue_FACS,logcounts,ivis,4,0.08966333468770747
TabulaMuris_Tongue_FACS,logcounts,ivis,8,0.13740579771373637
TabulaMuris_Tongue_FACS,logcounts,ivis,16,0.08821016472835358
TabulaMuris_Tongue_FACS,logcounts,spectral,96,0.04938321405651813
TabulaMuris_Tongue_FACS,logcounts,spectral,48,0.06912875260756639
TabulaMuris_Tongue_FACS,logcounts,spectral,32,0.08640545923957317
TabulaMuris_Tongue_FACS,logcounts,spectral,2,0.23571619844250677
TabulaMuris_Tongue_FACS,logcounts,spectral,4,0.25605066663932324
TabulaMuris_Tongue_FACS,logcounts,spectral,8,0.1885735663776725
TabulaMuris_Tongue_FACS,logcounts,spectral,16,0.12611077459234732
TabulaMuris_Tongue_FACS,logcounts,nmf2,96,0.2903397462870534
TabulaMuris_Tongue_FACS,logcounts,nmf2,48,0.25566536106096965
TabulaMuris_Tongue_FACS,logcounts,nmf2,32,0.20324677776070843
TabulaMuris_Tongue_FACS,logcounts,nmf2,2,0.028777616935678655
TabulaMuris_Tongue_FACS,logcounts,nmf2,4,0.13063197419354008
TabulaMuris_Tongue_FACS,logcounts,nmf2,8,0.11607085156884539
TabulaMuris_Tongue_FACS,logcounts,nmf2,16,0.18239742446040894
TabulaMuris_Tongue_FACS,logcounts,icm,96,0.43391488716079596
TabulaMuris_Tongue_FACS,logcounts,icm,48,0.41356377194992416
TabulaMuris_Tongue_FACS,logcounts,icm,32,0.3365389916221134
TabulaMuris_Tongue_FACS,logcounts,icm,2,0.0010305875049427832
TabulaMuris_Tongue_FACS,logcounts,icm,4,0.18496948857976897
TabulaMuris_Tongue_FACS,logcounts,icm,8,0.2332793677967571
TabulaMuris_Tongue_FACS,logcounts,icm,16,0.3381125526088481
TabulaMuris_Tongue_FACS,logcounts,pca,96,0.3396733127995261
TabulaMuris_Tongue_FACS,logcounts,pca,48,0.3325802393377354
TabulaMuris_Tongue_FACS,logcounts,pca,32,0.32778808138967747
TabulaMuris_Tongue_FACS,logcounts,pca,2,0.21361299789253635
TabulaMuris_Tongue_FACS,logcounts,pca,4,0.3048263293711732
TabulaMuris_Tongue_FACS,logcounts,pca,8,0.3130617926624145
TabulaMuris_Tongue_FACS,logcounts,pca,16,0.3198216263332976
TabulaMuris_Tongue_FACS,logcounts,saucie,96,-0.0003356728994081775
TabulaMuris_Tongue_FACS,logcounts,saucie,48,-0.02894494135860233
TabulaMuris_Tongue_FACS,logcounts,saucie,32,0.01690173796233443
TabulaMuris_Tongue_FACS,logcounts,saucie,2,0.009893138223372174
TabulaMuris_Tongue_FACS,logcounts,saucie,4,0.003741661159715794
TabulaMuris_Tongue_FACS,logcounts,saucie,8,-0.001278123295830778
TabulaMuris_Tongue_FACS,logcounts,saucie,16,-0.018118187946775482
TabulaMuris_Tongue_FACS,logcounts,spca,96,0.2867201833888675
TabulaMuris_Tongue_FACS,logcounts,spca,48,0.2919206164891229
TabulaMuris_Tongue_FACS,logcounts,spca,32,0.29497311073958504
TabulaMuris_Tongue_FACS,logcounts,spca,2,0.2205452254941884
TabulaMuris_Tongue_FACS,logcounts,spca,4,0.2922216251768675
TabulaMuris_Tongue_FACS,logcounts,spca,8,0.292420498200318
TabulaMuris_Tongue_FACS,logcounts,spca,16,0.29273336324987287
TabulaMuris_Tongue_FACS,logcounts,spca-batch,96,0.2901992314827187
TabulaMuris_Tongue_FACS,logcounts,spca-batch,48,0.28399989274322207
TabulaMuris_Tongue_FACS,logcounts,spca-batch,32,0.2907447913567017
TabulaMuris_Tongue_FACS,logcounts,spca-batch,2,0.2768486444623484
TabulaMuris_Tongue_FACS,logcounts,spca-batch,4,0.2684391482130104
TabulaMuris_Tongue_FACS,logcounts,spca-batch,8,0.29398445807740586
TabulaMuris_Tongue_FACS,logcounts,spca-batch,16,0.30638435249119433
TabulaMuris_Tongue_FACS,logcounts,nsnmf,96,0.2572566851244172
TabulaMuris_Tongue_FACS,logcounts,nsnmf,48,0.21098311784393833
TabulaMuris_Tongue_FACS,logcounts,nsnmf,32,0.16514846919940301
TabulaMuris_Tongue_FACS,logcounts,nsnmf,2,0.006573123171073023
TabulaMuris_Tongue_FACS,logcounts,nsnmf,4,0.056939091198031144
TabulaMuris_Tongue_FACS,logcounts,nsnmf,8,0.09840272349172692
TabulaMuris_Tongue_FACS,logcounts,nsnmf,16,0.14492604940510226
TabulaMuris_Tongue_FACS,logcounts,lsnmf,96,-0.011519402442176651
TabulaMuris_Tongue_FACS,logcounts,lsnmf,48,0.578905494278499
TabulaMuris_Tongue_FACS,logcounts,lsnmf,32,0.4463328766199425
TabulaMuris_Tongue_FACS,logcounts,lsnmf,2,0.08558674303508468
TabulaMuris_Tongue_FACS,logcounts,lsnmf,4,0.20220107040608007
TabulaMuris_Tongue_FACS,logcounts,lsnmf,8,0.2841433732102047
TabulaMuris_Tongue_FACS,logcounts,lsnmf,16,0.30822116313491943
TabulaMuris_Tongue_FACS,logcounts,bd,96,0.17506277139620371
TabulaMuris_Tongue_FACS,logcounts,bd,48,0.25257110599632193
TabulaMuris_Tongue_FACS,logcounts,bd,32,0.3227064409399105
TabulaMuris_Tongue_FACS,logcounts,bd,2,0.07374972644051174
TabulaMuris_Tongue_FACS,logcounts,bd,4,0.2690949732011244
TabulaMuris_Tongue_FACS,logcounts,bd,8,0.28707531050085533
TabulaMuris_Tongue_FACS,logcounts,bd,16,0.3193161528074805
TabulaMuris_Tongue_FACS,logcounts,fa,96,0.17648453140655068
TabulaMuris_Tongue_FACS,logcounts,fa,48,0.19913345422003156
TabulaMuris_Tongue_FACS,logcounts,fa,32,0.2099488160143588
TabulaMuris_Tongue_FACS,logcounts,fa,2,0.22287406443182076
TabulaMuris_Tongue_FACS,logcounts,fa,4,0.2110772607900576
TabulaMuris_Tongue_FACS,logcounts,fa,8,0.2523489378634993
TabulaMuris_Tongue_FACS,logcounts,fa,16,0.23516432742467588
TabulaMuris_Trachea_FACS,counts,zifa,48,0.21874917970015464
TabulaMuris_Trachea_FACS,counts,zifa,32,0.2579688089768991
TabulaMuris_Trachea_FACS,counts,zifa,2,0.24746043566785256
TabulaMuris_Trachea_FACS,counts,zifa,4,0.29259127468529894
TabulaMuris_Trachea_FACS,counts,zifa,8,0.31407236854925547
TabulaMuris_Trachea_FACS,counts,zifa,16,0.2847954081638717
TabulaMuris_Trachea_FACS,counts,vasc,96,nan
TabulaMuris_Trachea_FACS,counts,vasc,48,nan
TabulaMuris_Trachea_FACS,counts,vasc,32,0.18026945210473724
TabulaMuris_Trachea_FACS,counts,vasc,2,0.26778960618458725
TabulaMuris_Trachea_FACS,counts,vasc,4,0.2475307257774369
TabulaMuris_Trachea_FACS,counts,vasc,8,0.20036596253319233
TabulaMuris_Trachea_FACS,counts,vasc,16,0.2008680242751859
TabulaMuris_Trachea_FACS,counts,lle,96,-0.008431706897175716
TabulaMuris_Trachea_FACS,counts,lle,48,0.08315785106688516
TabulaMuris_Trachea_FACS,counts,lle,32,0.14183996866592513
TabulaMuris_Trachea_FACS,counts,lle,2,0.22384931190193352
TabulaMuris_Trachea_FACS,counts,lle,4,0.26135063965087596
TabulaMuris_Trachea_FACS,counts,lle,8,0.1949148664761429
TabulaMuris_Trachea_FACS,counts,lle,16,0.3094490644176791
TabulaMuris_Trachea_FACS,counts,kpca-cos,96,0.6044535198306327
TabulaMuris_Trachea_FACS,counts,kpca-cos,48,0.6031697249622112
TabulaMuris_Trachea_FACS,counts,kpca-cos,32,0.6025942265636571
TabulaMuris_Trachea_FACS,counts,kpca-cos,2,0.569485767972933
TabulaMuris_Trachea_FACS,counts,kpca-cos,4,0.603365867565092
TabulaMuris_Trachea_FACS,counts,kpca-cos,8,0.6000280419467339
TabulaMuris_Trachea_FACS,counts,kpca-cos,16,0.6022318870735468
TabulaMuris_Trachea_FACS,counts,grp,96,0.9884658141664354
TabulaMuris_Trachea_FACS,counts,grp,48,0.9777701260224304
TabulaMuris_Trachea_FACS,counts,grp,32,0.9572627098606724
TabulaMuris_Trachea_FACS,counts,grp,2,0.49571389759240897
TabulaMuris_Trachea_FACS,counts,grp,4,0.5903892641940738
TabulaMuris_Trachea_FACS,counts,grp,8,0.8024105229717481
TabulaMuris_Trachea_FACS,counts,grp,16,0.9259119797554782
TabulaMuris_Trachea_FACS,counts,pmf,96,0.4407923792425491
TabulaMuris_Trachea_FACS,counts,pmf,48,0.3863783521067064
TabulaMuris_Trachea_FACS,counts,pmf,32,0.40865941857247184
TabulaMuris_Trachea_FACS,counts,pmf,2,0.2982023624825572
TabulaMuris_Trachea_FACS,counts,pmf,4,0.40821425358489766
TabulaMuris_Trachea_FACS,counts,pmf,8,0.44556356481418824
TabulaMuris_Trachea_FACS,counts,pmf,16,0.4610186107194282
TabulaMuris_Trachea_FACS,counts,ipca,96,0.08342995950478627
TabulaMuris_Trachea_FACS,counts,ipca,48,0.08567164180784344
TabulaMuris_Trachea_FACS,counts,ipca,32,0.08825021645257951
TabulaMuris_Trachea_FACS,counts,ipca,2,-0.012324288036344345
TabulaMuris_Trachea_FACS,counts,ipca,4,0.06938265632866844
TabulaMuris_Trachea_FACS,counts,ipca,8,0.09239163788793185
TabulaMuris_Trachea_FACS,counts,ipca,16,0.09019757591112218
TabulaMuris_Trachea_FACS,counts,lda,96,0.5509225555518116
TabulaMuris_Trachea_FACS,counts,lda,48,0.5757058627376853
TabulaMuris_Trachea_FACS,counts,lda,32,0.5576986402246911
TabulaMuris_Trachea_FACS,counts,lda,2,0.22266150191963677
TabulaMuris_Trachea_FACS,counts,lda,4,0.3781449699449489
TabulaMuris_Trachea_FACS,counts,lda,8,0.47835972567014523
TabulaMuris_Trachea_FACS,counts,lda,16,0.5339957182434945
TabulaMuris_Trachea_FACS,counts,kpca-sig,96,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,48,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,32,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,2,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,4,nan
