dataset,count,method,dimensions,rho.cosine
TabulaMuris_Mammary_10X,logcounts,spectral,32,0.18019302875123183
TabulaMuris_Mammary_10X,logcounts,spectral,2,0.35035405174868556
TabulaMuris_Mammary_10X,logcounts,spectral,4,0.3744082267738954
TabulaMuris_Mammary_10X,logcounts,spectral,8,0.3141301549541477
TabulaMuris_Mammary_10X,logcounts,spectral,16,0.2637325618668773
TabulaMuris_Mammary_10X,logcounts,nmf2,96,0.6149043750259825
TabulaMuris_Mammary_10X,logcounts,nmf2,48,0.5784249375589302
TabulaMuris_Mammary_10X,logcounts,nmf2,32,0.6058961812957211
TabulaMuris_Mammary_10X,logcounts,nmf2,2,0.5628788998647571
TabulaMuris_Mammary_10X,logcounts,nmf2,4,0.5129263823356918
TabulaMuris_Mammary_10X,logcounts,nmf2,8,0.5731855912611057
TabulaMuris_Mammary_10X,logcounts,nmf2,16,0.5933007803915811
TabulaMuris_Mammary_10X,logcounts,icm,96,0.3329930946725969
TabulaMuris_Mammary_10X,logcounts,icm,48,0.5352543547126546
TabulaMuris_Mammary_10X,logcounts,icm,32,0.5819641002647186
TabulaMuris_Mammary_10X,logcounts,icm,2,0.556395154541536
TabulaMuris_Mammary_10X,logcounts,icm,4,0.4858475728100622
TabulaMuris_Mammary_10X,logcounts,icm,8,0.560369695026161
TabulaMuris_Mammary_10X,logcounts,icm,16,0.5309233437057342
TabulaMuris_Mammary_10X,logcounts,pca,96,0.5982965830679072
TabulaMuris_Mammary_10X,logcounts,pca,48,0.5940629243941885
TabulaMuris_Mammary_10X,logcounts,pca,32,0.5928273309273809
TabulaMuris_Mammary_10X,logcounts,pca,2,0.5235688636871683
TabulaMuris_Mammary_10X,logcounts,pca,4,0.5228153085528413
TabulaMuris_Mammary_10X,logcounts,pca,8,0.5878695119850049
TabulaMuris_Mammary_10X,logcounts,pca,16,0.5891407943782884
TabulaMuris_Mammary_10X,logcounts,saucie,96,-0.0006506514151726896
TabulaMuris_Mammary_10X,logcounts,saucie,48,-0.005353813762489212
TabulaMuris_Mammary_10X,logcounts,saucie,32,-0.005357597201040965
TabulaMuris_Mammary_10X,logcounts,saucie,2,0.001760162815955448
TabulaMuris_Mammary_10X,logcounts,saucie,4,-0.003273441482099274
TabulaMuris_Mammary_10X,logcounts,saucie,8,0.0004366624576235997
TabulaMuris_Mammary_10X,logcounts,saucie,16,0.004979512629883513
TabulaMuris_Mammary_10X,logcounts,spca,96,0.6029197051572097
TabulaMuris_Mammary_10X,logcounts,spca,48,0.6015006931568312
TabulaMuris_Mammary_10X,logcounts,spca,32,0.5802920809946535
TabulaMuris_Mammary_10X,logcounts,spca,2,0.5223343720254607
TabulaMuris_Mammary_10X,logcounts,spca,4,0.5137306069027805
TabulaMuris_Mammary_10X,logcounts,spca,8,0.5888786128729093
TabulaMuris_Mammary_10X,logcounts,spca,16,0.5698750925693555
TabulaMuris_Mammary_10X,logcounts,spca-batch,96,0.49864982151018744
TabulaMuris_Mammary_10X,logcounts,spca-batch,48,0.5196799606023951
TabulaMuris_Mammary_10X,logcounts,spca-batch,32,0.5487289424373365
TabulaMuris_Mammary_10X,logcounts,spca-batch,2,0.5445632977271452
TabulaMuris_Mammary_10X,logcounts,spca-batch,4,0.5207461278094178
TabulaMuris_Mammary_10X,logcounts,spca-batch,8,0.5747313991801077
TabulaMuris_Mammary_10X,logcounts,spca-batch,16,0.5518434793130037
TabulaMuris_Mammary_10X,logcounts,nsnmf,96,0.5790311194167377
TabulaMuris_Mammary_10X,logcounts,nsnmf,48,0.6297705502426448
TabulaMuris_Mammary_10X,logcounts,nsnmf,32,0.6311469531022827
TabulaMuris_Mammary_10X,logcounts,nsnmf,2,0.047271958561857445
TabulaMuris_Mammary_10X,logcounts,nsnmf,4,0.4847483821860822
TabulaMuris_Mammary_10X,logcounts,nsnmf,8,0.5430930340714101
TabulaMuris_Mammary_10X,logcounts,nsnmf,16,0.5860202155219154
TabulaMuris_Mammary_10X,logcounts,lsnmf,96,0.34644592347109365
TabulaMuris_Mammary_10X,logcounts,lsnmf,48,0.33399176442183576
TabulaMuris_Mammary_10X,logcounts,lsnmf,32,0.31623268683179384
TabulaMuris_Mammary_10X,logcounts,lsnmf,2,0.5667893702929135
TabulaMuris_Mammary_10X,logcounts,lsnmf,4,0.3839016175199301
TabulaMuris_Mammary_10X,logcounts,lsnmf,8,0.5221502784739673
TabulaMuris_Mammary_10X,logcounts,lsnmf,16,0.6292626117083597
TabulaMuris_Mammary_10X,logcounts,bd,96,0.18140149395921537
TabulaMuris_Mammary_10X,logcounts,bd,48,0.5668150261584437
TabulaMuris_Mammary_10X,logcounts,bd,32,0.532203563989817
TabulaMuris_Mammary_10X,logcounts,bd,2,0.6568943242976334
TabulaMuris_Mammary_10X,logcounts,bd,4,0.4258315030743086
TabulaMuris_Mammary_10X,logcounts,bd,8,0.27191446551727366
TabulaMuris_Mammary_10X,logcounts,bd,16,0.5374133282552472
TabulaMuris_Mammary_10X,logcounts,fa,96,0.2883111106947043
TabulaMuris_Mammary_10X,logcounts,fa,48,0.3158941810006466
TabulaMuris_Mammary_10X,logcounts,fa,32,0.3330470410718001
TabulaMuris_Mammary_10X,logcounts,fa,2,0.5194737918514788
TabulaMuris_Mammary_10X,logcounts,fa,4,0.5069300146088628
TabulaMuris_Mammary_10X,logcounts,fa,8,0.4391722048009375
TabulaMuris_Mammary_10X,logcounts,fa,16,0.3950217817440862
TabulaMuris_Mammary_FACS,counts,zifa,32,0.23417146468860336
TabulaMuris_Mammary_FACS,counts,zifa,2,0.29249499021491826
TabulaMuris_Mammary_FACS,counts,zifa,4,0.2521357928378987
TabulaMuris_Mammary_FACS,counts,zifa,8,0.26135107935070895
TabulaMuris_Mammary_FACS,counts,zifa,16,0.24307601624084127
TabulaMuris_Mammary_FACS,counts,vasc,96,nan
TabulaMuris_Mammary_FACS,counts,vasc,48,nan
TabulaMuris_Mammary_FACS,counts,vasc,32,0.15385192983655704
TabulaMuris_Mammary_FACS,counts,vasc,2,0.30302762581543685
TabulaMuris_Mammary_FACS,counts,vasc,4,0.2359162442099242
TabulaMuris_Mammary_FACS,counts,vasc,8,0.3271655882091426
TabulaMuris_Mammary_FACS,counts,vasc,16,0.34988177595353953
TabulaMuris_Mammary_FACS,counts,lle,96,0.06639156865883931
TabulaMuris_Mammary_FACS,counts,lle,48,0.07866806205944821
TabulaMuris_Mammary_FACS,counts,lle,32,0.11107158505299178
TabulaMuris_Mammary_FACS,counts,lle,2,0.22740081881236923
TabulaMuris_Mammary_FACS,counts,lle,4,0.12114345077031634
TabulaMuris_Mammary_FACS,counts,lle,8,0.3306624307351491
TabulaMuris_Mammary_FACS,counts,lle,16,0.24436420171747916
TabulaMuris_Mammary_FACS,counts,kpca-cos,96,0.8812194419725659
TabulaMuris_Mammary_FACS,counts,kpca-cos,48,0.8775618304949689
TabulaMuris_Mammary_FACS,counts,kpca-cos,32,0.8758833990020848
TabulaMuris_Mammary_FACS,counts,kpca-cos,2,0.7791060370523784
TabulaMuris_Mammary_FACS,counts,kpca-cos,4,0.8431334596950922
TabulaMuris_Mammary_FACS,counts,kpca-cos,8,0.8611498514184706
TabulaMuris_Mammary_FACS,counts,kpca-cos,16,0.8708424126322021
TabulaMuris_Mammary_FACS,counts,grp,96,0.9950575671158003
TabulaMuris_Mammary_FACS,counts,grp,48,0.988853835283708
TabulaMuris_Mammary_FACS,counts,grp,32,0.9840510066815561
TabulaMuris_Mammary_FACS,counts,grp,2,0.6320577309705911
TabulaMuris_Mammary_FACS,counts,grp,4,0.8350491640294806
TabulaMuris_Mammary_FACS,counts,grp,8,0.9351945605027489
TabulaMuris_Mammary_FACS,counts,grp,16,0.9490133632276337
TabulaMuris_Mammary_FACS,counts,pmf,96,0.6706701525842249
TabulaMuris_Mammary_FACS,counts,pmf,48,0.6566058464554729
TabulaMuris_Mammary_FACS,counts,pmf,32,0.6544908269786738
TabulaMuris_Mammary_FACS,counts,pmf,2,0.3521469082329908
TabulaMuris_Mammary_FACS,counts,pmf,4,0.5119130480212396
TabulaMuris_Mammary_FACS,counts,pmf,8,0.6007684565161288
TabulaMuris_Mammary_FACS,counts,pmf,16,0.6579736515182741
TabulaMuris_Mammary_FACS,counts,ipca,96,0.5952539976557474
TabulaMuris_Mammary_FACS,counts,ipca,48,0.5942018105593904
TabulaMuris_Mammary_FACS,counts,ipca,32,0.5940817116427618
TabulaMuris_Mammary_FACS,counts,ipca,2,0.5171798503729672
TabulaMuris_Mammary_FACS,counts,ipca,4,0.5819263235712109
TabulaMuris_Mammary_FACS,counts,ipca,8,0.5899688967668729
TabulaMuris_Mammary_FACS,counts,ipca,16,0.5927915318570433
TabulaMuris_Mammary_FACS,counts,lda,96,0.6625052050099755
TabulaMuris_Mammary_FACS,counts,lda,48,0.48267025400706204
TabulaMuris_Mammary_FACS,counts,lda,32,0.5653088262411587
TabulaMuris_Mammary_FACS,counts,lda,2,0.39164681324722533
TabulaMuris_Mammary_FACS,counts,lda,4,0.46925960729936433
TabulaMuris_Mammary_FACS,counts,lda,8,0.5866958109029544
TabulaMuris_Mammary_FACS,counts,lda,16,0.5882899168385286
TabulaMuris_Mammary_FACS,counts,kpca-sig,96,nan
TabulaMuris_Mammary_FACS,counts,kpca-sig,48,nan
TabulaMuris_Mammary_FACS,counts,kpca-sig,32,nan
TabulaMuris_Mammary_FACS,counts,kpca-sig,2,nan
TabulaMuris_Mammary_FACS,counts,kpca-sig,4,nan
TabulaMuris_Mammary_FACS,counts,kpca-sig,8,nan
TabulaMuris_Mammary_FACS,counts,kpca-sig,16,nan
TabulaMuris_Mammary_FACS,counts,umap,96,0.4711025989233883
TabulaMuris_Mammary_FACS,counts,umap,48,0.4515981729163136
TabulaMuris_Mammary_FACS,counts,umap,32,0.44225620459629866
TabulaMuris_Mammary_FACS,counts,umap,2,0.19951445462737563
TabulaMuris_Mammary_FACS,counts,umap,4,0.4864185072976626
TabulaMuris_Mammary_FACS,counts,umap,8,0.46841140841159057
TabulaMuris_Mammary_FACS,counts,umap,16,0.46728441205809873
TabulaMuris_Mammary_FACS,counts,phate,96,0.3968626379510739
TabulaMuris_Mammary_FACS,counts,phate,48,0.3937567589107342
TabulaMuris_Mammary_FACS,counts,phate,32,0.3673323515473475
TabulaMuris_Mammary_FACS,counts,phate,2,0.3267889099657199
TabulaMuris_Mammary_FACS,counts,phate,4,0.3858485633688893
TabulaMuris_Mammary_FACS,counts,phate,8,0.3719922150015456
TabulaMuris_Mammary_FACS,counts,phate,16,0.3713173855955186
TabulaMuris_Mammary_FACS,counts,fica,96,0.12082065662391195
TabulaMuris_Mammary_FACS,counts,fica,48,0.16284250350493729
TabulaMuris_Mammary_FACS,counts,fica,32,0.19584684433022023
TabulaMuris_Mammary_FACS,counts,fica,2,0.4133708138559621
TabulaMuris_Mammary_FACS,counts,fica,4,0.38806196221565337
TabulaMuris_Mammary_FACS,counts,fica,8,0.34876994372939313
TabulaMuris_Mammary_FACS,counts,fica,16,0.2713268520293414
TabulaMuris_Mammary_FACS,counts,isomap,96,0.22324511550571102
TabulaMuris_Mammary_FACS,counts,isomap,48,0.2247232378650102
TabulaMuris_Mammary_FACS,counts,isomap,32,0.22521951638022192
TabulaMuris_Mammary_FACS,counts,isomap,2,0.16889230392009877
TabulaMuris_Mammary_FACS,counts,isomap,4,0.2224859490515969
TabulaMuris_Mammary_FACS,counts,isomap,8,0.23179632572927567
TabulaMuris_Mammary_FACS,counts,isomap,16,0.2268015122041207
TabulaMuris_Mammary_FACS,counts,tsvd,96,0.9925642358988649
TabulaMuris_Mammary_FACS,counts,tsvd,48,0.9850395634726105
TabulaMuris_Mammary_FACS,counts,tsvd,32,0.9815501510992836
TabulaMuris_Mammary_FACS,counts,tsvd,2,0.7285458675414132
TabulaMuris_Mammary_FACS,counts,tsvd,4,0.8495377139957035
TabulaMuris_Mammary_FACS,counts,tsvd,8,0.9412327706678365
TabulaMuris_Mammary_FACS,counts,tsvd,16,0.967646552748535
TabulaMuris_Mammary_FACS,counts,vpac,96,0.36602011727005923
TabulaMuris_Mammary_FACS,counts,vpac,48,0.36745387245174815
TabulaMuris_Mammary_FACS,counts,vpac,32,0.37078057979356
TabulaMuris_Mammary_FACS,counts,vpac,2,0.33108443182817787
TabulaMuris_Mammary_FACS,counts,vpac,4,0.3757996548531615
TabulaMuris_Mammary_FACS,counts,vpac,8,0.3241912997105329
TabulaMuris_Mammary_FACS,counts,vpac,16,0.3646524835660042
TabulaMuris_Mammary_FACS,counts,kpca-rbf,96,-0.0015123499470757527
TabulaMuris_Mammary_FACS,counts,kpca-rbf,48,-0.0008278217462915499
TabulaMuris_Mammary_FACS,counts,kpca-rbf,32,-0.0004229465682940939
TabulaMuris_Mammary_FACS,counts,kpca-rbf,2,0.007877156823894492
TabulaMuris_Mammary_FACS,counts,kpca-rbf,4,0.040364528728143986
TabulaMuris_Mammary_FACS,counts,kpca-rbf,8,0.04476641922770019
TabulaMuris_Mammary_FACS,counts,kpca-rbf,16,-0.001715079979803524
TabulaMuris_Mammary_FACS,counts,mctsne,96,0.49691241089096444
TabulaMuris_Mammary_FACS,counts,mctsne,48,nan
TabulaMuris_Mammary_FACS,counts,mctsne,32,nan
TabulaMuris_Mammary_FACS,counts,mctsne,2,0.22701032700417212
TabulaMuris_Mammary_FACS,counts,mctsne,4,0.2496889334458546
TabulaMuris_Mammary_FACS,counts,mctsne,8,0.27277459287918016
TabulaMuris_Mammary_FACS,counts,nmf,96,0.9781901191158823
TabulaMuris_Mammary_FACS,counts,nmf,48,0.9634911341070338
TabulaMuris_Mammary_FACS,counts,nmf,32,0.9590971896326214
TabulaMuris_Mammary_FACS,counts,nmf,2,0.7287674290579271
TabulaMuris_Mammary_FACS,counts,nmf,4,0.8175795724098852
TabulaMuris_Mammary_FACS,counts,nmf,8,0.8999164916743686
TabulaMuris_Mammary_FACS,counts,nmf,16,0.9432076660893058
TabulaMuris_Mammary_FACS,counts,srp,96,0.5081957668169728
TabulaMuris_Mammary_FACS,counts,srp,48,0.36057980574594417
TabulaMuris_Mammary_FACS,counts,srp,32,0.9266842462095151
TabulaMuris_Mammary_FACS,counts,srp,2,nan
TabulaMuris_Mammary_FACS,counts,srp,4,nan
TabulaMuris_Mammary_FACS,counts,srp,8,0.026669298980047954
TabulaMuris_Mammary_FACS,counts,srp,16,0.33671023760893043
TabulaMuris_Mammary_FACS,counts,snmf,48,0.8902476357587646
TabulaMuris_Mammary_FACS,counts,snmf,32,0.4194338704359178
TabulaMuris_Mammary_FACS,counts,snmf,2,0.7387653280207948
TabulaMuris_Mammary_FACS,counts,snmf,4,0.6706076357193608
TabulaMuris_Mammary_FACS,counts,snmf,8,0.7623373524945934
TabulaMuris_Mammary_FACS,counts,snmf,16,0.6505226239752605
TabulaMuris_Mammary_FACS,counts,psmf,96,0.4339357843198287
TabulaMuris_Mammary_FACS,counts,psmf,48,0.3913469043034096
TabulaMuris_Mammary_FACS,counts,psmf,32,0.37379602960036584
TabulaMuris_Mammary_FACS,counts,psmf,2,0.24031668962041144
TabulaMuris_Mammary_FACS,counts,psmf,4,0.32037823430906204
TabulaMuris_Mammary_FACS,counts,psmf,8,0.3048570551091144
TabulaMuris_Mammary_FACS,counts,psmf,16,0.3131068168869247
TabulaMuris_Mammary_FACS,counts,kpca-pol,96,0.17314526918769352
TabulaMuris_Mammary_FACS,counts,kpca-pol,48,0.1757271855718341
TabulaMuris_Mammary_FACS,counts,kpca-pol,32,0.17971277701002916
TabulaMuris_Mammary_FACS,counts,kpca-pol,2,0.1800932602820627
TabulaMuris_Mammary_FACS,counts,kpca-pol,4,0.17672318444629811
TabulaMuris_Mammary_FACS,counts,kpca-pol,8,0.1699347005741501
TabulaMuris_Mammary_FACS,counts,kpca-pol,16,0.18174257809053312
TabulaMuris_Mammary_FACS,counts,ivis,96,0.5293010500858432
TabulaMuris_Mammary_FACS,counts,ivis,48,0.4875215293933492
TabulaMuris_Mammary_FACS,counts,ivis,32,0.5993666622080263
TabulaMuris_Mammary_FACS,counts,ivis,2,0.3782802121736835
TabulaMuris_Mammary_FACS,counts,ivis,4,0.4091884043869554
TabulaMuris_Mammary_FACS,counts,ivis,8,0.24226482721773576
TabulaMuris_Mammary_FACS,counts,ivis,16,0.36990432622394404
TabulaMuris_Mammary_FACS,counts,spectral,96,0.08952768330343537
TabulaMuris_Mammary_FACS,counts,spectral,48,0.09261979661220024
TabulaMuris_Mammary_FACS,counts,spectral,32,0.08521062155134987
TabulaMuris_Mammary_FACS,counts,spectral,2,0.3097995977643358
TabulaMuris_Mammary_FACS,counts,spectral,4,0.21064013808551887
TabulaMuris_Mammary_FACS,counts,spectral,8,0.11852650078266237
TabulaMuris_Mammary_FACS,counts,spectral,16,0.0744289624147288
TabulaMuris_Mammary_FACS,counts,nmf2,96,0.8626050968982125
TabulaMuris_Mammary_FACS,counts,nmf2,48,0.8643952917532723
TabulaMuris_Mammary_FACS,counts,nmf2,32,0.7962400130785511
TabulaMuris_Mammary_FACS,counts,nmf2,2,0.7253607686429394
TabulaMuris_Mammary_FACS,counts,nmf2,4,0.38820969899378394
TabulaMuris_Mammary_FACS,counts,nmf2,8,0.5946877603934477
TabulaMuris_Mammary_FACS,counts,nmf2,16,0.7795272043554531
TabulaMuris_Mammary_FACS,counts,icm,96,0.1576106135582216
TabulaMuris_Mammary_FACS,counts,icm,48,0.1262202893768531
TabulaMuris_Mammary_FACS,counts,icm,32,nan
TabulaMuris_Mammary_FACS,counts,icm,2,nan
TabulaMuris_Mammary_FACS,counts,icm,4,nan
TabulaMuris_Mammary_FACS,counts,icm,8,nan
TabulaMuris_Mammary_FACS,counts,icm,16,nan
TabulaMuris_Mammary_FACS,counts,pca,96,0.5952273533424003
TabulaMuris_Mammary_FACS,counts,pca,48,0.5942108637646423
TabulaMuris_Mammary_FACS,counts,pca,32,0.5940838412740914
TabulaMuris_Mammary_FACS,counts,pca,2,0.5171798503729672
TabulaMuris_Mammary_FACS,counts,pca,4,0.5819263237206089
TabulaMuris_Mammary_FACS,counts,pca,8,0.5899690010748843
TabulaMuris_Mammary_FACS,counts,pca,16,0.5927911337007428
TabulaMuris_Mammary_FACS,counts,saucie,96,0.00956699145265625
TabulaMuris_Mammary_FACS,counts,saucie,48,-0.001871976870117165
TabulaMuris_Mammary_FACS,counts,saucie,32,-0.0007616363692326551
TabulaMuris_Mammary_FACS,counts,saucie,2,0.033962322636678394
TabulaMuris_Mammary_FACS,counts,saucie,4,0.01080430232460915
TabulaMuris_Mammary_FACS,counts,saucie,8,-0.00704656759381939
TabulaMuris_Mammary_FACS,counts,saucie,16,0.007250583474834115
TabulaMuris_Mammary_FACS,counts,spca,96,0.5959823451821041
TabulaMuris_Mammary_FACS,counts,spca,48,0.594898109228705
TabulaMuris_Mammary_FACS,counts,spca,32,0.5940825721569803
TabulaMuris_Mammary_FACS,counts,spca,2,0.5171801416767345
TabulaMuris_Mammary_FACS,counts,spca,4,0.5819264562648487
TabulaMuris_Mammary_FACS,counts,spca,8,0.5899688502244576
TabulaMuris_Mammary_FACS,counts,spca,16,0.5927921369041766
TabulaMuris_Mammary_FACS,counts,spca-batch,96,0.39047529142730125
TabulaMuris_Mammary_FACS,counts,spca-batch,48,0.3523381646515947
TabulaMuris_Mammary_FACS,counts,spca-batch,32,0.3665570182130126
TabulaMuris_Mammary_FACS,counts,spca-batch,2,0.6064631288459787
TabulaMuris_Mammary_FACS,counts,spca-batch,4,0.4790794915363203
TabulaMuris_Mammary_FACS,counts,spca-batch,8,0.4334702751260476
TabulaMuris_Mammary_FACS,counts,spca-batch,16,0.4335113190431374
TabulaMuris_Mammary_FACS,counts,nsnmf,96,0.6374430460162087
TabulaMuris_Mammary_FACS,counts,nsnmf,48,0.6489927376944262
TabulaMuris_Mammary_FACS,counts,nsnmf,32,0.6464087690897176
TabulaMuris_Mammary_FACS,counts,nsnmf,2,0.511824123560859
TabulaMuris_Mammary_FACS,counts,nsnmf,4,0.5252525977909172
TabulaMuris_Mammary_FACS,counts,nsnmf,8,0.5900318616930983
TabulaMuris_Mammary_FACS,counts,nsnmf,16,0.6016432044379221
TabulaMuris_Mammary_FACS,counts,lsnmf,96,-0.001073111208107955
TabulaMuris_Mammary_FACS,counts,lsnmf,48,-0.0030039238753928233
TabulaMuris_Mammary_FACS,counts,lsnmf,32,0.007237712680018369
TabulaMuris_Mammary_FACS,counts,lsnmf,2,0.004747127825042452
TabulaMuris_Mammary_FACS,counts,lsnmf,4,-0.01934720347958287
TabulaMuris_Mammary_FACS,counts,lsnmf,8,0.010759713790519546
TabulaMuris_Mammary_FACS,counts,lsnmf,16,0.006917706573453599
TabulaMuris_Mammary_FACS,counts,bd,96,0.499559592676016
TabulaMuris_Mammary_FACS,counts,bd,48,0.49188921092887394
TabulaMuris_Mammary_FACS,counts,bd,32,0.3695212880686055
TabulaMuris_Mammary_FACS,counts,bd,2,-0.007940080094090751
TabulaMuris_Mammary_FACS,counts,bd,4,0.3861218930654548
TabulaMuris_Mammary_FACS,counts,bd,8,0.3639140233247952
TabulaMuris_Mammary_FACS,counts,bd,16,0.4536753464855548
TabulaMuris_Mammary_FACS,counts,fa,96,0.3021280971467168
TabulaMuris_Mammary_FACS,counts,fa,48,0.3074431532134397
TabulaMuris_Mammary_FACS,counts,fa,32,0.32238427569904227
TabulaMuris_Mammary_FACS,counts,fa,2,0.4534993903274392
TabulaMuris_Mammary_FACS,counts,fa,4,0.38007601642992905
TabulaMuris_Mammary_FACS,counts,fa,8,0.36341074236291276
TabulaMuris_Mammary_FACS,counts,fa,16,0.32793167537615153
TabulaMuris_Mammary_FACS,logcounts,zifa,32,0.7252649012958521
TabulaMuris_Mammary_FACS,logcounts,zifa,2,0.7893606166350093
TabulaMuris_Mammary_FACS,logcounts,zifa,4,0.7451492012752469
TabulaMuris_Mammary_FACS,logcounts,zifa,8,0.7282725880783963
TabulaMuris_Mammary_FACS,logcounts,zifa,16,0.7259827441993643
TabulaMuris_Mammary_FACS,logcounts,vasc,96,0.437094026392347
TabulaMuris_Mammary_FACS,logcounts,vasc,48,nan
TabulaMuris_Mammary_FACS,logcounts,vasc,32,0.5066613465231633
TabulaMuris_Mammary_FACS,logcounts,vasc,2,0.5398542475412886
TabulaMuris_Mammary_FACS,logcounts,vasc,4,0.2860637450734218
TabulaMuris_Mammary_FACS,logcounts,vasc,8,0.48755469120407646
TabulaMuris_Mammary_FACS,logcounts,vasc,16,0.2777543920671697
TabulaMuris_Mammary_FACS,logcounts,lle,96,-0.08165989629282759
TabulaMuris_Mammary_FACS,logcounts,lle,48,-0.06544996794075222
TabulaMuris_Mammary_FACS,logcounts,lle,32,-0.06654044507294832
TabulaMuris_Mammary_FACS,logcounts,lle,2,-0.3002669975285998
TabulaMuris_Mammary_FACS,logcounts,lle,4,-0.09315125421556686
TabulaMuris_Mammary_FACS,logcounts,lle,8,0.12680892970975535
TabulaMuris_Mammary_FACS,logcounts,lle,16,0.10451672454267083
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,96,0.6155911364882197
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,48,0.618052477627786
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,32,0.618613117667303
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,2,0.705735300667353
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,4,0.6148011841950651
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,8,0.6156331170298183
TabulaMuris_Mammary_FACS,logcounts,kpca-cos,16,0.6173092087311995
TabulaMuris_Mammary_FACS,logcounts,grp,96,0.8822198330070977
TabulaMuris_Mammary_FACS,logcounts,grp,48,0.8327893685120408
TabulaMuris_Mammary_FACS,logcounts,grp,32,0.7640302511805406
TabulaMuris_Mammary_FACS,logcounts,grp,2,0.2675851043529713
TabulaMuris_Mammary_FACS,logcounts,grp,4,0.4245158942201192
TabulaMuris_Mammary_FACS,logcounts,grp,8,0.6449628488138076
TabulaMuris_Mammary_FACS,logcounts,grp,16,0.6869371598910772
TabulaMuris_Mammary_FACS,logcounts,pmf,96,0.7823706343621257
TabulaMuris_Mammary_FACS,logcounts,pmf,48,0.7321236317198639
TabulaMuris_Mammary_FACS,logcounts,pmf,32,0.6967616650892282
TabulaMuris_Mammary_FACS,logcounts,pmf,2,0.36874234289469143
TabulaMuris_Mammary_FACS,logcounts,pmf,4,0.45766394172614394
TabulaMuris_Mammary_FACS,logcounts,pmf,8,0.5191695785697206
TabulaMuris_Mammary_FACS,logcounts,pmf,16,0.6285458331087886
TabulaMuris_Mammary_FACS,logcounts,ipca,96,0.5716316504203154
TabulaMuris_Mammary_FACS,logcounts,ipca,48,0.57615994366128
TabulaMuris_Mammary_FACS,logcounts,ipca,32,0.576974791022048
TabulaMuris_Mammary_FACS,logcounts,ipca,2,0.6127770955172213
TabulaMuris_Mammary_FACS,logcounts,ipca,4,0.5775572252708229
TabulaMuris_Mammary_FACS,logcounts,ipca,8,0.5753433616944227
TabulaMuris_Mammary_FACS,logcounts,ipca,16,0.5759585765497616
TabulaMuris_Mammary_FACS,logcounts,lda,96,0.6598877606588213
TabulaMuris_Mammary_FACS,logcounts,lda,48,0.576518951863109
TabulaMuris_Mammary_FACS,logcounts,lda,32,0.5787076317297681
TabulaMuris_Mammary_FACS,logcounts,lda,2,0.5848076498295642
TabulaMuris_Mammary_FACS,logcounts,lda,4,0.46458725578531906
TabulaMuris_Mammary_FACS,logcounts,lda,8,0.507275609771973
TabulaMuris_Mammary_FACS,logcounts,lda,16,0.5463591252646258
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,96,0.7293681567566442
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,48,0.7465631137409593
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,32,0.7543389961412152
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,2,0.77079371601644
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,4,0.7511774437948623
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,8,0.7657993115417713
TabulaMuris_Mammary_FACS,logcounts,kpca-sig,16,0.763972181585344
TabulaMuris_Mammary_FACS,logcounts,umap,96,0.20835189354528394
TabulaMuris_Mammary_FACS,logcounts,umap,48,0.2108780025409505
TabulaMuris_Mammary_FACS,logcounts,umap,32,0.23151659584003825
TabulaMuris_Mammary_FACS,logcounts,umap,2,0.36437512542706463
TabulaMuris_Mammary_FACS,logcounts,umap,4,0.2476951748891355
TabulaMuris_Mammary_FACS,logcounts,umap,8,0.12149669231695957
TabulaMuris_Mammary_FACS,logcounts,umap,16,0.1622347469975415
TabulaMuris_Mammary_FACS,logcounts,phate,96,0.4039650669931183
TabulaMuris_Mammary_FACS,logcounts,phate,48,0.3868987686663848
TabulaMuris_Mammary_FACS,logcounts,phate,32,0.37847274167483524
TabulaMuris_Mammary_FACS,logcounts,phate,2,0.45791191101916856
TabulaMuris_Mammary_FACS,logcounts,phate,4,0.42811307349655575
TabulaMuris_Mammary_FACS,logcounts,phate,8,0.4045397777484194
TabulaMuris_Mammary_FACS,logcounts,phate,16,0.44050810128422685
TabulaMuris_Mammary_FACS,logcounts,fica,96,0.11895914345323362
TabulaMuris_Mammary_FACS,logcounts,fica,48,0.14181305843471514
TabulaMuris_Mammary_FACS,logcounts,fica,32,0.16496170036608723
TabulaMuris_Mammary_FACS,logcounts,fica,2,0.5948646848894505
TabulaMuris_Mammary_FACS,logcounts,fica,4,0.41589826608763164
TabulaMuris_Mammary_FACS,logcounts,fica,8,0.31257836625716934
TabulaMuris_Mammary_FACS,logcounts,fica,16,0.2266461404897663
TabulaMuris_Mammary_FACS,logcounts,isomap,96,0.29977294921303005
TabulaMuris_Mammary_FACS,logcounts,isomap,48,0.3044391580066623
