"dataset","count_type","method","dims","rho.euclidean","rho.seuclidean","rho.correlation","rho.cosine"
"TabulaMuris_Pancreas_FACS","counts","zifa",32,-0.0926948705561447,0.774658524363777,0.349836605523542,0.347563329748269
"TabulaMuris_Pancreas_FACS","counts","zifa",48,-0.0988716113324574,0.809104111246412,0.349496199021837,0.348783890541104
"TabulaMuris_Pancreas_FACS","logcounts","bd",2,0.686069129173576,0.386997108848619,0.541667412060867,0.696970800143456
"TabulaMuris_Pancreas_FACS","logcounts","bd",4,0.305419132762762,0.31789833194586,0.482906147403325,0.517781420476473
"TabulaMuris_Pancreas_FACS","logcounts","bd",8,0.613035700532132,0.510797627693408,0.728464209748786,0.721011731590485
"TabulaMuris_Pancreas_FACS","logcounts","bd",16,0.465364754972429,0.531329801160298,0.469205865363821,0.411675309628516
"TabulaMuris_Pancreas_FACS","logcounts","bd",32,0.430621708259102,0.669957865733882,0.463572637231325,0.410767223665988
"TabulaMuris_Pancreas_FACS","logcounts","bd",48,0.489495130151307,0.652896693576681,0.41291966331683,0.364978460933994
"TabulaMuris_Pancreas_FACS","logcounts","bd",96,0.239429853718714,0.666702062660937,0.0768293842454266,0.0860120902144192
"TabulaMuris_Pancreas_FACS","logcounts","fa",2,0.751226526090519,0.388010203394207,0.530744024253624,0.580629815436098
"TabulaMuris_Pancreas_FACS","logcounts","fa",4,0.694412038063354,0.51269285600969,0.474477399939804,0.415584372760154
"TabulaMuris_Pancreas_FACS","logcounts","fa",8,0.600078511540153,0.580764965479278,0.460175536675701,0.387689199174885
"TabulaMuris_Pancreas_FACS","logcounts","fa",16,0.556044412174405,0.692489447931621,0.422786280763175,0.3627217032613
"TabulaMuris_Pancreas_FACS","logcounts","fa",32,0.53192734141947,0.696858217242834,0.366089028222437,0.336910713929058
"TabulaMuris_Pancreas_FACS","logcounts","fa",48,0.51987635090781,0.747338610556985,0.362386071172755,0.325472394561986
"TabulaMuris_Pancreas_FACS","logcounts","fa",96,0.509770344076708,0.809861854239532,0.348656663717388,0.315656655851203
"TabulaMuris_Pancreas_FACS","logcounts","fica",2,0.748509139272258,0.337410493652728,0.602219545790624,0.587069121629444
"TabulaMuris_Pancreas_FACS","logcounts","fica",4,0.694072112334525,0.489442338796473,0.425492155736401,0.436336353107334
"TabulaMuris_Pancreas_FACS","logcounts","fica",8,0.603753099224058,0.56857220181744,0.356950139398544,0.382414087484755
"TabulaMuris_Pancreas_FACS","logcounts","fica",16,0.505194829937088,0.62894143513377,0.362703403160006,0.30118436768852
"TabulaMuris_Pancreas_FACS","logcounts","fica",32,0.499995881242882,0.725196155606297,0.292205733192062,0.259983647631686
"TabulaMuris_Pancreas_FACS","logcounts","fica",48,0.498927784968982,0.731104754827743,0.275415392525632,0.251592645030638
"TabulaMuris_Pancreas_FACS","logcounts","fica",96,0.471808633012201,0.679463757990173,0.2694030808292,0.235079269886934
"TabulaMuris_Pancreas_FACS","logcounts","grp",2,0.312188551704984,0.204413080550965,0.274910292627553,0.353776707835888
"TabulaMuris_Pancreas_FACS","logcounts","grp",4,0.340063365484365,0.372247075625575,0.356519722702465,0.333150793493584
"TabulaMuris_Pancreas_FACS","logcounts","grp",8,0.375109993381409,0.353279606134695,0.522878830879146,0.519910639779768
"TabulaMuris_Pancreas_FACS","logcounts","grp",16,0.6091935210471,0.372718273694089,0.761023177613004,0.772728876139389
"TabulaMuris_Pancreas_FACS","logcounts","grp",32,0.647625458231052,0.515854690437098,0.744319438683695,0.772823614652269
"TabulaMuris_Pancreas_FACS","logcounts","grp",48,0.725958812901903,0.590001132650022,0.849418702299965,0.858564392462759
"TabulaMuris_Pancreas_FACS","logcounts","grp",96,0.820611170971723,0.654031074586808,0.90558486068163,0.917221086063921
"TabulaMuris_Pancreas_FACS","logcounts","icm",2,0.733242622581186,0.38557738006384,0.542543417494511,0.62615883048187
"TabulaMuris_Pancreas_FACS","logcounts","icm",4,0.573322217022132,0.319121645343608,0.573730582356126,0.587758625979131
"TabulaMuris_Pancreas_FACS","logcounts","icm",8,0.680148944439024,0.470455737475774,0.617066893706646,0.689228159868027
"TabulaMuris_Pancreas_FACS","logcounts","icm",16,0.656087968583011,0.566226307304154,0.658359772523737,0.728931627485517
"TabulaMuris_Pancreas_FACS","logcounts","icm",32,0.623740400453846,0.680762885676526,0.447687900423802,0.650624256251277
"TabulaMuris_Pancreas_FACS","logcounts","icm",48,0.567229439139503,0.705854606466999,0.466361837139546,0.641835933373023
"TabulaMuris_Pancreas_FACS","logcounts","icm",96,0.501806184721104,0.704876454276315,0.357420581449003,0.489131824223689
"TabulaMuris_Pancreas_FACS","logcounts","ipca",2,0.641249910713981,0.33741049220179,0.633802791031908,0.66179270416347
"TabulaMuris_Pancreas_FACS","logcounts","ipca",4,0.669268112219416,0.489442338159813,0.725135153492203,0.675985059811049
"TabulaMuris_Pancreas_FACS","logcounts","ipca",8,0.68447666934005,0.56857220158963,0.756515734681994,0.697664129868555
"TabulaMuris_Pancreas_FACS","logcounts","ipca",16,0.701466128885269,0.628941435884063,0.754007255628825,0.694453344886648
"TabulaMuris_Pancreas_FACS","logcounts","ipca",32,0.720543748558329,0.7251961551469,0.75502150795209,0.692475042346358
"TabulaMuris_Pancreas_FACS","logcounts","ipca",48,0.739139376971008,0.731104754534958,0.75288112396818,0.689837459945313
"TabulaMuris_Pancreas_FACS","logcounts","ipca",96,0.783314032637924,0.679463757312483,0.746685985104338,0.683142913599881
"TabulaMuris_Pancreas_FACS","logcounts","isomap",2,0.660233733191034,0.266421124246052,0.279093421463237,0.301752589875129
"TabulaMuris_Pancreas_FACS","logcounts","isomap",4,0.685978317195221,0.312310151262208,0.464233275817264,0.374460480762765
"TabulaMuris_Pancreas_FACS","logcounts","isomap",8,0.718714285054077,0.435354584199946,0.483903516490174,0.44374792890135
"TabulaMuris_Pancreas_FACS","logcounts","isomap",16,0.731282644532162,0.477075547335993,0.489242043236383,0.437073881099011
"TabulaMuris_Pancreas_FACS","logcounts","isomap",32,0.732257564324525,0.459587920316161,0.493377517595273,0.428306790296003
"TabulaMuris_Pancreas_FACS","logcounts","isomap",48,0.732101946718962,0.432303526508526,0.494237538349248,0.426243928374765
"TabulaMuris_Pancreas_FACS","logcounts","isomap",96,0.731946053634379,0.416818362365878,0.49520004924403,0.425022388007859
"TabulaMuris_Pancreas_FACS","logcounts","ivis",2,0.441472170265651,0.113149368547408,0.665900090855201,0.731001780440531
"TabulaMuris_Pancreas_FACS","logcounts","ivis",4,0.454800960778705,0.110403080927749,0.658670327663507,0.659683548643288
"TabulaMuris_Pancreas_FACS","logcounts","ivis",8,0.322879974081456,-0.0311517952118946,0.569304498091379,0.524259709763975
"TabulaMuris_Pancreas_FACS","logcounts","ivis",16,0.419753188064791,0.129342164978635,0.543330078037099,0.47731962279885
"TabulaMuris_Pancreas_FACS","logcounts","ivis",32,0.324624669084063,-0.0669959985576238,0.696875919348989,0.652951643919893
"TabulaMuris_Pancreas_FACS","logcounts","ivis",48,0.349339832580406,-0.0475990709716984,0.529170938252503,0.479662812259791
"TabulaMuris_Pancreas_FACS","logcounts","ivis",96,0.311311739400034,-0.00781441708915322,0.474130981653622,0.430419218125008
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",2,0.330987707968768,-0.246790911354472,0.625328342317419,0.82143043241683
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",4,0.378627029822506,-0.0352859788971813,0.861338440661287,0.815984251551598
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",8,0.397316517463354,0.201496390625966,0.867153210954061,0.812212555555845
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",16,0.402274044636005,0.216560205675838,0.869334567002145,0.814971079148786
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",32,0.375247128591431,-0.085813803778823,0.872982493900652,0.821294955238488
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",48,0.358626744587038,-0.146199874466068,0.875381264112966,0.825685760178299
"TabulaMuris_Pancreas_FACS","logcounts","kpca-cos",96,0.334146454978498,-0.168554249501669,0.881677775538975,0.834687194954429
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",2,0.757140283420293,0.413465308009382,0.451244227059287,0.479943334576324
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",4,0.773763594931916,0.53206753034154,0.522426652622544,0.454906520144552
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",8,0.781377267264251,0.611945502087837,0.562478748592015,0.467604330807518
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",16,0.794631756511614,0.639598292859901,0.558842783876767,0.475706502130409
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",32,0.798010534036932,0.678845908020131,0.550266969011602,0.473016627779347
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",48,0.795452194416455,0.680359561920313,0.544462488413896,0.468910517450781
"TabulaMuris_Pancreas_FACS","logcounts","kpca-pol",96,0.780759255550249,0.661034941359528,0.530447573653995,0.456270501760048
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",2,0.173446985145799,-0.284461476568131,0.745108577104074,0.815101290915059
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",4,0.13520121627474,-0.301955117024057,0.742461171674494,0.800317578823397
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",8,0.183261053017243,-0.0543075632193224,0.818039481953356,0.817428508497616
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",16,0.212774663182673,0.22636854894904,0.846911728696708,0.823811658784046
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",32,0.2295224708676,0.397706385897167,0.854878745605275,0.823053881212766
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",48,0.252879033149253,0.524727752206237,0.856468438568315,0.8213671669177
"TabulaMuris_Pancreas_FACS","logcounts","kpca-rbf",96,0.292108046903654,0.561935788157671,0.8469349593161,0.80967904305843
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",2,0.244609689285882,-0.246477285451864,0.735849381160189,0.859384326290911
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",4,0.289807120574201,-0.0580896367860483,0.904866063301915,0.895734242721329
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",8,0.287930711783026,0.050983957750703,0.921924687672975,0.896542723238941
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",16,0.284578594797908,0.0854197646448794,0.931817486376489,0.900474951321883
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",32,0.271250000091705,-0.0733857776566759,0.935803888687706,0.905206801978105
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",48,0.2636477380848,-0.100565387508095,0.93782022527783,0.907972580440726
"TabulaMuris_Pancreas_FACS","logcounts","kpca-sig",96,0.244006858302618,-0.132897438827928,0.942204715358021,0.914298619957784
"TabulaMuris_Pancreas_FACS","logcounts","lda",2,0.544500589832979,0.0657168687671513,0.539752025977145,0.626207059932458
"TabulaMuris_Pancreas_FACS","logcounts","lda",4,0.451682914413222,0.178551619321404,0.64638481543525,0.636475059192746
"TabulaMuris_Pancreas_FACS","logcounts","lda",8,0.529121302655726,0.457405231254791,0.621204241410221,0.555043858807329
"TabulaMuris_Pancreas_FACS","logcounts","lda",16,0.483607363702621,0.36911135615271,0.363532444694444,0.567044500148237
"TabulaMuris_Pancreas_FACS","logcounts","lda",32,0.434379812215332,0.365790701104602,0.42028564336396,0.543850947798826
"TabulaMuris_Pancreas_FACS","logcounts","lda",48,0.419613243289638,0.358467433656026,0.404795109428727,0.549264021206912
"TabulaMuris_Pancreas_FACS","logcounts","lda",96,0.391152432822557,-0.0143661008620024,0.581465064889427,0.556198331287829
"TabulaMuris_Pancreas_FACS","logcounts","lle",2,0.507963817905353,0.0925067745492065,0.283415157679133,0.537022985205979
"TabulaMuris_Pancreas_FACS","logcounts","lle",4,0.236629524167067,-0.0358936093728069,0.223975732400582,0.259258159656862
"TabulaMuris_Pancreas_FACS","logcounts","lle",8,0.370433475948306,0.250750886619062,0.258828752594923,0.20431601472598
"TabulaMuris_Pancreas_FACS","logcounts","lle",16,0.369776572470268,0.424798941893969,0.321192022146552,0.370313956501025
"TabulaMuris_Pancreas_FACS","logcounts","lle",32,0.233133416099377,0.226107659414054,0.230490921227688,0.251954045493146
"TabulaMuris_Pancreas_FACS","logcounts","lle",48,0.164226968539794,0.162326996081042,0.14827777774565,0.160214053203431
"TabulaMuris_Pancreas_FACS","logcounts","lle",96,0.0861136599465732,0.0434353581738678,-0.00724423610497556,-0.0176719012319245
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",2,0.564481814407103,0.155260220828844,0.0465766778484992,0.310410343024646
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",4,0.738331222087953,0.336486395412071,0.446995792086271,0.543512725068961
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",8,0.569066812744667,0.0713718494145795,0.0741120757545827,0.15862102093716
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",16,0.729167268472475,0.236039218703523,0.263046107133901,0.783737979514116
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",32,0.735899917889012,0.642048113312146,0.277978659061968,0.693539888648879
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",48,0.568929788665852,0.0607929032704978,0.0102120329222787,0.806170643267041
"TabulaMuris_Pancreas_FACS","logcounts","lsnmf",96,-0.00551015249295786,-0.00213834769304315,-0.000536856341271423,0.00349063890336576
"TabulaMuris_Pancreas_FACS","logcounts","mctsne",2,0.601124399581862,0.0853624777226317,0.463054997895927,0.465078411964014
"TabulaMuris_Pancreas_FACS","logcounts","mctsne",4,0.627775709292129,0.0811270621804539,0.484262264840633,0.475896717343284
"TabulaMuris_Pancreas_FACS","logcounts","mctsne",8,0.627068885091113,0.135849589909146,0.542897380134225,0.512465738710355
"TabulaMuris_Pancreas_FACS","logcounts","mctsne",32,NA,NA,NA,NA
"TabulaMuris_Pancreas_FACS","logcounts","mctsne",48,NA,NA,NA,NA
"TabulaMuris_Pancreas_FACS","logcounts","mctsne",96,NA,NA,NA,NA
"TabulaMuris_Pancreas_FACS","logcounts","nmf",2,0.732436869974123,0.385490801216964,0.542542134716111,0.493619599621184
"TabulaMuris_Pancreas_FACS","logcounts","nmf",4,0.625398044722505,0.32037472412254,0.568160496099546,0.58513770466685
"TabulaMuris_Pancreas_FACS","logcounts","nmf",8,0.631242677080751,0.491527275868239,0.605812526860008,0.667992365644075
"TabulaMuris_Pancreas_FACS","logcounts","nmf",16,0.581817887522097,0.583288042556642,0.558154205170522,0.608948491088564
"TabulaMuris_Pancreas_FACS","logcounts","nmf",32,0.593725633868828,0.710925951232634,0.498877043722915,0.600629350806107
"TabulaMuris_Pancreas_FACS","logcounts","nmf",48,0.579167867355814,0.736723318377363,0.440431797464068,0.56816177607198
"TabulaMuris_Pancreas_FACS","logcounts","nmf",96,0.543602758951287,0.727942181518303,0.3952574668351,0.531836698468474
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",2,0.678118148768967,0.156386695746307,0.346980010155948,0.568783145564523
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",4,0.721057431982249,0.222798407298484,0.314455795443222,0.667858209445503
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",8,0.730831370869331,0.261301813365338,0.415173164907116,0.687608708257606
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",16,0.769895094399996,0.258227273637932,0.389670832645986,0.728688029857017
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",32,0.782992385180171,0.343604566247276,0.352759859675115,0.77858289469302
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",48,0.786646141819246,0.351979471364329,0.348039884761395,0.812985931182987
"TabulaMuris_Pancreas_FACS","logcounts","nmf2",96,0.739899231623607,0.347587156203631,0.265962679932361,0.853165802242903
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",2,0.554900236520137,0.102373256606272,0.0382671670612492,0.446993535589775
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",4,0.607737632971962,0.215005784288151,0.341648078149853,0.597637950914967
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",8,0.722269724595666,0.316939137735102,0.358778731922733,0.522877208941229
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",16,0.728422186049158,0.468931415795818,0.465553179332435,0.761388607212588
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",32,0.732880291305126,0.433096059370105,0.493793681309597,0.764576571420862
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",48,0.719243293238778,0.390275384462324,0.507411431957663,0.75436633610357
"TabulaMuris_Pancreas_FACS","logcounts","nsnmf",96,0.651919449917881,0.340733875628682,0.389402563863845,0.727729023715637
"TabulaMuris_Pancreas_FACS","logcounts","pca",2,0.641249910702709,0.337410492153129,0.5247999391732,0.661792704132997
"TabulaMuris_Pancreas_FACS","logcounts","pca",4,0.669268112352923,0.489442339307067,0.701154422034659,0.675985059769279
"TabulaMuris_Pancreas_FACS","logcounts","pca",8,0.684476638809065,0.568572003028283,0.74625595318685,0.69766418781538
"TabulaMuris_Pancreas_FACS","logcounts","pca",16,0.701440089062228,0.628271789937803,0.753936134445091,0.694438009621029
"TabulaMuris_Pancreas_FACS","logcounts","pca",32,0.720138274373965,0.727607427415468,0.754317657316307,0.692140653476678
"TabulaMuris_Pancreas_FACS","logcounts","pca",48,0.737590885847774,0.728064629998375,0.751874939188011,0.689209522167522
"TabulaMuris_Pancreas_FACS","logcounts","pca",96,0.78021878310702,0.684258741515266,0.746226616103469,0.683118687633787
"TabulaMuris_Pancreas_FACS","logcounts","phate",2,0.616150153564319,0.17531829399471,0.498925799783004,0.499415772307406
"TabulaMuris_Pancreas_FACS","logcounts","phate",4,0.622409036900401,0.185465413346177,0.64075285867521,0.529177024204676
"TabulaMuris_Pancreas_FACS","logcounts","phate",8,0.622715351802808,0.238607231138092,0.612264310658268,0.531258542052335
"TabulaMuris_Pancreas_FACS","logcounts","phate",16,0.621024786315034,0.315563528590283,0.595011090923108,0.52521588235016
"TabulaMuris_Pancreas_FACS","logcounts","phate",32,0.617733825510596,0.223333307713314,0.595540662982267,0.53457400810355
"TabulaMuris_Pancreas_FACS","logcounts","phate",48,0.622420562107072,0.183102619201672,0.600116546020791,0.534147176158728
"TabulaMuris_Pancreas_FACS","logcounts","phate",96,0.621966559705374,0.13813466890874,0.600013484153687,0.535067519023063
"TabulaMuris_Pancreas_FACS","logcounts","pmf",2,0.74870462274005,0.363558785630246,0.518740120115487,0.41100872859212
"TabulaMuris_Pancreas_FACS","logcounts","pmf",4,0.754864320383415,0.44943254378916,0.411443438462529,0.569068131354392
"TabulaMuris_Pancreas_FACS","logcounts","pmf",8,0.77592605476117,0.323477810254366,0.416687165757318,0.638964534901169
"TabulaMuris_Pancreas_FACS","logcounts","pmf",16,0.771561920722875,0.521573076225668,0.482950838549069,0.735112281216806
"TabulaMuris_Pancreas_FACS","logcounts","pmf",32,0.734497066737142,0.578136355524016,0.491260642632211,0.771324322538218
"TabulaMuris_Pancreas_FACS","logcounts","pmf",48,0.712565013102713,0.525115255834868,0.459673873158907,0.801376860682652
"TabulaMuris_Pancreas_FACS","logcounts","pmf",96,0.683333118902748,0.654032569984229,0.415338847128222,0.836043328634637
"TabulaMuris_Pancreas_FACS","logcounts","psmf",2,0.590032694931529,0.0530444308404667,0.545533549673388,0.692960733232143
"TabulaMuris_Pancreas_FACS","logcounts","psmf",4,0.740853695260395,0.256370289069176,0.598297045077428,0.61606509828258
"TabulaMuris_Pancreas_FACS","logcounts","psmf",8,0.774341030019976,0.258118470261952,0.644899774301063,0.572057360917146
"TabulaMuris_Pancreas_FACS","logcounts","psmf",16,0.719295109562618,0.254903066886429,0.664847917105784,0.78147900825934
"TabulaMuris_Pancreas_FACS","logcounts","psmf",32,0.718167456047602,0.245259240941298,0.825906601333644,0.858802825575307
"TabulaMuris_Pancreas_FACS","logcounts","psmf",48,0.70410903412836,0.179407796967469,0.813761171426283,0.931443854211984
"TabulaMuris_Pancreas_FACS","logcounts","psmf",96,0.670001466289872,0.162418416998598,0.856752821293528,0.9327278441017
"TabulaMuris_Pancreas_FACS","logcounts","saucie",2,-0.00264226048885233,-0.00922607376433229,0.0143766234923766,0.0235581056626598
"TabulaMuris_Pancreas_FACS","logcounts","saucie",4,0.00382124360718262,0.0126836845066776,-0.00317031006978003,-0.00393843214910099
"TabulaMuris_Pancreas_FACS","logcounts","saucie",8,-0.00709402134736889,-0.0158472422205136,-0.000180699790558849,0.000987980752711642
"TabulaMuris_Pancreas_FACS","logcounts","saucie",16,-0.0107269807169889,-0.0144693622570732,1.10330055864691e-05,0.000852131618438132
"TabulaMuris_Pancreas_FACS","logcounts","saucie",32,0.00143551747412679,-0.00600397679187739,0.00333286353844215,0.00344287160888331
"TabulaMuris_Pancreas_FACS","logcounts","saucie",48,0.0121772284306381,0.00103517961412627,0.00499111099507009,0.00515915113061938
"TabulaMuris_Pancreas_FACS","logcounts","saucie",96,0.00323324514054431,-0.00294470455083851,-0.0052874808986088,-0.00635127058305043
"TabulaMuris_Pancreas_FACS","logcounts","snmf",2,0.742192151975977,0.386442887675031,0.540735598366108,0.602557968908634
"TabulaMuris_Pancreas_FACS","logcounts","snmf",4,0.586336611580214,0.324048163335931,0.514618761019831,0.558892685189903
"TabulaMuris_Pancreas_FACS","logcounts","snmf",8,0.680640110075201,0.482188135089322,0.650170702598486,0.73493067336146
"TabulaMuris_Pancreas_FACS","logcounts","snmf",16,0.628889359599702,0.575066559191883,0.512597524059441,0.622190386671485
"TabulaMuris_Pancreas_FACS","logcounts","snmf",32,0.595261486520688,0.657177161688179,0.393767135106456,0.604928710584143
"TabulaMuris_Pancreas_FACS","logcounts","snmf",48,0.60681306415814,0.707812653430599,0.466050758619646,0.637152349381518
"TabulaMuris_Pancreas_FACS","logcounts","spca",2,0.641013098836147,0.323247707434383,0.52535679712487,0.662210664935659
"TabulaMuris_Pancreas_FACS","logcounts","spca",4,0.678520856361254,0.417353657537053,0.718537843549945,0.666166601067998
"TabulaMuris_Pancreas_FACS","logcounts","spca",8,0.740322349211433,0.466637917668055,0.709132953917797,0.676051115715431
"TabulaMuris_Pancreas_FACS","logcounts","spca",16,0.810355007005596,0.498722559931237,0.663364458553245,0.662556059681565
"TabulaMuris_Pancreas_FACS","logcounts","spca",32,0.818942425191369,0.591503292647197,0.728343523744407,0.671045819234987
"TabulaMuris_Pancreas_FACS","logcounts","spca",48,0.801433023567241,0.685352190839409,0.738541895113637,0.675704081222628
"TabulaMuris_Pancreas_FACS","logcounts","spca",96,0.775751490694025,0.706075906862304,0.730409649947095,0.666953406456171
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",2,0.666029262146513,0.135714996541212,0.546750423570742,0.657052539874907
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",4,0.656895010263638,0.306291834038471,0.741691976727763,0.694499608107967
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",8,0.747349341620354,0.332128374264928,0.722299525605333,0.663357729051645
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",16,0.761214606196989,0.415011803301561,0.700838078673951,0.634244570470278
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",32,0.780024648679681,0.40419197929057,0.730932633259253,0.660841248385849
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",48,0.728783669917975,0.600974793600376,0.717898466959114,0.655779961569172
"TabulaMuris_Pancreas_FACS","logcounts","spca-batch",96,0.787645563774903,0.637325951338236,0.6395661718266,0.581000453826331
"TabulaMuris_Pancreas_FACS","logcounts","spectral",2,0.414866994457745,0.101414146464846,0.0550020032222802,0.249506086220071
"TabulaMuris_Pancreas_FACS","logcounts","spectral",4,0.433508190427476,0.143021392099209,0.426101982821166,0.378980444005178
"TabulaMuris_Pancreas_FACS","logcounts","spectral",8,0.441409607307778,0.389944420600822,0.363560999221406,0.307085719905612
"TabulaMuris_Pancreas_FACS","logcounts","spectral",16,0.388101585904209,0.460897866323273,0.273963362384194,0.244483469906967
"TabulaMuris_Pancreas_FACS","logcounts","spectral",32,0.337887896639747,0.475007850536454,0.208365300975369,0.18773658091825
"TabulaMuris_Pancreas_FACS","logcounts","spectral",48,0.294288152922494,0.446991812539068,0.173193748699326,0.156444442922653
"TabulaMuris_Pancreas_FACS","logcounts","spectral",96,0.208580883767027,0.355819928168257,0.128558117720045,0.115911521472399
"TabulaMuris_Pancreas_FACS","logcounts","srp",2,0.268514287419677,0.229010569000588,NA,NA
"TabulaMuris_Pancreas_FACS","logcounts","srp",4,0.333921138472888,0.201451056417616,NA,NA
"TabulaMuris_Pancreas_FACS","logcounts","srp",8,0.467194319875863,0.318322126692409,0.513144384465565,0.554610304040435
"TabulaMuris_Pancreas_FACS","logcounts","srp",16,0.523257087580971,0.484652825511157,0.424587168431403,0.417332414388696
"TabulaMuris_Pancreas_FACS","logcounts","srp",32,0.703909980186234,0.436867298664989,0.795259949824098,0.820130595272434
"TabulaMuris_Pancreas_FACS","logcounts","srp",48,0.719513866456003,0.577507881826733,0.843668171730147,0.859221741064164
"TabulaMuris_Pancreas_FACS","logcounts","srp",96,0.832705725990083,0.551474080117836,0.935005370373818,0.935328835236125
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",2,0.619897919733667,0.218079674881206,0.601641616845078,0.822421123986457
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",4,0.640058560798506,0.268051334577461,0.889272194108303,0.861407948604342
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",8,0.676293970261238,0.533675797837073,0.935655856054247,0.912495831387581
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",16,0.70006372780657,0.615333697408144,0.952859508802378,0.940913728454734
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",32,0.718573519089749,0.725912429798764,0.959958267277833,0.946247053706289
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",48,0.735779410870759,0.733132921165245,0.964236821337293,0.95005418466862
"TabulaMuris_Pancreas_FACS","logcounts","tsvd",96,0.776942365037555,0.688390816898286,0.970572181236059,0.955141192673039
"TabulaMuris_Pancreas_FACS","logcounts","umap",2,0.588855782327068,0.0366733606829865,0.454912028762099,0.484102659645972
"TabulaMuris_Pancreas_FACS","logcounts","umap",4,0.548325079572275,-0.0263315348620229,0.373407151387017,0.333435667091291
"TabulaMuris_Pancreas_FACS","logcounts","umap",8,0.536766780711204,-0.0473756718245275,0.400348301431271,0.327402896245753
"TabulaMuris_Pancreas_FACS","logcounts","umap",16,0.538188848942402,-0.0517253780157114,0.37738721996805,0.321280502115038
"TabulaMuris_Pancreas_FACS","logcounts","umap",32,0.561617427048516,-0.0133997630675867,0.353671536020958,0.288504885374025
"TabulaMuris_Pancreas_FACS","logcounts","umap",48,0.550515260126073,0.0158345163474562,0.336152418773515,0.280236978279401
"TabulaMuris_Pancreas_FACS","logcounts","umap",96,0.539887117027542,-0.0246302276806618,0.355458587037426,0.295394880425919
"TabulaMuris_Pancreas_FACS","logcounts","vasc",2,0.619329806217718,0.355983333640813,0.183363756334183,0.572009847541985
"TabulaMuris_Pancreas_FACS","logcounts","vasc",4,0.590650306280911,0.396605963745817,0.600376362185401,0.512627166818629
"TabulaMuris_Pancreas_FACS","logcounts","vasc",8,0.5127887280695,0.341503761643157,0.580894425754116,0.554409414820592
"TabulaMuris_Pancreas_FACS","logcounts","vasc",16,0.495316463557575,0.371509867205545,0.555761472435625,0.52080105382608
"TabulaMuris_Pancreas_FACS","logcounts","vasc",32,0.539024020429278,0.34775026194956,0.399342724516293,0.356929407542368
"TabulaMuris_Pancreas_FACS","logcounts","vasc",48,0.561854337007594,0.373717934357802,0.596168206194012,0.554003373283003
