"dataset","count_type","method","dims","rho.euclidean","rho.seuclidean","rho.correlation","rho.cosine"
"deng-rpkms","normcounts","psmf",8,0.641415625228528,0.611499139382381,0.837930853772629,0.8500954415363
"deng-rpkms","normcounts","psmf",16,0.655065815911077,0.651925492238683,0.873416092736661,0.869142305091346
"deng-rpkms","normcounts","psmf",32,0.655059372738625,0.741391448793974,0.853513484746709,0.842811110630972
"deng-rpkms","normcounts","psmf",48,0.627303668908309,0.769957615455102,0.848531757270694,0.838756459775009
"deng-rpkms","normcounts","psmf",96,0.549061470606127,0.810794267427532,0.753763566476288,0.733317479990387
"deng-rpkms","normcounts","saucie",2,-0.0273324476876853,-0.0195929958974101,-0.00330235456699772,-0.0601984285226595
"deng-rpkms","normcounts","saucie",4,0.0103101259309783,0.0431827713460776,0.0298444763630378,0.0313441839127507
"deng-rpkms","normcounts","saucie",8,0.00948244448938749,0.0455624559634275,0.0275990316413119,0.0306488451807139
"deng-rpkms","normcounts","saucie",16,0.0102051518184457,0.0191739359611328,0.028796895557005,0.0224223437630805
"deng-rpkms","normcounts","saucie",32,0.00112543471800077,0.000156709683626693,0.0466177442606087,0.0465292372542406
"deng-rpkms","normcounts","saucie",48,0.0317626633172373,-0.0108116208082202,0.0241080370231259,0.0277288112640808
"deng-rpkms","normcounts","saucie",96,0.0168076545319044,0.0487937167463877,0.020045732890742,0.0201124765029649
"deng-rpkms","normcounts","snmf",2,0.713659781814456,0.0909489691009007,0.32253240789814,0.446272283833991
"deng-rpkms","normcounts","snmf",4,0.673928977427771,0.0185528305320584,0.514072546039443,0.584505199317058
"deng-rpkms","normcounts","snmf",8,0.845208442854744,0.293707531945458,0.77614642344083,0.808170251037569
"deng-rpkms","normcounts","snmf",16,0.850865901977145,0.381437147229487,0.829430569793568,0.936616373666119
"deng-rpkms","normcounts","snmf",32,0.65659200609466,NA,0.465114724316473,0.60334798339448
"deng-rpkms","normcounts","snmf",48,0.704592913274543,NA,0.387172578447857,0.583518406261966
"deng-rpkms","normcounts","snmf",96,0.903148914205519,NA,0.919693617570021,0.918129629418774
"deng-rpkms","normcounts","spca",2,0.897708618365302,0.322537838966511,0.364817448426535,0.59530229666923
"deng-rpkms","normcounts","spca",4,0.929369992957059,0.314299373832893,0.539082542653061,0.600491501981289
"deng-rpkms","normcounts","spca",8,0.976403665008825,0.232020528985606,0.578512229304319,0.616751953635534
"deng-rpkms","normcounts","spca",16,0.990794488243242,0.442836710641711,0.609823036554205,0.632475511379077
"deng-rpkms","normcounts","spca",32,0.995456425972925,0.352179587655707,0.621741928906451,0.633423635902661
"deng-rpkms","normcounts","spca",48,0.996365501235336,0.353458936220287,0.625994413417979,0.63270623867342
"deng-rpkms","normcounts","spca",96,0.996938762363262,0.39872726097608,0.630095025390691,0.633465351856343
"deng-rpkms","normcounts","spca-batch",2,0.882282467844498,0.381580037007009,0.358810373242802,0.613639118073854
"deng-rpkms","normcounts","spca-batch",4,0.825583839134323,0.341013265829183,0.476409262246425,0.529040603463145
"deng-rpkms","normcounts","spca-batch",8,0.684858988423138,0.366981871557933,0.423433247623562,0.402417025547331
"deng-rpkms","normcounts","spca-batch",16,0.626862632125743,0.333929028247419,0.291404998895804,0.316132452722296
"deng-rpkms","normcounts","spca-batch",32,0.578032726241705,0.182910832005929,0.312312082406575,0.331543205052467
"deng-rpkms","normcounts","spca-batch",48,0.811652973290354,0.488346341170589,0.528941838426081,0.52901574431051
"deng-rpkms","normcounts","spca-batch",96,0.688131381352793,0.506234741666906,0.425524255750903,0.424138271965381
"deng-rpkms","normcounts","spectral",2,0.680296598050245,0.389082637767629,0.166551685983744,0.425654784090688
"deng-rpkms","normcounts","spectral",4,0.515615426077065,-0.054690740374858,0.320737060184253,0.443428138965132
"deng-rpkms","normcounts","spectral",8,0.526316090830317,0.174161131789351,0.237050031821619,0.225361073704691
"deng-rpkms","normcounts","spectral",16,0.408048489971737,0.178994034236431,0.159991796445996,0.139530606774343
"deng-rpkms","normcounts","spectral",32,0.179584381715028,0.113311813124218,0.148425112863398,0.152175157640143
"deng-rpkms","normcounts","spectral",48,0.199587961389131,0.155763771883169,0.123846819759116,0.124785064154331
"deng-rpkms","normcounts","spectral",96,0.155450118995185,0.183801691148756,0.0728724639008476,0.0750712254527196
"deng-rpkms","normcounts","srp",2,0.521047089327983,0.156320478687809,0.323438228979794,0.492470186999144
"deng-rpkms","normcounts","srp",4,0.423479024618653,0.395963907033199,0.310265519306686,0.357602365081013
"deng-rpkms","normcounts","srp",8,0.602378575067327,0.578347031545038,0.724761727676496,0.75563393183368
"deng-rpkms","normcounts","srp",16,0.712745269272499,0.684509694638283,0.829367774289938,0.837750788342362
"deng-rpkms","normcounts","srp",32,0.703007597630897,0.588745436992751,0.875940784573244,0.873626975129276
"deng-rpkms","normcounts","srp",48,0.920613869129396,0.612273199568096,0.936925590570709,0.93730798208186
"deng-rpkms","normcounts","srp",96,0.901644898321776,0.623322747887404,0.928976225355921,0.92883125798988
"deng-rpkms","normcounts","tsvd",2,0.89226905990677,0.28287777793584,0.00480195041933916,0.491517637018412
"deng-rpkms","normcounts","tsvd",4,0.928478812103925,0.284773077985469,0.607011891958558,0.732151041803601
"deng-rpkms","normcounts","tsvd",8,0.973688600198916,0.338470213754638,0.944050508042005,0.948273096482452
"deng-rpkms","normcounts","tsvd",16,0.994430576396804,0.430451533725073,0.99165970468321,0.994319093062141
"deng-rpkms","normcounts","tsvd",32,0.998915200114462,0.263620560648538,0.997407560540179,0.998239581606643
"deng-rpkms","normcounts","tsvd",48,0.999702337078518,0.23916123945147,0.998784200191235,0.999185983865643
"deng-rpkms","normcounts","tsvd",96,0.999959564137831,0.294919376686991,0.999670395709373,0.999825379246081
"deng-rpkms","normcounts","umap",2,0.462837389635231,0.139045650356179,0.524837826284739,0.546821299348938
"deng-rpkms","normcounts","umap",4,0.590690204349006,0.484594390527408,0.503560625236262,0.504377737867583
"deng-rpkms","normcounts","umap",8,0.45121846007957,0.233095518026298,0.417094572759476,0.419406069261446
"deng-rpkms","normcounts","umap",16,0.490734069488848,0.35386223039722,0.420252497003939,0.421221903709733
"deng-rpkms","normcounts","umap",32,0.447726589870843,0.418870315570921,0.480836240290299,0.479637758754411
"deng-rpkms","normcounts","umap",48,0.527723712980751,0.340665742704901,0.426818723413514,0.426703660617147
"deng-rpkms","normcounts","umap",96,0.427124712332402,0.355223410473101,0.502425524549064,0.502552327315066
"deng-rpkms","normcounts","vasc",2,0.620286376560617,0.498338794791404,0.310070684256317,0.495575870771413
"deng-rpkms","normcounts","vasc",4,0.590028208728006,0.518514032934206,0.531403206714685,0.574238131275811
"deng-rpkms","normcounts","vasc",8,0.563320467425531,0.584929627228643,0.593453288990679,0.571910710791959
"deng-rpkms","normcounts","vasc",16,0.587592303583955,0.610733581364757,0.45662681789427,0.463859342932312
"deng-rpkms","normcounts","vasc",32,0.593687029185294,0.529570053018809,0.47872423647906,0.483158902498156
"deng-rpkms","normcounts","vasc",48,NA,NA,NA,NA
"deng-rpkms","normcounts","vasc",96,NA,NA,NA,NA
"deng-rpkms","normcounts","vpac",2,0.669477334179236,0.599184206281102,0.551168904676022,0.735618315148967
"deng-rpkms","normcounts","vpac",4,0.691615164483151,0.564910097214293,0.507063377425252,0.585722899281176
"deng-rpkms","normcounts","vpac",8,0.654957559572811,0.527096281970501,0.590794116327153,0.642881025005206
"deng-rpkms","normcounts","vpac",16,0.655550504719551,0.529607465637499,0.618272132374342,0.66522264891779
"deng-rpkms","normcounts","vpac",32,0.644038814730215,0.636020424890667,0.64935478265148,0.666618272939354
"deng-rpkms","normcounts","vpac",48,0.601135265928225,0.569325058667295,0.65093675449294,0.660927423619095
"deng-rpkms","normcounts","vpac",96,0.504656198576082,0.386266891536951,0.629548691031992,0.633840940079823
"deng-rpkms","normcounts","zifa",2,0.63896532678243,0.559207748997232,0.332113509170138,0.625477157167563
"deng-rpkms","normcounts","zifa",4,0.643220907038928,0.582242411893448,0.490953511688793,0.494116694201307
"deng-rpkms","normcounts","zifa",8,0.656860290151514,0.635703905455909,0.32742456020016,0.315972850009021
"deng-rpkms","normcounts","zifa",16,0.580295205087885,0.739510804393086,0.314979717211882,0.3245143308962
"deng-rpkms","normcounts","zifa",32,0.448051647412504,0.7312667399153,0.310529507604833,0.333747886922157
"deng-rpkms","normcounts","zifa",48,0.352316046088846,0.683363689208693,0.299171456471132,0.311982256838925
"deng-rpkms","normcounts","zifa",96,0.0889073306916692,0.474578949694372,0.204159392550985,0.211153848645395
"fan","lognormcounts","bd",2,0.800183021586779,0.478416321892905,0.577077960025817,0.716991746829627
"fan","lognormcounts","bd",4,0.868034457856897,-0.0160915398048697,0.360168042373395,0.290393934076384
"fan","lognormcounts","bd",8,0.150599099228796,0.35883868551779,0.431324213336565,0.276996628199665
"fan","lognormcounts","bd",16,-0.0587534104904151,0.706453839694962,0.314008582388665,0.184930083791381
"fan","lognormcounts","bd",32,0.66400687647471,0.794313369268336,0.0973758167595018,0.10161513574406
"fan","lognormcounts","bd",48,0.0773701151403159,0.463928207456257,0.687299871853397,0.574247177618253
"fan","lognormcounts","bd",96,0.16214182980781,0.742696661359811,0.0668387361966878,0.0474130842311491
"fan","lognormcounts","fa",2,0.50061667755955,0.0291862496185708,0.0119016222230892,0.248167247755513
"fan","lognormcounts","fa",4,0.41450585326679,0.211015015885062,0.388328206026353,0.30592802059606
"fan","lognormcounts","fa",8,0.633746128438614,0.73384808081154,0.347489640007653,0.264131118808165
"fan","lognormcounts","fa",16,0.729306346933727,0.823124851598861,0.263654949951913,0.159494291474477
"fan","lognormcounts","fa",32,0.576544653410325,0.859878123330259,0.00010336160619228,-0.121696781539808
"fan","lognormcounts","fa",48,0.297496870991467,0.575065137217736,-0.0163350733088252,-0.197794502516582
"fan","lognormcounts","fa",96,-0.0955621992034756,NA,-0.00170904977261128,0.0315835998028484
"fan","lognormcounts","fica",2,0.507257924608671,0.0373368949282485,0.68433293243253,0.259704017970873
"fan","lognormcounts","fica",4,0.417288710823194,0.187256782631204,0.310286956613514,0.303612007124617
"fan","lognormcounts","fica",8,0.718289319942691,0.772015153963173,0.397761065143978,0.247536835339203
"fan","lognormcounts","fica",16,0.762120770342592,0.882858084106154,0.182924005582266,0.157622102584789
"fan","lognormcounts","fica",32,0.580372369281273,0.864133688014285,0.0314762038256634,-0.0929306889227116
"fan","lognormcounts","fica",48,0.341305799193087,0.684817556697382,0.0116010490045488,-0.0839504016035154
"fan","lognormcounts","fica",96,0.29489639910381,0.406204501463122,0.226770279073419,0.439065520762639
"fan","lognormcounts","grp",2,0.614066683167301,0.565403211427401,0.280708423305285,0.591013286625742
"fan","lognormcounts","grp",4,0.358032854565279,0.418452507695946,0.264037389597091,0.389630748540939
"fan","lognormcounts","grp",8,0.698429946345541,0.645900216995173,0.734173011823552,0.746066769156064
"fan","lognormcounts","grp",16,0.68494996261337,0.751549444073891,0.662725476106845,0.68398577834373
"fan","lognormcounts","grp",32,0.805139406850678,0.700659474964673,0.799040191770506,0.833429947075084
"fan","lognormcounts","grp",48,0.810866919937944,0.786572551851759,0.784797043173266,0.826940576220041
"fan","lognormcounts","grp",96,0.846613726753974,0.853750084018998,0.813928406864588,0.83533393551407
"fan","lognormcounts","icm",2,0.839323276701043,0.425183944458263,0.686383729200563,0.561474340135607
"fan","lognormcounts","icm",4,0.332234049108728,-0.0149139010757642,0.443738882377585,0.354652630240188
"fan","lognormcounts","icm",8,0.68013584546652,0.409474181630641,0.597964018107338,0.587704009638367
"fan","lognormcounts","icm",16,0.580913829775127,0.631583557246193,0.679600819387112,0.649731225490207
"fan","lognormcounts","icm",32,0.652174967338375,0.856285689835613,0.656321060548911,0.793797285556326
"fan","lognormcounts","icm",48,0.171510204648393,0.670308500738249,0.515835748246452,0.703716445314785
"fan","lognormcounts","icm",96,-0.0275617295239014,0.504899028618792,0.590474927904161,0.707032887100458
"fan","lognormcounts","ipca",2,0.766425988916982,0.0373368949282485,0.00671655885081602,0.322981278816328
"fan","lognormcounts","ipca",4,0.791541222614306,0.187256782631204,0.507692475487123,0.371715562400071
"fan","lognormcounts","ipca",8,0.883275400754814,0.772015153963173,0.622135909082641,0.458397010655117
"fan","lognormcounts","ipca",16,0.936703268876455,0.882858452525205,0.647286003976689,0.484835858491288
"fan","lognormcounts","ipca",32,0.989902908083557,0.864133737866368,0.695400905829367,0.523101058780421
"fan","lognormcounts","ipca",48,0.998288563406937,0.6848178071737,0.713962341542115,0.525411714976821
"fan","lognormcounts","isomap",2,0.184764103105585,0.252346180061054,0.235306112994188,0.127658261394751
"fan","lognormcounts","isomap",4,0.181412282512386,0.36775673190367,0.219581804495598,0.150733967351312
"fan","lognormcounts","isomap",8,0.214319965793203,0.775085783275439,0.18098712084816,0.145854485612592
"fan","lognormcounts","isomap",16,0.235488630174683,0.855666317831784,0.169293194981564,0.152917680690455
"fan","lognormcounts","isomap",32,0.233365439695857,0.386125525793565,0.150585094441245,0.152305805953516
"fan","lognormcounts","isomap",48,NA,NA,NA,NA
"fan","lognormcounts","isomap",96,NA,NA,NA,NA
"fan","lognormcounts","kpca-cos",2,0.68069766141691,0.009449920688984,0.121204270924628,0.358825292330182
"fan","lognormcounts","kpca-cos",4,0.706524919037786,0.192256973285023,0.618274246375121,0.420791571068205
"fan","lognormcounts","kpca-cos",8,0.764330946626366,0.673971949132783,0.702423514016412,0.499965385631881
"fan","lognormcounts","kpca-cos",16,0.762312114795388,0.779351484954933,0.722742906826798,0.523136091419674
"fan","lognormcounts","kpca-cos",32,0.65686837678603,0.854053088625914,0.748126174502912,0.561510158930385
"fan","lognormcounts","kpca-cos",48,0.673659675686181,0.65502412816489,0.760786039189282,0.570046935371176
"fan","lognormcounts","kpca-cos",96,0.686418381245968,NA,0.762528763435866,0.566814356096394
"fan","lognormcounts","kpca-pol",2,0.591541131421471,-0.000773290917397969,-0.00190406834445865,0.176424325073322
"fan","lognormcounts","kpca-pol",4,0.628041090129356,0.0466362489522551,0.36133823003998,0.217697207300913
"fan","lognormcounts","kpca-pol",8,0.686689300566038,0.268950155504453,0.457626112637693,0.271163838456685
"fan","lognormcounts","kpca-pol",16,0.806685757663627,0.620210930484991,0.49106276177815,0.304151232786076
"fan","lognormcounts","kpca-pol",32,0.952548652471452,0.884566826254937,0.487382451220588,0.296906431434224
"fan","lognormcounts","kpca-pol",48,0.931864847015388,0.705784100064852,0.489516348954074,0.292999126105148
"fan","lognormcounts","kpca-pol",96,NA,NA,NA,NA
"fan","lognormcounts","kpca-rbf",2,0.338241497447622,-0.137577532147784,-0.015179675564279,0.105625360090105
"fan","lognormcounts","kpca-rbf",4,0.0223396679199561,-0.46614717351336,0.194285151773572,0.147395975239516
"fan","lognormcounts","kpca-rbf",8,0.145762260475333,0.129956071560549,0.297823049521454,0.244810707021206
"fan","lognormcounts","kpca-rbf",16,0.563917895370546,0.795612369853235,0.253356513984409,0.161127020140144
"fan","lognormcounts","kpca-rbf",32,0.608709421498922,0.840115277956246,0.225083493727343,0.102244357789906
"fan","lognormcounts","kpca-rbf",48,0.724758382761471,0.683687664104545,0.30663436016627,0.176604941601082
"fan","lognormcounts","kpca-rbf",96,1,NA,0.317233846782226,0.178552229613732
"fan","lognormcounts","kpca-sig",2,0.648742253837468,0.494971411897557,0.757159419298694,0.679154918192489
"fan","lognormcounts","kpca-sig",4,0.656235718594185,0.684046571134837,0.871281288747836,0.731478945690217
"fan","lognormcounts","kpca-sig",8,0.627194319673733,0.733223378282565,0.883546925595305,0.738148354302498
"fan","lognormcounts","kpca-sig",16,0.608786999851076,0.755060830240964,0.88784324374906,0.73949394591443
"fan","lognormcounts","kpca-sig",32,0.58149450561957,0.803430726713022,0.905325426857851,0.759056357949822
"fan","lognormcounts","kpca-sig",48,0.581560895218898,0.636923736672836,0.905016436353287,0.759775755118009
"fan","lognormcounts","kpca-sig",96,NA,NA,NA,NA
"fan","lognormcounts","lda",2,0.881236966112159,0.55631030825318,0.649536444495672,0.684369501664814
"fan","lognormcounts","lda",4,0.609866228136944,0.18986198073949,0.577101724753061,0.52767948743888
"fan","lognormcounts","lda",8,0.578696092997431,0.450944002687441,0.687444343189325,0.566098744038785
"fan","lognormcounts","lda",16,0.519214007987811,0.41386624739687,0.562138813148849,0.421375247764851
"fan","lognormcounts","lda",32,0.524464070655527,0.413295038584539,0.670260735147508,0.558984810483781
"fan","lognormcounts","lda",48,0.481618184989261,0.614421616621823,0.7521010379155,0.714425343368987
"fan","lognormcounts","lda",96,0.649652781459266,0.553005521276237,0.674310805898557,0.677059792004465
"fan","lognormcounts","lle",2,0.607707040575005,0.133830496051531,0.148921497845588,0.0910056531756513
"fan","lognormcounts","lle",4,0.0714649041857271,-0.30485133995584,0.112115081834408,-0.202706392558823
"fan","lognormcounts","lle",8,-0.173770523616123,-0.392585750202837,-0.0544248745162281,-0.230688256395925
"fan","lognormcounts","lle",16,-0.100914219107734,-0.102208807175354,0.178909715251712,0.302493344625357
"fan","lognormcounts","lle",32,0.343336520137858,0.432084608371279,0.115523252810952,0.234728258242154
"fan","lognormcounts","lle",48,0.19797442841061,0.339984013774544,-0.368251685267897,-0.381309950777269
"fan","lognormcounts","lsnmf",2,0.850312722115347,0.441471845537723,0.652819352754061,0.564364884713358
"fan","lognormcounts","lsnmf",4,0.370696731736361,-0.0109124020601118,0.461432184193378,0.353446180462764
"fan","lognormcounts","lsnmf",8,0.458749906253766,0.175545087536853,0.489921713261909,0.484407734558789
"fan","lognormcounts","lsnmf",16,0.648271697596196,0.651887686807913,0.71136441454249,0.707423614225035
"fan","lognormcounts","lsnmf",32,0.763624141364749,0.779827815526478,0.735068195946992,0.746971622649242
"fan","lognormcounts","lsnmf",48,0.772640228558911,0.313314889440726,0.475225949093679,0.682554112855194
"fan","lognormcounts","lsnmf",96,0.731483626922382,0.848500786155187,0.56964870234299,0.67536330569599
"fan","lognormcounts","mctsne",2,0.81657041648035,0.510526255122241,0.174425547533012,0.259046363215174
"fan","lognormcounts","mctsne",4,0.809575893254483,0.383238332691498,0.48431040051601,0.333735314184362
"fan","lognormcounts","mctsne",8,0.819148969258336,0.342145491868858,0.522150615447064,0.326569292498268
"fan","lognormcounts","mctsne",16,0.81997882283523,0.350466864755336,0.542817558740101,0.327761588955619
"fan","lognormcounts","mctsne",32,0.737327858497435,0.438700883174635,0.157934567877182,0.107967690556156
"fan","lognormcounts","mctsne",48,-0.115526379568543,-0.199566491151669,-0.01680786679505,-0.0261905461002263
"fan","lognormcounts","mctsne",96,0.65732054247237,0.249694521027511,0.528629004650006,0.389446553159867
"fan","lognormcounts","nmf",2,0.837858994575413,0.425172159912253,0.662477416523336,0.552231605197473
"fan","lognormcounts","nmf",4,0.23066744862293,-0.0258846434476903,0.411499524629993,0.34906547036698
"fan","lognormcounts","nmf",8,0.631659393207257,0.631835153412611,0.658030600461051,0.68862090480631
"fan","lognormcounts","nmf",16,0.726467408215993,0.817293530668466,0.734727509016269,0.726121584874847
"fan","lognormcounts","nmf",32,0.386038454875305,0.859255863553342,0.622681725009307,0.802940970516263
"fan","lognormcounts","nmf",48,0.165434741045909,0.677415501206031,0.669947278564508,0.763526532262007
"fan","lognormcounts","nmf2",2,0.288982909781932,-0.102916755387162,0.213926679146855,0.209589963700875
"fan","lognormcounts","nmf2",4,0.612838235438596,0.104751297443011,0.448278048265182,0.422223040796124
"fan","lognormcounts","nmf2",8,0.564159246325999,0.160028097849765,0.553904205988612,0.50277547093682
"fan","lognormcounts","nmf2",16,0.672380031084354,0.325297022356981,0.607476721752327,0.630099937376057
"fan","lognormcounts","nmf2",32,0.701064042855088,0.345934606420968,0.529853401803994,0.723299568558189
"fan","lognormcounts","nmf2",48,0.738126147023471,0.267918179697644,0.442606189556781,0.766034933372813
"fan","lognormcounts","nmf2",96,0.687687570285357,0.159768719894814,0.321762525493869,0.780155940719502
"fan","lognormcounts","nsnmf",2,0.736884973638705,0.268944123402435,0.666783380593466,0.362384655655371
"fan","lognormcounts","nsnmf",4,0.626525580732992,0.0376611486814781,0.432457719597452,0.393889886768168
"fan","lognormcounts","nsnmf",8,0.717105201658727,0.270898691035078,0.587861012976813,0.574742331606717
"fan","lognormcounts","nsnmf",16,0.639548600819831,0.292706650014936,0.600071627715735,0.611707199895568
"fan","lognormcounts","nsnmf",32,0.696861083061546,0.0884021840854059,0.388982479351754,0.695775831184992
"fan","lognormcounts","nsnmf",48,0.665742610486563,0.389521342673684,0.413305927008964,0.740937894469804
"fan","lognormcounts","nsnmf",96,0.665799783530098,0.166825716291748,0.394878553274076,0.772871023031857
"fan","lognormcounts","pca",2,0.766425988916982,0.0373368949282485,0.0255063770779733,0.322981278816328
"fan","lognormcounts","pca",4,0.791803786238938,0.190756772125789,0.530942752494477,0.372175514738562
"fan","lognormcounts","pca",8,0.883930136123909,0.772279770034531,0.651571561375988,0.453619441164475
"fan","lognormcounts","pca",16,0.939434743526354,0.888172034041823,0.669840398192174,0.488723320259604
"fan","lognormcounts","pca",32,0.989905324085715,0.864181702865439,0.708603095517661,0.523097696804594
"fan","lognormcounts","pca",48,0.998291950916758,0.68452581136575,0.722101632735961,0.525399703056677
"fan","lognormcounts","phate",2,0.445062655799918,-0.0665512076217172,0.0612992516064882,0.0566593080939453
"fan","lognormcounts","phate",4,0.431436205432603,-0.171795588367899,0.205350141331871,0.0904983693262129
"fan","lognormcounts","phate",8,0.429106944682086,-0.374233666487913,0.264456845021693,0.0886925992175606
"fan","lognormcounts","phate",16,0.429106944682086,-0.381841774012387,0.275460563938433,0.0886912629385609
"fan","lognormcounts","phate",32,0.429106944682086,-0.325844118567999,0.278115484027733,0.0886912629385609
"fan","lognormcounts","phate",48,0.429106944682086,-0.432509334741707,0.279008695954141,0.0886912629385609
"fan","lognormcounts","pmf",2,0.780945874937126,0.353096064817629,0.634972455254285,0.405924893289793
"fan","lognormcounts","pmf",4,0.532935273368881,0.116972527027854,0.575608499386163,0.413348691584667
"fan","lognormcounts","pmf",8,0.705970438638993,0.254918643589513,0.614201879584021,0.564925612667507
"fan","lognormcounts","pmf",16,0.707100084403224,0.335370548829118,0.467968812391098,0.569825846247617
"fan","lognormcounts","pmf",32,0.654968267082266,0.476186781114728,0.574088114212921,0.70936614851952
"fan","lognormcounts","pmf",48,0.704319617314985,0.502239975670238,0.415947676421171,0.791085254794725
"fan","lognormcounts","pmf",96,0.645803607306438,0.440014004058008,0.357113037433418,0.796123747654885
"fan","lognormcounts","psmf",2,0.836066269905693,0.455573335186048,0.646913336781625,0.518540101453123
"fan","lognormcounts","psmf",4,0.69397009633757,0.234030532139127,0.579028865377296,0.493306369355006
"fan","lognormcounts","psmf",8,0.718785846687288,0.144663120538056,0.64768752724234,0.502213222124442
"fan","lognormcounts","psmf",16,0.766858858199569,0.296511942175864,0.736022437765876,0.56808272318437
"fan","lognormcounts","psmf",32,0.796269720632819,0.536089536237503,0.831434139610928,0.68326606139267
"fan","lognormcounts","psmf",48,0.698705916532731,0.643783547411957,0.739613183585134,0.663164586627016
"fan","lognormcounts","psmf",96,0.82001634443091,0.662283877846153,0.781005139336328,0.797574328969079
"fan","lognormcounts","saucie",2,-0.0502172894221273,-0.0392410657529031,0.0406132338504959,-0.00384475555602679
"fan","lognormcounts","saucie",4,0.0249255890789602,0.0564554908932161,0.0993519472418083,0.0769054937287053
"fan","lognormcounts","saucie",8,0.0920746277411228,0.119299719524887,0.13070206055924,0.167411580400515
"fan","lognormcounts","saucie",16,0.0208036571585208,-0.0218764861392242,0.011594711710512,-0.0082928380406507
"fan","lognormcounts","saucie",32,-0.0753341706699916,-0.0979391465109427,-0.0674758579737993,-0.0867043558950404
"fan","lognormcounts","saucie",48,0.10615803081063,0.147315154070172,0.134266596341995,0.187347050162284
"fan","lognormcounts","saucie",96,0.139139326163258,0.148718386848855,0.11306749665602,0.133648837843382
"fan","lognormcounts","snmf",2,0.830863716272878,0.42620548537301,0.667362557950813,0.507018530878687
"fan","lognormcounts","snmf",4,0.62733731246984,0.372764191234341,0.647295572713183,0.581958065757207
"fan","lognormcounts","snmf",8,0.495113434401906,0.411626162295231,0.619085959715447,0.620313859497515
"fan","lognormcounts","snmf",16,0.616177254989659,0.680618775967464,0.678145691364476,0.686317420593601
"fan","lognormcounts","snmf",32,0.642040769665577,0.866856405720276,0.624059406745501,0.782831704109094
"fan","lognormcounts","snmf",48,0.222234680649503,0.698396115019893,0.336554398227528,0.762283369674771
"fan","lognormcounts","snmf",96,0.691233647422531,0.923963581278301,0.778901589362217,0.805583849111899
"fan","lognormcounts","spca",2,0.742764458976502,0.0507679980852909,0.182689024460715,0.324498585319481
"fan","lognormcounts","spca",4,0.723123602864982,0.199580049702283,0.529641935348317,0.401255874885571
"fan","lognormcounts","spca",8,0.804654428766627,0.699043454042168,0.609098721277054,0.424033757204112
"fan","lognormcounts","spca",16,0.842581088425144,0.821670504628559,0.646649864650379,0.476413397739955
"fan","lognormcounts","spca",32,0.775392039210876,0.919932219649152,0.636737832176587,0.468601796445337
"fan","lognormcounts","spca",48,0.739994453530223,0.893845047859459,0.617649293369829,0.419817429756956
"fan","lognormcounts","spca",96,0.725474516442092,0.936508529618411,0.577952797227115,0.38764224379896
"fan","lognormcounts","spca-batch",2,0.692338283247959,0.118427512347996,0.684140875860734,0.309173591809979
"fan","lognormcounts","spca-batch",4,0.772969266896184,0.153201429018465,0.473900512314048,0.409460359228759
"fan","lognormcounts","spca-batch",8,0.815160853703057,0.49307326223178,0.642819181972553,0.43456083792548
"fan","lognormcounts","spca-batch",16,0.842235987989977,0.689630896881283,0.602405468778346,0.410404305984594
"fan","lognormcounts","spca-batch",32,0.796909829887185,0.842771905175405,0.518322159090301,0.336898872642568
"fan","lognormcounts","spca-batch",48,0.746706051595398,0.926623278656218,0.536374699878303,0.434459815719466
"fan","lognormcounts","spca-batch",96,0.705489924140207,0.920691731937229,0.657811828668751,0.47794757856518
"fan","lognormcounts","spectral",2,0.160946124138228,-0.0967641914078485,0.150001891892819,-0.0597424622894027
"fan","lognormcounts","spectral",4,0.0694690245255023,-0.310693096422049,0.476153444591117,0.473627330821461
"fan","lognormcounts","spectral",8,-0.179648571147482,-0.2958763393073,-0.167088589353301,-0.371581104091797
"fan","lognormcounts","spectral",16,0.258123089277577,0.355720875764807,-0.305055084349834,-0.29752875353336
"fan","lognormcounts","spectral",32,0.330878875855742,0.397838257547821,-0.323417281222237,-0.344097692080934
"fan","lognormcounts","spectral",48,0.146467446127764,0.00857363508375429,0.166779652664304,0.335397780391329
"fan","lognormcounts","srp",2,0.225412157566043,0.313317518226165,0.0374867348077248,0.211141125847765
"fan","lognormcounts","srp",4,0.616026299235255,0.477247001166198,0.616688264372258,0.641804385679836
"fan","lognormcounts","srp",8,0.597972140078419,0.644161146541486,0.591369237792295,0.618218528769224
"fan","lognormcounts","srp",16,0.739993726419357,0.681608424924174,0.698703307201763,0.785670832241857
"fan","lognormcounts","srp",32,0.641208525620517,0.749259465548709,0.671801956059548,0.706379785033928
"fan","lognormcounts","srp",48,0.850765893354674,0.762238781165698,0.79464836432155,0.799094287359856
"fan","lognormcounts","srp",96,0.760030922395822,0.824170390819902,0.776180025549557,0.817559783347226
"fan","lognormcounts","tsvd",2,0.764973801392999,0.271156839710623,0.484653958383743,0.550313103909347
"fan","lognormcounts","tsvd",4,0.786420262250165,0.112301510892607,0.610278690895006,0.50243993723793
"fan","lognormcounts","tsvd",8,0.855777591328286,0.69671409480339,0.778602075617001,0.715555306484282
"fan","lognormcounts","tsvd",16,0.938796185766078,0.874771867141913,0.811925295462352,0.779984944427816
"fan","lognormcounts","tsvd",32,0.988955650419881,0.860062644127235,0.87090886693949,0.997433735152469
"fan","lognormcounts","tsvd",48,0.998252592089442,0.700537011499441,0.894975133781104,0.999457687157121
