dataset,count,method,dimensions,rho.correlation
TabulaMuris_Marrow_10X,logcounts,zifa,8,0.7395185570551801
TabulaMuris_Marrow_10X,logcounts,vasc,96,nan
TabulaMuris_Marrow_10X,logcounts,vasc,48,0.41985273124085887
TabulaMuris_Marrow_10X,logcounts,vasc,32,0.47439105134705084
TabulaMuris_Marrow_10X,logcounts,vasc,2,0.12121767465708917
TabulaMuris_Marrow_10X,logcounts,vasc,4,0.33134078427606783
TabulaMuris_Marrow_10X,logcounts,vasc,8,0.36928009058268174
TabulaMuris_Marrow_10X,logcounts,vasc,16,0.40779641233898695
TabulaMuris_Marrow_10X,logcounts,lle,96,0.06834445390209057
TabulaMuris_Marrow_10X,logcounts,lle,48,0.13136997809790957
TabulaMuris_Marrow_10X,logcounts,lle,32,0.16251308380573362
TabulaMuris_Marrow_10X,logcounts,lle,2,-0.06693210590347826
TabulaMuris_Marrow_10X,logcounts,lle,4,-0.061474835190425965
TabulaMuris_Marrow_10X,logcounts,lle,8,-0.1491742564961222
TabulaMuris_Marrow_10X,logcounts,lle,16,0.25568735277329124
TabulaMuris_Marrow_10X,logcounts,kpca-cos,96,0.7975269939092854
TabulaMuris_Marrow_10X,logcounts,kpca-cos,48,0.798029755609776
TabulaMuris_Marrow_10X,logcounts,kpca-cos,32,0.8001987478519118
TabulaMuris_Marrow_10X,logcounts,kpca-cos,2,0.5607044166848406
TabulaMuris_Marrow_10X,logcounts,kpca-cos,4,0.7030567233081533
TabulaMuris_Marrow_10X,logcounts,kpca-cos,8,0.7950966499519435
TabulaMuris_Marrow_10X,logcounts,kpca-cos,16,0.80331795639299
TabulaMuris_Marrow_10X,logcounts,grp,96,0.7597485870355595
TabulaMuris_Marrow_10X,logcounts,grp,48,0.7321262643099772
TabulaMuris_Marrow_10X,logcounts,grp,32,0.6393103944889267
TabulaMuris_Marrow_10X,logcounts,grp,2,0.1296632741879231
TabulaMuris_Marrow_10X,logcounts,grp,4,0.12646288050531276
TabulaMuris_Marrow_10X,logcounts,grp,8,0.3605684368700307
TabulaMuris_Marrow_10X,logcounts,grp,16,0.32234266363130926
TabulaMuris_Marrow_10X,logcounts,pmf,96,0.4236081745013956
TabulaMuris_Marrow_10X,logcounts,pmf,48,0.45802267006748454
TabulaMuris_Marrow_10X,logcounts,pmf,32,0.4583331688720748
TabulaMuris_Marrow_10X,logcounts,pmf,2,0.22880901822848207
TabulaMuris_Marrow_10X,logcounts,pmf,4,0.3714585835831735
TabulaMuris_Marrow_10X,logcounts,pmf,8,0.43555439633087356
TabulaMuris_Marrow_10X,logcounts,pmf,16,0.43799320240340994
TabulaMuris_Marrow_10X,logcounts,ipca,96,0.6095002991254043
TabulaMuris_Marrow_10X,logcounts,ipca,48,0.6113993709044822
TabulaMuris_Marrow_10X,logcounts,ipca,32,0.6105771072590145
TabulaMuris_Marrow_10X,logcounts,ipca,2,0.2706552670002313
TabulaMuris_Marrow_10X,logcounts,ipca,4,0.49837677626893107
TabulaMuris_Marrow_10X,logcounts,ipca,8,0.5850700219987556
TabulaMuris_Marrow_10X,logcounts,ipca,16,0.6055754674675129
TabulaMuris_Marrow_10X,logcounts,lda,96,0.20948522071852058
TabulaMuris_Marrow_10X,logcounts,lda,48,0.2080003461948054
TabulaMuris_Marrow_10X,logcounts,lda,32,0.24241346878164874
TabulaMuris_Marrow_10X,logcounts,lda,2,0.1833042635052679
TabulaMuris_Marrow_10X,logcounts,lda,4,0.767218311690571
TabulaMuris_Marrow_10X,logcounts,lda,8,0.48399107052112095
TabulaMuris_Marrow_10X,logcounts,lda,16,0.28535407196657786
TabulaMuris_Marrow_10X,logcounts,kpca-sig,96,0.6662764116858961
TabulaMuris_Marrow_10X,logcounts,kpca-sig,48,0.6733717882548172
TabulaMuris_Marrow_10X,logcounts,kpca-sig,32,0.6764777416705782
TabulaMuris_Marrow_10X,logcounts,kpca-sig,2,0.3587214764531491
TabulaMuris_Marrow_10X,logcounts,kpca-sig,4,0.7118238889819894
TabulaMuris_Marrow_10X,logcounts,kpca-sig,8,0.6826001779645071
TabulaMuris_Marrow_10X,logcounts,kpca-sig,16,0.681567222714312
TabulaMuris_Marrow_10X,logcounts,umap,96,0.17816191702644404
TabulaMuris_Marrow_10X,logcounts,umap,48,0.18127458286201908
TabulaMuris_Marrow_10X,logcounts,umap,32,0.20464980456551074
TabulaMuris_Marrow_10X,logcounts,umap,2,0.1904647965384267
TabulaMuris_Marrow_10X,logcounts,umap,4,0.07480482460956786
TabulaMuris_Marrow_10X,logcounts,umap,8,0.14793388034648805
TabulaMuris_Marrow_10X,logcounts,umap,16,0.18504389096180784
TabulaMuris_Marrow_10X,logcounts,phate,96,0.6236639204652686
TabulaMuris_Marrow_10X,logcounts,phate,48,0.6015686505549275
TabulaMuris_Marrow_10X,logcounts,phate,32,0.6235779615720388
TabulaMuris_Marrow_10X,logcounts,phate,2,0.40502940702223533
TabulaMuris_Marrow_10X,logcounts,phate,4,0.5635038583140611
TabulaMuris_Marrow_10X,logcounts,phate,8,0.6024353633735376
TabulaMuris_Marrow_10X,logcounts,phate,16,0.5965964623971952
TabulaMuris_Marrow_10X,logcounts,fica,96,0.20546882973307642
TabulaMuris_Marrow_10X,logcounts,fica,48,0.23290825220518566
TabulaMuris_Marrow_10X,logcounts,fica,32,0.26384146487723426
TabulaMuris_Marrow_10X,logcounts,fica,2,0.46735818997806033
TabulaMuris_Marrow_10X,logcounts,fica,4,0.4891254235565148
TabulaMuris_Marrow_10X,logcounts,fica,8,0.36277086795002433
TabulaMuris_Marrow_10X,logcounts,fica,16,0.35025718831498603
TabulaMuris_Marrow_10X,logcounts,isomap,96,0.22525224565402413
TabulaMuris_Marrow_10X,logcounts,isomap,48,0.22774206483049875
TabulaMuris_Marrow_10X,logcounts,isomap,32,0.22906789919910361
TabulaMuris_Marrow_10X,logcounts,isomap,2,0.13690941392413092
TabulaMuris_Marrow_10X,logcounts,isomap,4,0.13238765035291652
TabulaMuris_Marrow_10X,logcounts,isomap,8,0.19579468901193273
TabulaMuris_Marrow_10X,logcounts,isomap,16,0.23227884652711692
TabulaMuris_Marrow_10X,logcounts,tsvd,96,0.9533917925307918
TabulaMuris_Marrow_10X,logcounts,tsvd,48,0.9395451092941565
TabulaMuris_Marrow_10X,logcounts,tsvd,32,0.9335349022566258
TabulaMuris_Marrow_10X,logcounts,tsvd,2,-4.2979319613557256e-05
TabulaMuris_Marrow_10X,logcounts,tsvd,4,0.849488362251812
TabulaMuris_Marrow_10X,logcounts,tsvd,8,0.899427326497808
TabulaMuris_Marrow_10X,logcounts,tsvd,16,0.9200786743378218
TabulaMuris_Marrow_10X,logcounts,vpac,96,0.5498809735397574
TabulaMuris_Marrow_10X,logcounts,vpac,48,0.5456621586479178
TabulaMuris_Marrow_10X,logcounts,vpac,32,0.5582491138378813
TabulaMuris_Marrow_10X,logcounts,vpac,2,0.008989025295163676
TabulaMuris_Marrow_10X,logcounts,vpac,4,0.604029654333321
TabulaMuris_Marrow_10X,logcounts,vpac,8,0.5828933821640453
TabulaMuris_Marrow_10X,logcounts,vpac,16,0.5724944223088715
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,96,0.8422550188647288
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,48,0.8363733521941281
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,32,0.8344796309897486
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,2,0.6998771368251119
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,4,0.7899438012147364
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,8,0.8100266350434334
TabulaMuris_Marrow_10X,logcounts,kpca-rbf,16,0.8248295840479672
TabulaMuris_Marrow_10X,logcounts,mctsne,96,0.005550823980937132
TabulaMuris_Marrow_10X,logcounts,mctsne,48,nan
TabulaMuris_Marrow_10X,logcounts,mctsne,32,nan
TabulaMuris_Marrow_10X,logcounts,mctsne,2,0.15764732113599203
TabulaMuris_Marrow_10X,logcounts,mctsne,4,0.3700386483966015
TabulaMuris_Marrow_10X,logcounts,mctsne,8,0.40699749724890466
TabulaMuris_Marrow_10X,logcounts,nmf,96,0.447406016705039
TabulaMuris_Marrow_10X,logcounts,nmf,48,0.4058695010941495
TabulaMuris_Marrow_10X,logcounts,nmf,32,0.5815708102161846
TabulaMuris_Marrow_10X,logcounts,nmf,2,0.1334248014491731
TabulaMuris_Marrow_10X,logcounts,nmf,4,0.6278562952323365
TabulaMuris_Marrow_10X,logcounts,nmf,8,0.5437805192033957
TabulaMuris_Marrow_10X,logcounts,nmf,16,0.6132837111259478
TabulaMuris_Marrow_10X,logcounts,srp,96,0.8346075270971371
TabulaMuris_Marrow_10X,logcounts,srp,48,0.742357508059973
TabulaMuris_Marrow_10X,logcounts,srp,32,0.6424671516149684
TabulaMuris_Marrow_10X,logcounts,srp,2,nan
TabulaMuris_Marrow_10X,logcounts,srp,4,0.2501449268550292
TabulaMuris_Marrow_10X,logcounts,srp,8,0.2114133797385986
TabulaMuris_Marrow_10X,logcounts,srp,16,0.48511939473922855
TabulaMuris_Marrow_10X,logcounts,snmf,96,0.5966832101876148
TabulaMuris_Marrow_10X,logcounts,snmf,48,0.5976373318053644
TabulaMuris_Marrow_10X,logcounts,snmf,32,0.6422108469983092
TabulaMuris_Marrow_10X,logcounts,snmf,2,0.21361552160577557
TabulaMuris_Marrow_10X,logcounts,snmf,4,0.6381428350318423
TabulaMuris_Marrow_10X,logcounts,snmf,8,0.53679326252667
TabulaMuris_Marrow_10X,logcounts,snmf,16,0.618775005225102
TabulaMuris_Marrow_10X,logcounts,psmf,96,0.7611536341496379
TabulaMuris_Marrow_10X,logcounts,psmf,48,0.7626844547554095
TabulaMuris_Marrow_10X,logcounts,psmf,32,0.7264406662367487
TabulaMuris_Marrow_10X,logcounts,psmf,2,-0.09692354945582386
TabulaMuris_Marrow_10X,logcounts,psmf,4,0.13427780127281078
TabulaMuris_Marrow_10X,logcounts,psmf,8,0.23604883292403614
TabulaMuris_Marrow_10X,logcounts,psmf,16,0.6461941351670304
TabulaMuris_Marrow_10X,logcounts,kpca-pol,96,0.3136211884118187
TabulaMuris_Marrow_10X,logcounts,kpca-pol,48,0.32669093235093255
TabulaMuris_Marrow_10X,logcounts,kpca-pol,32,0.33301510368207515
TabulaMuris_Marrow_10X,logcounts,kpca-pol,2,0.23773391539400746
TabulaMuris_Marrow_10X,logcounts,kpca-pol,4,0.35813354422637905
TabulaMuris_Marrow_10X,logcounts,kpca-pol,8,0.3492787903892731
TabulaMuris_Marrow_10X,logcounts,kpca-pol,16,0.3446704089182483
TabulaMuris_Marrow_10X,logcounts,ivis,96,0.6486966330355197
TabulaMuris_Marrow_10X,logcounts,ivis,48,0.3494087531867352
TabulaMuris_Marrow_10X,logcounts,ivis,32,0.35497955375239126
TabulaMuris_Marrow_10X,logcounts,ivis,2,0.3423419122120764
TabulaMuris_Marrow_10X,logcounts,ivis,4,0.34948617482119815
TabulaMuris_Marrow_10X,logcounts,ivis,8,0.42472547205234534
TabulaMuris_Marrow_10X,logcounts,ivis,16,0.5037034367775505
TabulaMuris_Marrow_10X,logcounts,spectral,96,0.10667128291707778
TabulaMuris_Marrow_10X,logcounts,spectral,48,0.14554408801523183
TabulaMuris_Marrow_10X,logcounts,spectral,32,0.18072155427329742
TabulaMuris_Marrow_10X,logcounts,spectral,2,0.095888498867534
TabulaMuris_Marrow_10X,logcounts,spectral,4,0.15200954499819133
TabulaMuris_Marrow_10X,logcounts,spectral,8,0.25055055065405923
TabulaMuris_Marrow_10X,logcounts,spectral,16,0.2103373392025415
TabulaMuris_Marrow_10X,logcounts,nmf2,96,0.33644994866305683
TabulaMuris_Marrow_10X,logcounts,nmf2,48,0.3543610779925763
TabulaMuris_Marrow_10X,logcounts,nmf2,32,0.36436367341759546
TabulaMuris_Marrow_10X,logcounts,nmf2,2,-0.004784456896508477
TabulaMuris_Marrow_10X,logcounts,nmf2,4,0.19109805679004616
TabulaMuris_Marrow_10X,logcounts,nmf2,8,0.32047236030627824
TabulaMuris_Marrow_10X,logcounts,nmf2,16,0.4100297791916495
TabulaMuris_Marrow_10X,logcounts,icm,96,0.1704615002410926
TabulaMuris_Marrow_10X,logcounts,icm,48,0.44247873267420873
TabulaMuris_Marrow_10X,logcounts,icm,32,0.44128655427081087
TabulaMuris_Marrow_10X,logcounts,icm,2,0.25213973875794315
TabulaMuris_Marrow_10X,logcounts,icm,4,0.6857200146266795
TabulaMuris_Marrow_10X,logcounts,icm,8,0.5482672412233746
TabulaMuris_Marrow_10X,logcounts,icm,16,0.472635183964127
TabulaMuris_Marrow_10X,logcounts,pca,96,0.6130552345101966
TabulaMuris_Marrow_10X,logcounts,pca,48,0.6178217760448332
TabulaMuris_Marrow_10X,logcounts,pca,32,0.6206222879346811
TabulaMuris_Marrow_10X,logcounts,pca,2,0.4522955021558184
TabulaMuris_Marrow_10X,logcounts,pca,4,0.6366837229457246
TabulaMuris_Marrow_10X,logcounts,pca,8,0.6316407769237934
TabulaMuris_Marrow_10X,logcounts,pca,16,0.6266331173925345
TabulaMuris_Marrow_10X,logcounts,saucie,96,-0.008202923850891419
TabulaMuris_Marrow_10X,logcounts,saucie,48,-0.00750141672018729
TabulaMuris_Marrow_10X,logcounts,saucie,32,-0.006597489096296406
TabulaMuris_Marrow_10X,logcounts,saucie,2,0.00022218701070503134
TabulaMuris_Marrow_10X,logcounts,saucie,4,-0.00258436278031855
TabulaMuris_Marrow_10X,logcounts,saucie,8,-0.0028236355940562683
TabulaMuris_Marrow_10X,logcounts,saucie,16,0.004030863655525046
TabulaMuris_Marrow_10X,logcounts,spca,96,0.6829297291968388
TabulaMuris_Marrow_10X,logcounts,spca,48,0.6575250168851386
TabulaMuris_Marrow_10X,logcounts,spca,32,0.6451295577126172
TabulaMuris_Marrow_10X,logcounts,spca,2,0.4391812990087933
TabulaMuris_Marrow_10X,logcounts,spca,4,0.5317131653814491
TabulaMuris_Marrow_10X,logcounts,spca,8,0.5923815219096862
TabulaMuris_Marrow_10X,logcounts,spca,16,0.6110640778211492
TabulaMuris_Marrow_10X,logcounts,spca-batch,96,0.5457719807983528
TabulaMuris_Marrow_10X,logcounts,spca-batch,48,0.45038227046740525
TabulaMuris_Marrow_10X,logcounts,spca-batch,32,0.5543650836534529
TabulaMuris_Marrow_10X,logcounts,spca-batch,2,0.41221464713291867
TabulaMuris_Marrow_10X,logcounts,spca-batch,4,0.586162722126363
TabulaMuris_Marrow_10X,logcounts,spca-batch,8,0.5365629196230939
TabulaMuris_Marrow_10X,logcounts,spca-batch,16,0.5726862504206709
TabulaMuris_Marrow_10X,logcounts,nsnmf,96,0.453622913394832
TabulaMuris_Marrow_10X,logcounts,nsnmf,48,0.4299440921656153
TabulaMuris_Marrow_10X,logcounts,nsnmf,32,0.467944679057343
TabulaMuris_Marrow_10X,logcounts,nsnmf,2,0.08763421350485123
TabulaMuris_Marrow_10X,logcounts,nsnmf,4,0.30466514293755736
TabulaMuris_Marrow_10X,logcounts,nsnmf,8,0.3889629167540138
TabulaMuris_Marrow_10X,logcounts,nsnmf,16,0.46717979222561024
TabulaMuris_Marrow_10X,logcounts,lsnmf,96,0.1083199826347544
TabulaMuris_Marrow_10X,logcounts,lsnmf,48,0.002005323268014384
TabulaMuris_Marrow_10X,logcounts,lsnmf,32,0.007691550059125833
TabulaMuris_Marrow_10X,logcounts,lsnmf,2,-0.00027286519272737986
TabulaMuris_Marrow_10X,logcounts,lsnmf,4,0.05485179521921226
TabulaMuris_Marrow_10X,logcounts,lsnmf,8,0.6311585348185167
TabulaMuris_Marrow_10X,logcounts,lsnmf,16,0.4584058284974754
TabulaMuris_Marrow_10X,logcounts,bd,96,0.44324972956378106
TabulaMuris_Marrow_10X,logcounts,bd,48,0.48876673515571273
TabulaMuris_Marrow_10X,logcounts,bd,32,0.537771851213868
TabulaMuris_Marrow_10X,logcounts,bd,2,0.5496552178553472
TabulaMuris_Marrow_10X,logcounts,bd,4,0.4468015596256001
TabulaMuris_Marrow_10X,logcounts,bd,8,0.1352370872887949
TabulaMuris_Marrow_10X,logcounts,bd,16,0.5094594010636726
TabulaMuris_Marrow_10X,logcounts,fa,96,0.32247648621557334
TabulaMuris_Marrow_10X,logcounts,fa,48,0.3422025350590881
TabulaMuris_Marrow_10X,logcounts,fa,32,0.35716097519430134
TabulaMuris_Marrow_10X,logcounts,fa,2,0.4832283403943347
TabulaMuris_Marrow_10X,logcounts,fa,4,0.5121784791575179
TabulaMuris_Marrow_10X,logcounts,fa,8,0.44093866312795005
TabulaMuris_Marrow_10X,logcounts,fa,16,0.38041231400380343
TabulaMuris_Marrow_FACS,counts,zifa,2,0.04610339678972378
TabulaMuris_Marrow_FACS,counts,zifa,4,0.2237354907260867
TabulaMuris_Marrow_FACS,counts,zifa,8,0.2731033358441299
TabulaMuris_Marrow_FACS,counts,zifa,16,0.28044824017469305
TabulaMuris_Marrow_FACS,counts,vasc,96,0.13568802615299283
TabulaMuris_Marrow_FACS,counts,vasc,48,0.12918550128432033
TabulaMuris_Marrow_FACS,counts,vasc,32,0.10356670597618728
TabulaMuris_Marrow_FACS,counts,vasc,2,0.060018112587485684
TabulaMuris_Marrow_FACS,counts,vasc,4,0.17787597617398912
TabulaMuris_Marrow_FACS,counts,vasc,8,0.15983997378609377
TabulaMuris_Marrow_FACS,counts,vasc,16,0.11876110249942039
TabulaMuris_Marrow_FACS,counts,lle,96,0.041282288802185894
TabulaMuris_Marrow_FACS,counts,lle,48,0.032242452626818484
TabulaMuris_Marrow_FACS,counts,lle,32,0.14765523466645136
TabulaMuris_Marrow_FACS,counts,lle,2,0.3065132575704429
TabulaMuris_Marrow_FACS,counts,lle,4,0.6482382674328543
TabulaMuris_Marrow_FACS,counts,lle,8,0.5463942905256213
TabulaMuris_Marrow_FACS,counts,lle,16,0.182992988705787
TabulaMuris_Marrow_FACS,counts,kpca-cos,96,0.8541353345456679
TabulaMuris_Marrow_FACS,counts,kpca-cos,48,0.851985298908356
TabulaMuris_Marrow_FACS,counts,kpca-cos,32,0.8496717998564152
TabulaMuris_Marrow_FACS,counts,kpca-cos,2,0.573626288578595
TabulaMuris_Marrow_FACS,counts,kpca-cos,4,0.7680114825975931
TabulaMuris_Marrow_FACS,counts,kpca-cos,8,0.8212209282139916
TabulaMuris_Marrow_FACS,counts,kpca-cos,16,0.8414867354577806
TabulaMuris_Marrow_FACS,counts,grp,96,0.9971696437963312
TabulaMuris_Marrow_FACS,counts,grp,48,0.9891609388294846
TabulaMuris_Marrow_FACS,counts,grp,32,0.9866833817647606
TabulaMuris_Marrow_FACS,counts,grp,2,0.2859579561815513
TabulaMuris_Marrow_FACS,counts,grp,4,0.8630654904940958
TabulaMuris_Marrow_FACS,counts,grp,8,0.9384931307107919
TabulaMuris_Marrow_FACS,counts,grp,16,0.981049627281019
TabulaMuris_Marrow_FACS,counts,pmf,96,0.3876469324029395
TabulaMuris_Marrow_FACS,counts,pmf,48,0.39783842020339
TabulaMuris_Marrow_FACS,counts,pmf,32,0.3814392443216415
TabulaMuris_Marrow_FACS,counts,pmf,2,0.42618360798059013
TabulaMuris_Marrow_FACS,counts,pmf,4,0.4888669806988214
TabulaMuris_Marrow_FACS,counts,pmf,8,0.37389753762599526
TabulaMuris_Marrow_FACS,counts,pmf,16,0.3788998176554513
TabulaMuris_Marrow_FACS,counts,ipca,96,0.48625985798909555
TabulaMuris_Marrow_FACS,counts,ipca,48,0.4895708626850268
TabulaMuris_Marrow_FACS,counts,ipca,32,0.49336723015590217
TabulaMuris_Marrow_FACS,counts,ipca,2,0.3539476056177466
TabulaMuris_Marrow_FACS,counts,ipca,4,0.566495606364398
TabulaMuris_Marrow_FACS,counts,ipca,8,0.5282553114777795
TabulaMuris_Marrow_FACS,counts,ipca,16,0.502645954602678
TabulaMuris_Marrow_FACS,counts,lda,96,0.3224925212455377
TabulaMuris_Marrow_FACS,counts,lda,48,0.4135670241424137
TabulaMuris_Marrow_FACS,counts,lda,32,0.6570262246107991
TabulaMuris_Marrow_FACS,counts,lda,2,0.49859436555025044
TabulaMuris_Marrow_FACS,counts,lda,4,0.4706220201864603
TabulaMuris_Marrow_FACS,counts,lda,8,0.6624135955546997
TabulaMuris_Marrow_FACS,counts,lda,16,0.4348965974729558
TabulaMuris_Marrow_FACS,counts,kpca-sig,96,nan
TabulaMuris_Marrow_FACS,counts,kpca-sig,48,nan
TabulaMuris_Marrow_FACS,counts,kpca-sig,32,nan
TabulaMuris_Marrow_FACS,counts,kpca-sig,2,nan
TabulaMuris_Marrow_FACS,counts,kpca-sig,4,nan
TabulaMuris_Marrow_FACS,counts,kpca-sig,8,nan
TabulaMuris_Marrow_FACS,counts,kpca-sig,16,nan
TabulaMuris_Marrow_FACS,counts,umap,96,0.5429608142933675
TabulaMuris_Marrow_FACS,counts,umap,48,0.5320552666192487
TabulaMuris_Marrow_FACS,counts,umap,32,0.5221730825339276
TabulaMuris_Marrow_FACS,counts,umap,2,0.05913108147516806
TabulaMuris_Marrow_FACS,counts,umap,4,0.5183098216781896
TabulaMuris_Marrow_FACS,counts,umap,8,0.5340012369862531
TabulaMuris_Marrow_FACS,counts,umap,16,0.5321688513508795
TabulaMuris_Marrow_FACS,counts,phate,96,0.5480593664591209
TabulaMuris_Marrow_FACS,counts,phate,48,0.5491283620699401
TabulaMuris_Marrow_FACS,counts,phate,32,0.5447813190112964
TabulaMuris_Marrow_FACS,counts,phate,2,0.29346166621773734
TabulaMuris_Marrow_FACS,counts,phate,4,0.4569655096735178
TabulaMuris_Marrow_FACS,counts,phate,8,0.5613256921030874
TabulaMuris_Marrow_FACS,counts,phate,16,0.546911275333643
TabulaMuris_Marrow_FACS,counts,fica,96,0.1058470286355606
TabulaMuris_Marrow_FACS,counts,fica,48,0.1459193716100146
TabulaMuris_Marrow_FACS,counts,fica,32,0.2054630939310063
TabulaMuris_Marrow_FACS,counts,fica,2,0.2694907570102588
TabulaMuris_Marrow_FACS,counts,fica,4,0.39135378892347167
TabulaMuris_Marrow_FACS,counts,fica,8,0.3025616098664572
TabulaMuris_Marrow_FACS,counts,fica,16,0.2916305807491385
TabulaMuris_Marrow_FACS,counts,isomap,96,0.399064218966082
TabulaMuris_Marrow_FACS,counts,isomap,48,0.3991393684479154
TabulaMuris_Marrow_FACS,counts,isomap,32,0.39960639224874606
TabulaMuris_Marrow_FACS,counts,isomap,2,0.2413634380530702
TabulaMuris_Marrow_FACS,counts,isomap,4,0.1846941415037177
TabulaMuris_Marrow_FACS,counts,isomap,8,0.4048549876092838
TabulaMuris_Marrow_FACS,counts,isomap,16,0.3995456053661615
TabulaMuris_Marrow_FACS,counts,tsvd,96,0.9960616601840645
TabulaMuris_Marrow_FACS,counts,tsvd,48,0.9929324201717677
TabulaMuris_Marrow_FACS,counts,tsvd,32,0.9909953534165998
TabulaMuris_Marrow_FACS,counts,tsvd,2,0.24164392533582238
TabulaMuris_Marrow_FACS,counts,tsvd,4,0.8488017361863062
TabulaMuris_Marrow_FACS,counts,tsvd,8,0.9522790239509448
TabulaMuris_Marrow_FACS,counts,tsvd,16,0.9818472981163743
TabulaMuris_Marrow_FACS,counts,vpac,96,0.19198141085044929
TabulaMuris_Marrow_FACS,counts,vpac,48,0.1817596878043061
TabulaMuris_Marrow_FACS,counts,vpac,32,0.17886151509972273
TabulaMuris_Marrow_FACS,counts,vpac,2,-0.00470308219825515
TabulaMuris_Marrow_FACS,counts,vpac,4,0.48891852741552083
TabulaMuris_Marrow_FACS,counts,vpac,8,0.26479273427258043
TabulaMuris_Marrow_FACS,counts,vpac,16,0.17029041833153397
TabulaMuris_Marrow_FACS,counts,kpca-rbf,96,-6.545581016408537e-05
TabulaMuris_Marrow_FACS,counts,kpca-rbf,48,4.2105132561395845e-05
TabulaMuris_Marrow_FACS,counts,kpca-rbf,32,0.0001362935805598627
TabulaMuris_Marrow_FACS,counts,kpca-rbf,2,0.003220624996450992
TabulaMuris_Marrow_FACS,counts,kpca-rbf,4,0.00476972884872967
TabulaMuris_Marrow_FACS,counts,kpca-rbf,8,0.016094699871070248
TabulaMuris_Marrow_FACS,counts,kpca-rbf,16,-4.2505308266026516e-05
TabulaMuris_Marrow_FACS,counts,mctsne,96,nan
TabulaMuris_Marrow_FACS,counts,mctsne,48,0.3356516482960846
TabulaMuris_Marrow_FACS,counts,mctsne,32,nan
TabulaMuris_Marrow_FACS,counts,mctsne,2,0.1273161729751905
TabulaMuris_Marrow_FACS,counts,mctsne,4,0.2039643907079313
TabulaMuris_Marrow_FACS,counts,mctsne,8,0.22738618227931964
TabulaMuris_Marrow_FACS,counts,nmf,96,0.9686178252265623
TabulaMuris_Marrow_FACS,counts,nmf,48,0.9716221600272271
TabulaMuris_Marrow_FACS,counts,nmf,32,0.9679931755064767
TabulaMuris_Marrow_FACS,counts,nmf,2,0.25235734377531543
TabulaMuris_Marrow_FACS,counts,nmf,4,0.8677878321814109
TabulaMuris_Marrow_FACS,counts,nmf,8,0.9256498953041635
TabulaMuris_Marrow_FACS,counts,nmf,16,0.948355896996297
TabulaMuris_Marrow_FACS,counts,srp,96,0.4608435204250088
TabulaMuris_Marrow_FACS,counts,srp,48,0.4095260539134208
TabulaMuris_Marrow_FACS,counts,srp,32,0.18871343068419816
TabulaMuris_Marrow_FACS,counts,srp,2,nan
TabulaMuris_Marrow_FACS,counts,srp,4,nan
TabulaMuris_Marrow_FACS,counts,srp,8,-0.05523215848448323
TabulaMuris_Marrow_FACS,counts,srp,16,0.29700958753182866
TabulaMuris_Marrow_FACS,counts,snmf,48,0.8995398583575707
TabulaMuris_Marrow_FACS,counts,snmf,32,0.4312891882163419
TabulaMuris_Marrow_FACS,counts,snmf,2,0.40160926384320844
TabulaMuris_Marrow_FACS,counts,snmf,4,0.7478824499222078
TabulaMuris_Marrow_FACS,counts,snmf,8,0.7735786111889519
TabulaMuris_Marrow_FACS,counts,snmf,16,0.7283972069589021
TabulaMuris_Marrow_FACS,counts,psmf,96,0.5034182042403926
TabulaMuris_Marrow_FACS,counts,psmf,48,0.47937647264567984
TabulaMuris_Marrow_FACS,counts,psmf,32,0.42214287865691047
TabulaMuris_Marrow_FACS,counts,psmf,2,0.010800574374593884
TabulaMuris_Marrow_FACS,counts,psmf,4,-0.023652812071877055
TabulaMuris_Marrow_FACS,counts,psmf,8,0.3170811066660936
TabulaMuris_Marrow_FACS,counts,psmf,16,0.4064928690312452
TabulaMuris_Marrow_FACS,counts,kpca-pol,96,0.06493145262033964
TabulaMuris_Marrow_FACS,counts,kpca-pol,48,0.06965093608229139
TabulaMuris_Marrow_FACS,counts,kpca-pol,32,0.07286869748852091
TabulaMuris_Marrow_FACS,counts,kpca-pol,2,0.0028641414963484235
TabulaMuris_Marrow_FACS,counts,kpca-pol,4,0.07931598808739149
TabulaMuris_Marrow_FACS,counts,kpca-pol,8,0.08137160671721305
TabulaMuris_Marrow_FACS,counts,kpca-pol,16,0.08270761472420843
TabulaMuris_Marrow_FACS,counts,ivis,96,0.5488547723756174
TabulaMuris_Marrow_FACS,counts,ivis,48,0.38174189951020365
TabulaMuris_Marrow_FACS,counts,ivis,32,0.3221682816656347
TabulaMuris_Marrow_FACS,counts,ivis,2,0.037053696156428284
TabulaMuris_Marrow_FACS,counts,ivis,4,0.4532600821335205
TabulaMuris_Marrow_FACS,counts,ivis,8,0.29355869315437927
TabulaMuris_Marrow_FACS,counts,ivis,16,0.2135667940253419
TabulaMuris_Marrow_FACS,counts,spectral,96,0.05227663762153677
TabulaMuris_Marrow_FACS,counts,spectral,48,0.0768048724538109
TabulaMuris_Marrow_FACS,counts,spectral,32,0.04905472009925325
TabulaMuris_Marrow_FACS,counts,spectral,2,0.31302919482784963
