,k,time,ari,nmi,ss,vrc,dbs,dataset,method,count_type,dimensions,loss_criteria
1,4,0.2274103164672852,0.7254915948085869,0.7589245982499734,0.64661765,14099.582074476215,0.5707302852263278,TabulaMuris_Muscle_10X,zifa,counts,2,vrc
0,3,0.5629611015319824,0.5937692031453664,0.6432369332325387,0.6672477,11781.229727453921,0.47118423121844394,TabulaMuris_Muscle_10X,zifa,counts,2,dbs
2,5,0.11759686470031737,0.7684239506832675,0.7462675726709209,0.13480487,387.26695494127836,2.2257221129337377,TabulaMuris_Muscle_10X,spca-batch,logcounts,96,ari
6,9,0.17926406860351562,0.6672110441028123,0.7967062540191561,0.15574397,352.57562670231385,1.934272395201032,TabulaMuris_Muscle_10X,spca-batch,logcounts,96,nmi
0,3,0.6112160682678223,0.5803081339111509,0.6260341119690731,0.6245029000000001,9525.436138526371,0.541164310688811,TabulaMuris_Muscle_10X,spca-batch,logcounts,2,ss
28,31,0.04424715042114258,0.14444497321286098,0.4032262445831468,0.37406474,18634.617040804384,0.7842896378199574,TabulaMuris_Muscle_10X,spca-batch,counts,2,vrc
0,3,0.6112160682678223,0.5803081339111509,0.6260341119690731,0.6245029000000001,9525.436138526371,0.541164310688811,TabulaMuris_Muscle_10X,spca-batch,logcounts,2,dbs
5,8,0.14902210235595706,0.7883896570535206,0.8613406652821881,0.10498160000000001,300.1984756830257,2.595833169234483,TabulaMuris_Muscle_10X,kpca-rbf,logcounts,96,ari
5,8,0.14902210235595706,0.7883896570535206,0.8613406652821881,0.10498160000000001,300.1984756830257,2.595833169234483,TabulaMuris_Muscle_10X,kpca-rbf,logcounts,96,nmi
0,3,0.590348482131958,-0.0005199861733604468,0.0017946137801926857,0.854389,519.7386878371383,0.8704459140466231,TabulaMuris_Muscle_10X,kpca-rbf,counts,8,ss
6,9,0.0695641040802002,0.36318138116864745,0.5191320017391992,0.44131058,11407.790799750946,0.7624554655817056,TabulaMuris_Muscle_10X,kpca-rbf,logcounts,2,vrc
12,15,0.09914708137512207,-0.0002767647844187188,0.006177666500436925,0.25887966,4.757352386154174,0.4191083112417403,TabulaMuris_Muscle_10X,kpca-rbf,counts,96,dbs
4,7,0.06850552558898926,0.7137793858463614,0.7541523175083986,0.41675785,1798.5010519574994,0.9703241628828132,TabulaMuris_Muscle_10X,kpca-pol,logcounts,8,ari
10,13,0.09389567375183104,0.6511010193682992,0.7639818150406882,0.32324368,1036.266889731408,1.2436993897203974,TabulaMuris_Muscle_10X,kpca-pol,logcounts,16,nmi
0,3,0.5697023868560791,0.0007043261906133188,0.005299191864154235,0.9992424999999999,218623.3789334932,0.2331378350841001,TabulaMuris_Muscle_10X,kpca-pol,counts,2,ss
52,55,0.061717987060546875,-0.002805805584661797,0.026922027824044997,0.5227295,1755662125.8076186,0.3627317510070392,TabulaMuris_Muscle_10X,kpca-pol,counts,2,vrc
1,4,0.15253138542175293,0.0007041025121664091,0.0052982175151348575,0.9990768,10615568.8940348,0.00013256726385007405,TabulaMuris_Muscle_10X,kpca-pol,counts,2,dbs
4,7,0.03606247901916504,0.9370721119602188,0.9092299539223224,0.6788565,29171.23982085369,0.4158743717864151,TabulaMuris_Muscle_10X,umap,counts,2,ari
4,7,0.03606247901916504,0.9370721119602188,0.9092299539223224,0.6788565,29171.23982085369,0.4158743717864151,TabulaMuris_Muscle_10X,umap,counts,2,nmi
1,4,0.23551297187805176,0.7144882038020863,0.7684735910952466,0.7710693000000001,18073.41887897059,0.3415760233665493,TabulaMuris_Muscle_10X,umap,counts,4,ss
52,55,0.11056971549987793,0.14010387154956674,0.57746120387363,0.42682976,48097.896992052265,0.7492430954767809,TabulaMuris_Muscle_10X,umap,counts,2,vrc
1,4,0.21007871627807614,0.7162208844254262,0.7707348443123118,0.76150954,23123.74492530778,0.33675563347021104,TabulaMuris_Muscle_10X,umap,counts,2,dbs
2,5,0.009204864501953123,0.8139067461712812,0.8157178442801656,0.7481199000000001,9249.917251125358,0.4119527101826243,TabulaMuris_Muscle_10X,spectral,logcounts,4,ari
5,8,0.07384252548217772,0.7748738695577521,0.8303203500288411,0.5001863000000001,1928.426368573034,0.7873797261513549,TabulaMuris_Muscle_10X,spectral,logcounts,8,nmi
1,4,0.2430899143218994,0.7010247497313306,0.7360900888236233,0.80771935,50806.006273876774,0.3314337529589005,TabulaMuris_Muscle_10X,spectral,logcounts,2,ss
48,51,0.10732316970825197,0.2008128737496609,0.5056206702270903,0.44358125,85368.72480963527,0.7386950858145154,TabulaMuris_Muscle_10X,spectral,logcounts,2,vrc
0,3,0.373105525970459,0.6166592690006434,0.6724198808309589,0.7964826,23826.03416461645,0.302812248664919,TabulaMuris_Muscle_10X,spectral,logcounts,2,dbs
4,7,0.09122633934020996,0.8650268625242957,0.8324854014758758,0.15690817,488.3660198806865,1.754397315274537,TabulaMuris_Muscle_10X,nmf2,counts,96,ari
4,7,0.09122633934020996,0.8650268625242957,0.8324854014758758,0.15690817,488.3660198806865,1.754397315274537,TabulaMuris_Muscle_10X,nmf2,counts,96,nmi
0,3,0.4733521938323975,0.611985899193334,0.6607057139470225,0.6187068,8158.993745523401,0.5702317021887254,TabulaMuris_Muscle_10X,nmf2,logcounts,4,ss
0,3,0.5587520599365234,0.5463417696806848,0.5707880425716927,0.58903223,13449.551214601797,0.5556671664724874,TabulaMuris_Muscle_10X,nmf2,logcounts,2,vrc
1,4,0.21557831764221191,0.4904021219389463,0.4853347372313618,0.52151865,6283.619332808386,0.5236247957794136,TabulaMuris_Muscle_10X,nmf2,counts,4,dbs
4,7,0.07666254043579103,0.9649353046085936,0.9447117402877836,0.24746777,567.3620256208758,1.5994539498621787,TabulaMuris_Muscle_10X,spca,logcounts,48,ari
4,7,0.07666254043579103,0.9649353046085936,0.9447117402877836,0.24746777,567.3620256208758,1.5994539498621787,TabulaMuris_Muscle_10X,spca,logcounts,48,nmi
0,3,0.609813928604126,0.2679631267982697,0.35233826474952984,0.6919496,12572.922536579319,0.3263965970158189,TabulaMuris_Muscle_10X,spca,counts,2,ss
4,7,0.05781888961791992,0.21859159220936736,0.3612700128811984,0.40034252,19327.69395002924,0.6927846806403979,TabulaMuris_Muscle_10X,spca,counts,2,vrc
0,3,0.609813928604126,0.2679631267982697,0.35233826474952984,0.6919496,12572.922536579319,0.3263965970158189,TabulaMuris_Muscle_10X,spca,counts,2,dbs
1,4,0.2684323787689209,0.9891405052310326,0.9417514206356205,0.5126867,1776.2543142626473,0.8698378463801895,xin,ivis,normcounts,48,ari
1,4,0.36043548583984375,0.9793913006995753,0.9507798367323336,0.38676253,1042.687111919722,0.9194103713025056,xin,ivis,normcounts,16,nmi
1,4,0.21906757354736328,0.7034177412000501,0.667342821649851,0.8307616,24885.864718081903,0.4462759480046683,xin,ivis,lognormcounts,2,ss
50,53,0.08710384368896484,0.6384022394759901,0.4723849828217112,0.7404381,37433.05945720058,0.7469533550090405,xin,ivis,lognormcounts,8,vrc
1,4,0.21906757354736328,0.7034177412000501,0.667342821649851,0.8307616,24885.864718081903,0.4462759480046683,xin,ivis,lognormcounts,2,dbs
1,4,0.27179551124572754,0.9989927565958614,0.9955496588074724,0.74416715,2788.3043813951745,0.5018855324049613,xin,kpca-cos,normcounts,32,ari
1,4,0.27179551124572754,0.9989927565958614,0.9955496588074724,0.74416715,2788.3043813951745,0.5018855324049613,xin,kpca-cos,normcounts,32,nmi
0,3,0.5455534458160399,0.9924592029356883,0.9679328788117252,0.8842718,22821.576632983368,0.2809882664966419,xin,kpca-cos,normcounts,2,ss
52,55,0.06733536720275879,0.154158158140307,0.4489201703536442,0.38987204,55719.67632495696,0.6912807921117035,xin,kpca-cos,normcounts,2,vrc
0,3,0.5455534458160399,0.9924592029356883,0.9679328788117252,0.8842718,22821.576632983368,0.2809882664966419,xin,kpca-cos,normcounts,2,dbs
0,3,0.665602445602417,0.9338732653670058,0.8455176024856993,0.6891364999999999,11034.136511552151,0.5013868071775542,xin,bd,lognormcounts,2,ari
0,3,0.665602445602417,0.9338732653670058,0.8455176024856993,0.6891364999999999,11034.136511552151,0.5013868071775542,xin,bd,lognormcounts,2,nmi
1,4,0.20394420623779294,0.8224479868157472,0.7835963611436105,0.75167567,2601.095003779421,0.42434554630964216,xin,bd,normcounts,4,ss
52,55,0.07091474533081055,0.16090042821993858,0.3124691348355579,0.65111566,113155.43970898773,0.4356724977523638,xin,bd,normcounts,2,vrc
0,3,0.5208475589752197,0.7117385978145514,0.6938925237466377,0.7087762,2085.0381684514264,0.4228762477973594,xin,bd,normcounts,4,dbs
1,4,0.15158939361572266,0.6229634477528625,0.7778317238636233,0.6026613000000001,7310.313397759547,0.6203632723054817,xin,isomap,normcounts,2,ari
2,5,0.05832266807556152,0.620915159847548,0.7830076765397369,0.5225162,3317.195410689817,0.6750218589655447,xin,isomap,normcounts,48,nmi
10,13,0.03239583969116211,0.03523375763236181,0.050178281848632295,0.7257128,6312.098208458296,0.44266573588411295,xin,isomap,lognormcounts,2,ss
50,53,0.0562584400177002,0.06325561012792362,0.4034370574769255,0.46540603,25012.811718501176,0.6207131790080652,xin,isomap,normcounts,2,vrc
6,9,0.021279573440551758,0.01231242445123089,0.026032225067976315,0.7011613,5632.855742521063,0.4108469301789788,xin,isomap,lognormcounts,2,dbs
1,4,0.3475935459136963,0.945036216593708,0.8901439297991759,0.53934777,1151.2025199474488,0.6492539591313342,xin,nmf,normcounts,16,ari
1,4,0.3475935459136963,0.945036216593708,0.8901439297991759,0.53934777,1151.2025199474488,0.6492539591313342,xin,nmf,normcounts,16,nmi
0,3,0.5549447536468506,0.940012217877934,0.8537322420197238,0.7093607,12811.071573814696,0.4684434362011738,xin,nmf,lognormcounts,2,ss
52,55,0.04970884323120117,0.044339889747918367,0.3147467529994341,0.44533655,13329.143146760482,0.6711338502026141,xin,nmf,normcounts,2,vrc
1,4,0.21732544898986814,0.9005515533630356,0.8493053609950135,0.6552588,1960.3856453929666,0.4645550606639179,xin,nmf,normcounts,4,dbs
0,3,0.7233681678771973,0.9726887817902972,0.9214023732924,0.19278355,224.90668914338053,1.8636807746527737,xin,snmf,lognormcounts,16,ari
0,3,0.3721847534179688,0.9725164465622828,0.9266069854776372,0.5846021,1839.4961397119312,1.0565033283257377,xin,snmf,normcounts,32,nmi
0,3,0.5169422626495361,0.9499535032270388,0.8773615947481831,0.7022988,12346.082826486292,0.4791261723292777,xin,snmf,lognormcounts,2,ss
52,55,0.0415339469909668,0.05405369090921727,0.3151719814151241,0.45690509999999995,14129.314895583433,0.6258285877753382,xin,snmf,normcounts,2,vrc
1,4,0.1919569969177246,0.9613637398413392,0.9133338468413084,0.65998197,2032.1895972691611,0.4579925770225575,xin,snmf,normcounts,4,dbs
1,4,0.24018049240112305,0.9869524858377728,0.9662936988144634,0.5915984000000001,1240.5596722420055,0.5278376849252948,xin,nsnmf,normcounts,8,ari
1,4,0.24018049240112305,0.9869524858377728,0.9662936988144634,0.5915984000000001,1240.5596722420055,0.5278376849252948,xin,nsnmf,normcounts,8,nmi
0,3,0.3829469680786133,0.6404118385626466,0.6784518468302423,0.7308446,19016.976151131254,0.4808196825509387,xin,nsnmf,normcounts,2,ss
51,54,0.06154465675354004,0.057517496881551534,0.3139640816117548,0.44570327,28677.50570641696,0.6740969098418882,xin,nsnmf,normcounts,2,vrc
0,3,0.3829469680786133,0.6404118385626466,0.6784518468302423,0.7308446,19016.976151131254,0.4808196825509387,xin,nsnmf,normcounts,2,dbs
2,5,0.05951786041259765,0.605773090757768,0.7577462106792456,0.52909255,2449.6927820778737,0.6449302186717606,xin,tsvd,normcounts,32,ari
2,5,0.05951786041259765,0.605773090757768,0.7577462106792456,0.52909255,2449.6927820778737,0.6449302186717606,xin,tsvd,normcounts,32,nmi
0,3,0.5935859680175781,0.492340707690731,0.6281018591238917,0.64293313,7644.548536578362,0.513930615292591,xin,tsvd,normcounts,2,ss
52,55,0.0388646125793457,0.04310499306983654,0.3147735313362001,0.40367502,16780.514383291298,0.7253219578693674,xin,tsvd,normcounts,2,vrc
0,3,0.5935859680175781,0.492340707690731,0.6281018591238917,0.64293313,7644.548536578362,0.513930615292591,xin,tsvd,normcounts,2,dbs
1,4,0.2256760597229004,0.9965496018293636,0.99083896757918,0.5046147,1191.9322179082035,0.6142169472114721,xin,pmf,normcounts,8,ari
1,4,0.2256760597229004,0.9965496018293636,0.99083896757918,0.5046147,1191.9322179082035,0.6142169472114721,xin,pmf,normcounts,8,nmi
0,3,0.5012552738189697,0.6137796123435999,0.6412423120720855,0.6336744000000001,8755.812093565593,0.5320436034031655,xin,pmf,normcounts,2,ss
50,53,0.0519406795501709,0.06237549154742625,0.34146186795226124,0.40196005,9492.462080616548,0.7440394336886362,xin,pmf,normcounts,2,vrc
0,3,0.5894134044647217,0.9483938750033472,0.8706617037622679,0.6243233,2237.5723097085506,0.5124814348080199,xin,pmf,normcounts,4,dbs
9,12,0.06771254539489746,0.9530662308887486,0.897213735647928,0.30333173,337.444853908963,0.478200848053002,xin,fa,normcounts,16,ari
9,12,0.06771254539489746,0.9530662308887486,0.897213735647928,0.30333173,337.444853908963,0.478200848053002,xin,fa,normcounts,16,nmi
1,4,0.2054305076599121,0.0006237439253905787,0.005431196102312393,0.9713187,1713.7591838919227,0.01958546270754095,xin,fa,normcounts,4,ss
51,54,0.049061059951782234,0.03253485108892551,0.1980936082193009,0.55105186,218926.43460562648,0.4454234800119494,xin,fa,normcounts,4,vrc
1,4,0.2054305076599121,0.0006237439253905787,0.005431196102312393,0.9713187,1713.7591838919227,0.01958546270754095,xin,fa,normcounts,4,dbs
1,4,0.24866938591003415,0.9853359213965408,0.9634911117023502,0.13313687,84.18304007298407,2.4215639833577995,xin,icm,lognormcounts,48,ari
1,4,0.24866938591003415,0.9853359213965408,0.9634911117023502,0.13313687,84.18304007298407,2.4215639833577995,xin,icm,lognormcounts,48,nmi
0,3,0.3849081993103027,0.30901390981382104,0.4529006165663134,0.71912897,5521.082852725894,0.35640388486607605,xin,icm,normcounts,2,ss
52,55,0.10211849212646484,0.07734483519750199,0.3223889257293725,0.6350401999999999,53156.67837663619,0.4559762391427395,xin,icm,normcounts,2,vrc
0,3,0.3849081993103027,0.30901390981382104,0.4529006165663134,0.71912897,5521.082852725894,0.35640388486607605,xin,icm,normcounts,2,dbs
2,5,0.012512445449829102,0.6067050288630669,0.7594453878055706,0.60439813,3255.103503808713,0.5316499622734551,xin,pca,normcounts,4,ari
2,5,0.012512445449829102,0.6067050288630669,0.7594453878055706,0.60439813,3255.103503808713,0.5316499622734551,xin,pca,normcounts,4,nmi
2,5,0.01736140251159668,0.496973256216622,0.6931229938312893,0.62969273,7140.434770765743,0.487999712107545,xin,pca,normcounts,2,ss
52,55,0.059778928756713874,0.05913513446554015,0.3795542779768272,0.47688663,35693.592823807085,0.5705912372708841,xin,pca,normcounts,2,vrc
4,7,0.032359838485717766,0.4104199337828628,0.6275256803785938,0.6220681,7798.461958722092,0.486477444832517,xin,pca,normcounts,2,dbs
1,4,0.27556395530700684,0.9629821695960584,0.909667168522107,0.23740992,243.39654387882007,1.4989245635984694,xin,fica,normcounts,8,ari
1,4,0.3262829780578613,0.962806111674192,0.918568698509986,0.15044409,99.8058167460238,2.414424075499646,xin,fica,normcounts,16,nmi
0,3,0.3802211284637451,0.9567591716355972,0.8962220551494626,0.6454302,2501.1349763083576,0.4812535939627122,xin,fica,normcounts,2,ss
50,53,0.0555729866027832,0.06741331546285674,0.3904086713565338,0.4473641,16581.196243506492,0.567551905460898,xin,fica,normcounts,2,vrc
0,3,0.3802211284637451,0.9567591716355972,0.8962220551494626,0.6454302,2501.1349763083576,0.4812535939627122,xin,fica,normcounts,2,dbs
2,5,0.04641056060791016,0.6088794083571479,0.7642192789030731,0.5300283,2434.630398930189,0.6403373843489442,xin,grp,normcounts,48,ari
2,5,0.04641056060791016,0.6088794083571479,0.7642192789030731,0.5300283,2434.630398930189,0.6403373843489442,xin,grp,normcounts,48,nmi
1,4,0.2210710048675537,0.5286080877717004,0.6744302525990442,0.5818221,4280.101288630431,0.5676038136261452,xin,grp,normcounts,2,ss
6,9,0.0544588565826416,0.2832322809291548,0.548177913723843,0.41409840000000003,4870.159767064594,0.7380772477128862,xin,grp,normcounts,2,vrc
0,3,0.6131162643432617,0.4896796792618445,0.6253585106173324,0.57612336,4555.072954914437,0.5662842086979392,xin,grp,normcounts,2,dbs
2,5,0.02819585800170898,0.6067050288630669,0.7594453878055706,0.60439813,3255.103503808713,0.5316499622734551,xin,ipca,normcounts,4,ari
2,5,0.02819585800170898,0.6067050288630669,0.7594453878055706,0.60439813,3255.103503808713,0.5316499622734551,xin,ipca,normcounts,4,nmi
2,5,0.02037191390991211,0.496973256216622,0.6931229938312893,0.62969273,7140.434770765743,0.487999712107545,xin,ipca,normcounts,2,ss
51,54,0.06683492660522461,0.05649661210742489,0.37835404702972,0.47511229999999993,35777.825591679415,0.560702187843197,xin,ipca,normcounts,2,vrc
15,18,0.03774261474609375,0.18883256142948274,0.4997778272023777,0.53531003,15023.562897363568,0.4842935975022129,xin,ipca,normcounts,2,dbs
0,3,0.4136652946472168,0.5912497017882334,0.6148705732715106,0.53049296,4861.459142286848,0.7133875399268551,xin,phate,lognormcounts,2,ari
2,5,0.02782011032104492,0.4951584626089399,0.7032591737573758,0.56549287,3449.1111081764657,0.7276503413393027,xin,phate,normcounts,2,nmi
0,3,0.3694300651550293,0.5147203724622608,0.6181916538750919,0.5900629,3073.8524991805098,0.6125194355305549,xin,phate,normcounts,2,ss
52,55,0.039173364639282234,0.05169499323573134,0.3881025357861357,0.46789090000000005,14930.560589487532,0.6665077240605605,xin,phate,normcounts,2,vrc
11,14,0.04077816009521485,0.16949870219337212,0.4977449277282358,0.5521401,7769.869472287505,0.5287486018807076,xin,phate,normcounts,2,dbs
0,3,0.604203462600708,0.9786773592503838,0.931456793935356,0.49852052,1024.6057132700535,1.0294271705551172,xin,vpac,normcounts,32,ari
0,3,0.604203462600708,0.9786773592503838,0.931456793935356,0.49852052,1024.6057132700535,1.0294271705551172,xin,vpac,normcounts,32,nmi
26,29,0.09577655792236328,0.0997782632760306,0.4295979807662011,0.9917188,154355.635910103,0.258298397239339,xin,vpac,lognormcounts,32,ss
52,55,0.049588918685913086,0.07097874886566223,0.35066038288193546,0.5328508000000001,6296163228.4442,0.4696570874729268,xin,vpac,lognormcounts,2,vrc
40,43,0.08768486976623535,0.06063638212344586,0.3903005794379441,0.991524,1903250.086688591,0.010921994643994477,xin,vpac,lognormcounts,48,dbs
8,11,0.04321599006652832,0.8692703164946017,0.806370824468572,0.94470215,122815488827773.44,0.012674747241830786,xin,mctsne,normcounts,48,ari
8,11,0.04321599006652832,0.8692703164946017,0.806370824468572,0.94470215,122815488827773.44,0.012674747241830786,xin,mctsne,normcounts,48,nmi
0,3,0.5623133182525635,-0.001349648820093803,0.0014565051195544842,0.99863654,85326726423.72963,9.843240662085257e-06,xin,mctsne,lognormcounts,96,ss
52,55,0.09042024612426758,0.06914966905115634,0.4072402051972886,0.51591647,1.17772400336316e+16,0.4613195418814636,xin,mctsne,normcounts,48,vrc
7,10,0.05134367942810058,0.000672206247142553,0.011976167642322798,0.993967,1231052223019.9126,8.881848230999321e-07,xin,mctsne,normcounts,48,dbs
52,55,0.059530019760131836,0.012560645125095126,0.034928929078291045,0.9693174000000001,10025786.661803577,0.13359656578816415,xin,saucie,normcounts,8,ari
52,55,0.059530019760131836,0.012560645125095126,0.034928929078291045,0.9693174000000001,10025786.661803577,0.13359656578816415,xin,saucie,normcounts,8,nmi
15,18,0.0802760124206543,-0.005221671405179268,0.011221525661368598,0.9986594999999999,1058731145151.3044,3.0119394839287524e-05,xin,saucie,normcounts,32,ss
26,29,0.092637300491333,-0.003766256738545221,0.02173382328266349,0.9946379000000001,3979728472191.2817,1.27553753301637e-05,xin,saucie,normcounts,96,vrc
