dataset,count_type,method,dims,ss_euc,ss_seu,ss_cor,ss_cos,vrc,dbs
TabulaMuris_Heart_FACS,counts,mctsne,96,-0.9088605,-0.9090648856528912,-0.7395777575558902,-0.7368145,6.044324916254895,7.104182820238674
TabulaMuris_Heart_FACS,counts,nmf,16,0.04983071,0.10935139423213674,0.14840179419106747,0.16238195,603.9639705124696,2.2391386456725497
TabulaMuris_Heart_FACS,counts,nmf,2,-0.03124955,-0.037899480640780636,-0.5061167233114638,-0.4225815,695.7388313357758,9.281876862499596
TabulaMuris_Heart_FACS,counts,nmf2,16,-0.023240574,-0.017971162975098934,0.08988083972026188,0.09498801,313.5634346170009,5.509304699905415
TabulaMuris_Heart_FACS,counts,nmf2,2,-0.0283527,-0.03938885314180182,-0.516315344734112,-0.43147317,922.6324937628978,8.60039506621637
TabulaMuris_Heart_FACS,counts,nmf2,32,-0.017455498,-0.010291902521054115,0.1519130148808723,0.1423479,313.56460864314727,3.8235802710828417
TabulaMuris_Heart_FACS,counts,nmf2,4,-0.10278689,-0.09787993135180749,-0.47330600611350315,-0.42706624,372.3961243868706,9.30481861092175
TabulaMuris_Heart_FACS,counts,nmf2,48,-0.027283216,-0.02120530380366702,0.17565484624369704,0.15962024,324.7291689423678,3.41066584450354
TabulaMuris_Heart_FACS,counts,nmf2,8,-0.007290042,-0.003716580825949992,0.07633093882824732,0.08961947,394.39047118813386,9.585437810616073
TabulaMuris_Heart_FACS,counts,nmf2,96,-0.026513837,-0.0370796263878104,0.18761571912777542,0.16647315,276.98107221332674,3.0565848938979423
TabulaMuris_Heart_FACS,counts,nmf,32,0.03518662,0.0662530829320731,0.1970055860278593,0.20379083,469.1853573184299,2.1210192302831516
TabulaMuris_Heart_FACS,counts,nmf,4,0.03818922,0.02811478708925996,-0.06665955283716585,-0.035055395,592.1544737081388,6.971469646645604
TabulaMuris_Heart_FACS,counts,nmf,48,0.022317702,0.14167934998358436,0.19003796725260055,0.19557479,424.0017297013195,2.1579764955703755
TabulaMuris_Heart_FACS,counts,nmf,8,0.049503364,0.080676727916376,0.11119126495925986,0.1292636,665.8158425586719,3.1426815989816266
TabulaMuris_Heart_FACS,counts,nmf,96,-0.0019753824,0.1005435686489362,0.15369833614727285,0.15565023,398.3320148187256,2.3068523211248504
TabulaMuris_Heart_FACS,counts,nsnmf,16,0.2994303,0.2770132576847424,0.4129469056067776,0.40922916,1142.7692879493252,1.7218509946878071
TabulaMuris_Heart_FACS,counts,nsnmf,2,-0.84717417,-0.8471741902391037,-0.7633196114355663,-0.92429423,2165.9666867547835,6.451847977417181
TabulaMuris_Heart_FACS,counts,nsnmf,32,0.3047639,0.1926652844076359,0.4512831935991872,0.44817472,1033.0584853877854,1.8145259566816336
TabulaMuris_Heart_FACS,counts,nsnmf,4,0.28602147,0.2744670125739192,0.13896937803801096,0.15665089,2287.4248092466137,2.505239875232769
TabulaMuris_Heart_FACS,counts,nsnmf,48,0.1128857,0.14370917076297876,0.31732196921221567,0.3085332,540.3321715194952,2.077336459791275
TabulaMuris_Heart_FACS,counts,nsnmf,8,0.21499981,0.15859316735312956,0.29323435957900224,0.2888126,1238.3435065784631,2.663196278195511
TabulaMuris_Heart_FACS,counts,nsnmf,96,0.105178565,0.07710049151782185,0.30565107290752336,0.30496463,421.7183581494359,2.115268455581096
TabulaMuris_Heart_FACS,counts,pca,16,0.04047226,-0.033950748274585975,0.099016414504659,0.09774144,646.7988211729929,2.950449206278246
TabulaMuris_Heart_FACS,counts,pca,2,-0.002161067,-0.02525049431295725,-0.5124908267579009,-0.074713975,838.54387929202,7.253155224987493
TabulaMuris_Heart_FACS,counts,pca,32,0.046989083,-0.012313298979742248,0.11213284806342147,0.11131485,636.1182895011187,2.707085759097514
TabulaMuris_Heart_FACS,counts,pca,4,0.042903338,0.040182553549864775,0.055507867242177954,0.05222186,729.4497091379794,7.007280920576745
TabulaMuris_Heart_FACS,counts,pca,48,0.0483529,-0.02887144458457433,0.1163889504688026,0.11480652,632.4941762819376,2.6771279521174045
TabulaMuris_Heart_FACS,counts,pca,8,0.035826415,-0.015140312818084993,0.08667656981237948,0.07898622,669.2680710537745,3.8660367092558685
TabulaMuris_Heart_FACS,counts,pca,96,0.047215544,-0.029378010406916868,0.11620665551268682,0.11563684,628.0022693629692,2.689259932539785
TabulaMuris_Heart_FACS,counts,phate,16,0.08254863,0.14905053187990122,-0.0019309637932992852,-0.024741275,1450.426671193647,2.834716205552308
TabulaMuris_Heart_FACS,counts,phate,2,0.014244939,-0.0009670102482508783,-0.4322668963866243,-0.19496188,1482.1321030565177,4.560640146052103
TabulaMuris_Heart_FACS,counts,phate,32,0.08603852,0.07777269659771349,0.008331611290891747,-0.005574651,1315.2542511789281,2.804932021621088
TabulaMuris_Heart_FACS,counts,phate,4,0.0756459,0.10553514434190175,0.07720501800828322,-0.0074678594,1271.4867761868325,3.4692997386918534
TabulaMuris_Heart_FACS,counts,phate,48,0.085967414,0.04107121970202804,0.011376349916238471,0.0004886312,1257.5656139576388,2.7741710186203425
TabulaMuris_Heart_FACS,counts,phate,8,0.08894228,0.12125803496784321,0.08790076843370277,0.018452054,1228.039525346033,2.683996730103985
TabulaMuris_Heart_FACS,counts,phate,96,0.08111788,0.01671208102995408,-0.020712569879524464,-0.024646107,1428.2540459696345,2.843722784710367
TabulaMuris_Heart_FACS,counts,pmf,16,0.14343396,0.15730466619416716,0.29609323814652394,0.28662828,624.3988938459916,2.0535680158313365
TabulaMuris_Heart_FACS,counts,pmf,2,-0.23095454,-0.2309545317944772,-0.9920724801812,-0.6913146,2132.858326994166,40.75969108122276
TabulaMuris_Heart_FACS,counts,pmf,32,0.14596911,0.1728765555137255,0.25715294724858395,0.26743266,479.26619616482316,1.9268487303344126
TabulaMuris_Heart_FACS,counts,pmf,4,0.09114009,0.0692843498191262,0.0728591554458676,0.0686868,1574.7029039174322,2.8402343241865364
TabulaMuris_Heart_FACS,counts,pmf,48,0.14030941,0.1693612177457226,0.24933564065567573,0.26706067,359.22558634443124,2.105362680943807
TabulaMuris_Heart_FACS,counts,pmf,8,0.24187234,0.24556361873179364,0.31142316186658464,0.31156147,1078.375866094421,1.8539848587804948
TabulaMuris_Heart_FACS,counts,pmf,96,0.06903262,0.07882908543845245,0.19033414443401925,0.20360692,208.03012481528756,2.687669061584834
TabulaMuris_Heart_FACS,counts,psmf,16,0.078202054,0.06702807672488847,0.19326687411755422,0.16026448,585.5048171313891,1.8296153730864648
TabulaMuris_Heart_FACS,counts,psmf,2,-0.009901572,-0.014254871850201363,-0.398538489758219,-0.19018602,3010.9836710917625,2.6849891731412887
TabulaMuris_Heart_FACS,counts,psmf,32,0.029756397,0.030557980113794188,0.15012081098603472,0.12239128,309.3088825400369,2.073940258996085
TabulaMuris_Heart_FACS,counts,psmf,4,0.06898497,0.05925177493241026,0.0950904132705963,0.098986834,413.6266385745128,2.038100390051292
TabulaMuris_Heart_FACS,counts,psmf,48,0.28071645,0.27808686439528135,0.21633893676342716,0.20655258,99.78526275296868,1.9806759801277551
TabulaMuris_Heart_FACS,counts,psmf,8,0.088931434,0.07954664633989754,0.17575052641200292,0.17810965,731.3703968717867,1.7299040393584932
TabulaMuris_Heart_FACS,counts,psmf,96,-0.049275097,0.10219320565064105,0.15361431255157265,0.14373963,10.906038414971581,3.186172551580581
TabulaMuris_Heart_FACS,counts,saucie,16,-0.0736281,-0.0713288169310709,-0.08936426266631901,-0.08813129,0.6599797604586214,58.82976299851883
TabulaMuris_Heart_FACS,counts,saucie,2,-0.057379026,-0.06507294761750748,-0.18576868503586222,-0.075579,0.718380076065932,97.35185891780532
TabulaMuris_Heart_FACS,counts,saucie,32,-0.17913125,-0.17824511293483325,-0.237909949387304,-0.24006963,0.7785075186557121,139.43704455200174
TabulaMuris_Heart_FACS,counts,saucie,4,-0.08053767,-0.08286812171746648,-0.17626813985983783,-0.16340062,0.8505635018824633,75.13682112821766
TabulaMuris_Heart_FACS,counts,saucie,48,-0.27096674,-0.2544576254828993,-0.3682722522231832,-0.3732414,0.15215604458666326,167.82307082332798
TabulaMuris_Heart_FACS,counts,saucie,8,-0.24397118,-0.23360081233321855,-0.33492439858325906,-0.34019083,1.517085445362715,40.53253823621626
TabulaMuris_Heart_FACS,counts,saucie,96,-0.141834,-0.1216476350717497,-0.13992756838556789,-0.1396049,1.3527911401914035,48.05095507717577
TabulaMuris_Heart_FACS,counts,spca,16,0.040472407,-0.03395202709611129,0.10412309850754804,0.09774186,646.798822343738,2.9504603916190915
TabulaMuris_Heart_FACS,counts,spca,2,-0.0021609978,-0.025250449188409217,-0.5129518147711021,-0.07471391,838.5435171562228,7.253204773691922
TabulaMuris_Heart_FACS,counts,spca,32,0.046988852,-0.012354612387544827,0.11650505208278701,0.11131636,636.1181942889672,2.7070632059281325
TabulaMuris_Heart_FACS,counts,spca,4,0.042903196,0.04018230059801929,0.008232851747349015,0.052221607,729.4490953251252,7.0073236140657995
TabulaMuris_Heart_FACS,counts,spca,48,0.048314415,-0.02882421962280349,0.11824769071971054,0.114757605,632.4941367187622,2.6773949316194843
TabulaMuris_Heart_FACS,counts,spca,8,0.035826113,-0.015140709758630454,0.07806965655611356,0.07898573,669.2675831135844,3.8660404075375774
TabulaMuris_Heart_FACS,counts,spca,96,0.048427224,-0.025388688233626482,0.11903690050261317,0.11733671,628.3636666690173,2.6719659508179574
TabulaMuris_Heart_FACS,counts,spectral,16,-0.09303293,-0.0875697318093058,-0.02440891326690416,-0.010232975,129.40218315744698,4.424156873622296
TabulaMuris_Heart_FACS,counts,spectral,2,0.06532103,0.0653270837014995,-0.4494201155221355,-0.01991475,1521.9285004649612,4.418367382846585
TabulaMuris_Heart_FACS,counts,spectral,32,-0.100197226,-0.09611158163484076,-0.011631016873328086,-0.0067061125,82.88022764431803,3.966541656576484
TabulaMuris_Heart_FACS,counts,spectral,4,0.078764066,0.0809712117248182,-0.0021852029939084514,0.06097961,424.54178511416507,11.782467367912016
TabulaMuris_Heart_FACS,counts,spectral,48,-0.084076084,-0.08070789999792702,0.005799288309466474,0.007902642,61.15861796980774,4.279912129914495
TabulaMuris_Heart_FACS,counts,spectral,8,0.0045203925,0.009948620546219046,0.008966849660261688,0.03246653,266.576211383832,5.919944898027827
TabulaMuris_Heart_FACS,counts,spectral,96,-0.08225574,-0.08000058729888135,0.0029091786819075037,0.0039888266,32.32189500575932,5.747462436951078
TabulaMuris_Heart_FACS,counts,umap,16,0.24432397,0.11407579747337915,0.17973515682573987,0.20066461,1590.170172708815,2.5114970947878508
TabulaMuris_Heart_FACS,counts,umap,2,0.1787766,0.11964394037686164,-0.6778436752365793,0.066343255,1127.7392651893751,2.863298084533944
TabulaMuris_Heart_FACS,counts,umap,32,0.25062093,0.1104171723896807,0.20741471772970674,0.2146404,1636.7196057738836,2.413287791884442
TabulaMuris_Heart_FACS,counts,umap,4,0.2465371,0.19755928081409593,0.12415674981115926,0.17857942,1651.8155170604578,2.4679326998541677
TabulaMuris_Heart_FACS,counts,umap,48,0.24209267,0.15716023805595578,0.1918448161472004,0.19121715,1670.4300032797014,2.4776899135982786
TabulaMuris_Heart_FACS,counts,umap,8,0.25120127,0.14239689747755097,0.20503567494122085,0.20738001,1646.4402358851382,2.4091538229089338
TabulaMuris_Heart_FACS,counts,umap,96,0.24716707,0.1607271303163765,0.21063932045819242,0.21028729,1625.0169411836848,2.435908057624289
TabulaMuris_Heart_FACS,counts,vasc,16,0.22632954,0.21878188550033917,0.2927763754340398,0.28852886,1043.6707694059446,2.4663805483302053
TabulaMuris_Heart_FACS,counts,vasc,2,0.077266246,0.08844343080119998,-0.9788650325602648,0.035702053,2059.3132138730907,2.7202282246762124
TabulaMuris_Heart_FACS,counts,vasc,32,0.23645316,0.231029905227094,0.2214131963198539,0.22301383,1109.6151978510761,1.9489484648376856
TabulaMuris_Heart_FACS,counts,vasc,4,0.17674468,0.17683569543244165,-0.19349038295568405,0.1581764,1131.0587358294729,2.7151703956661617
TabulaMuris_Heart_FACS,counts,vasc,48,0.13020183,0.1405580848049821,0.14209755752203493,0.14245597,1024.2958241962067,2.5451258601831293
TabulaMuris_Heart_FACS,counts,vasc,8,0.21324985,0.20169754447969962,0.1635430797254113,0.23511308,1121.2316663737438,2.4115859822631895
TabulaMuris_Heart_FACS,counts,vasc,96,0.18324813,0.1656460602923395,0.2036939692579803,0.2055718,858.6257735984962,2.5858939516028974
TabulaMuris_Heart_FACS,counts,zifa,2,0.072513945,0.08066858650525996,-0.9682527747853327,-0.013460948,2873.2008412235687,2.98728258274581
TabulaMuris_Heart_FACS,counts,zifa,4,0.07084377,0.04887804493377179,0.011071577043239864,0.08384135,2345.304704061026,1.9171219821071808
TabulaMuris_Heart_FACS,counts,zifa,8,0.09988158,0.05026775988190117,0.09201911312515056,0.13766208,1855.971478372074,1.7552796675187465
TabulaMuris_Heart_FACS,logcounts,bd,16,-0.104138896,0.06924831254573466,0.06715898154703409,0.07873239,685.6015011706588,4.388320568874222
TabulaMuris_Heart_FACS,logcounts,bd,2,0.10221282,0.14563194970344917,-0.08613773153259259,0.052572712,3208.014616395733,5.055887660553897
TabulaMuris_Heart_FACS,logcounts,bd,32,-0.089000314,0.2161399476134511,0.048041453531368544,0.054018382,530.2934058647613,3.1101815288526358
TabulaMuris_Heart_FACS,logcounts,bd,4,0.00025637855,0.06323786077278212,-0.5925087231313981,-0.49698678,3456.0225341601404,8.383658775102608
TabulaMuris_Heart_FACS,logcounts,bd,48,0.007360533,0.20991389674275918,0.07914257662062806,0.08456822,732.4032199551425,2.8573201369877155
TabulaMuris_Heart_FACS,logcounts,bd,8,-0.2311521,0.12474066065700944,-0.08656940531507304,-0.076704115,960.106490480057,3.9495610802066197
TabulaMuris_Heart_FACS,logcounts,bd,96,0.124426134,0.09480277786188014,0.3154632671497734,0.3167303,1224.6918621095374,2.4568924258804983
TabulaMuris_Heart_FACS,logcounts,fa,16,0.0072581754,0.005591685519338081,0.1491854709005799,0.13084817,272.0448262754852,2.0509074499985163
TabulaMuris_Heart_FACS,logcounts,fa,2,0.023676382,0.023592954520944266,-0.4221104645491618,-0.2760332,2297.1500360847367,3.9826620033581697
TabulaMuris_Heart_FACS,logcounts,fa,32,-0.0139999,-0.017423233662592682,0.22182966611932928,0.2117301,144.7831212182961,2.781929229296366
TabulaMuris_Heart_FACS,logcounts,fa,4,0.1285989,0.12845274992404015,0.17385578236726257,0.113184996,2541.18200150997,2.369161827494276
TabulaMuris_Heart_FACS,logcounts,fa,48,0.008220821,0.008433686058790428,0.23036056700931715,0.22753443,96.30585055128672,2.9610513637426434
TabulaMuris_Heart_FACS,logcounts,fa,8,0.069816776,0.06950687161128076,0.1808392296443364,0.12837715,521.7523907619604,2.0330146773304505
TabulaMuris_Heart_FACS,logcounts,fa,96,0.07163833,0.06405561119830795,0.2549356579412199,0.2542426,48.2699930991179,3.3866758428358126
TabulaMuris_Heart_FACS,logcounts,fica,16,0.1558184,0.15685477695391692,0.2218848893621984,0.23671857,359.98390829442025,2.0820163009557
TabulaMuris_Heart_FACS,logcounts,fica,2,0.11627302,0.11575111157513872,-0.4315772302936754,-0.06611087,2810.0100046312077,5.394513987482282
TabulaMuris_Heart_FACS,logcounts,fica,32,0.061298814,0.06613587550913938,0.12681767547605655,0.13379948,153.33203541878154,2.8536285117110145
TabulaMuris_Heart_FACS,logcounts,fica,4,0.17356317,0.17348198616387708,0.4211976138361827,0.1616412,2699.621181984273,2.715310574705726
TabulaMuris_Heart_FACS,logcounts,fica,48,0.009254492,0.015454783539642124,0.08983848828537216,0.08982044,98.25126937040157,3.489245773955313
TabulaMuris_Heart_FACS,logcounts,fica,8,0.081353545,0.08154221505593082,0.1704541797285435,0.19205926,1086.110807337083,2.048151337957724
TabulaMuris_Heart_FACS,logcounts,fica,96,-0.06473238,-0.06492201677958159,0.033620468748744706,0.03443215,46.74203642054131,5.043685465789767
TabulaMuris_Heart_FACS,logcounts,grp,16,-0.10122929,-0.10594306128095005,-0.021226260170262776,-0.011608549,122.02399556887849,5.150928486831922
TabulaMuris_Heart_FACS,logcounts,grp,2,-0.13640347,-0.1342356037506336,-0.2261665520926982,-0.17519577,52.585154992976165,18.397273631210872
TabulaMuris_Heart_FACS,logcounts,grp,32,-0.07702586,-0.08356250620569043,-0.03275676718872162,-0.034856234,191.83047921912586,4.483467933506882
TabulaMuris_Heart_FACS,logcounts,grp,4,-0.15121132,-0.14975363706189598,-0.2996007131189752,-0.23101537,131.53722139505797,7.970931310886056
TabulaMuris_Heart_FACS,logcounts,grp,48,-0.07759592,-0.08954932393384121,-0.012506902574618641,-0.011095644,183.74815184813042,4.784047967960439
TabulaMuris_Heart_FACS,logcounts,grp,8,-0.06941341,-0.06797488603579735,-0.1496628303365974,-0.122275434,208.31840951117823,5.141073885706886
TabulaMuris_Heart_FACS,logcounts,grp,96,-0.07960035,-0.09027109064031559,-0.0001343726041675246,-0.003142622,176.4487321733455,4.718649538893491
TabulaMuris_Heart_FACS,logcounts,icm,16,0.05261031,0.09701282281714067,0.23558304553641526,0.2576923,1189.4202505691023,2.3197153812791087
TabulaMuris_Heart_FACS,logcounts,icm,2,0.15031072,0.15331440225083828,-0.4159632799433358,0.03809425,3575.3734465541706,4.272082712174742
TabulaMuris_Heart_FACS,logcounts,icm,32,0.14397135,0.20343539851078998,0.3154288841149783,0.3229544,549.5469268145004,2.035390873446278
TabulaMuris_Heart_FACS,logcounts,icm,4,0.14617625,0.06264900209553961,0.26638671381676543,0.28836155,3359.385674372496,3.614080980300674
TabulaMuris_Heart_FACS,logcounts,icm,48,0.100325555,0.12539156282170208,0.2743097776466067,0.2867477,374.4545196694108,2.3595735183856816
TabulaMuris_Heart_FACS,logcounts,icm,8,0.22456542,0.1595634390382133,0.43565007473679945,0.4428317,2747.8592591253637,2.45385317941705
TabulaMuris_Heart_FACS,logcounts,icm,96,-0.08272108,0.06097985219943708,0.14445289626266633,0.14991559,93.19286676495786,3.3601020174290412
TabulaMuris_Heart_FACS,logcounts,ipca,16,0.22819872,0.15571892488203357,0.12922658945760968,0.17609778,1583.6334844531482,1.7018718843607996
TabulaMuris_Heart_FACS,logcounts,ipca,2,0.014481789,0.1158870206554413,-0.9920724801812004,-0.20177521,2005.187861716488,7.871827635557712
TabulaMuris_Heart_FACS,logcounts,ipca,32,0.1938662,0.06349114016044431,0.12878765244528032,0.16031358,1355.2717539230875,1.7805917298669083
TabulaMuris_Heart_FACS,logcounts,ipca,4,0.08744469,0.1733898760467331,-0.18940515937580954,-0.082117125,2107.0230700179563,4.072224041518482
TabulaMuris_Heart_FACS,logcounts,ipca,48,0.17663702,0.011360822791304043,0.128950474039048,0.15251969,1242.7300134231355,1.8718839849017694
TabulaMuris_Heart_FACS,logcounts,ipca,8,0.13293274,0.08130282906314304,-0.04421289645914199,-0.0018342581,1872.970208972968,3.1178893910310874
TabulaMuris_Heart_FACS,logcounts,ipca,96,0.13854969,-0.06255369865035966,0.11487317945440052,0.127038,1041.1947301167872,2.059275723706521
TabulaMuris_Heart_FACS,logcounts,isomap,16,0.07182832,0.04965303575598403,0.08921880361083857,0.09031333,369.97007396693596,2.7174546394055246
TabulaMuris_Heart_FACS,logcounts,isomap,2,-0.023678282,-0.007182666349485636,-0.8309094081907902,-0.07668072,694.0213302088281,3.2282295853179575
TabulaMuris_Heart_FACS,logcounts,isomap,32,0.08619754,0.007637790793355262,0.0942596499170326,0.094940394,312.7383743700124,2.8872289342977546
TabulaMuris_Heart_FACS,logcounts,isomap,4,0.05146387,0.0639256307989951,0.07532419176428924,0.049968664,558.6905519693745,3.025820321178379
TabulaMuris_Heart_FACS,logcounts,isomap,48,0.082184546,-0.017671669356710173,0.08987346929641934,0.09022278,284.7279674701957,3.0082460568905836
TabulaMuris_Heart_FACS,logcounts,isomap,8,0.07238975,0.08231227725326375,0.061267518335061465,0.08045874,460.41971684135615,2.443998257662958
TabulaMuris_Heart_FACS,logcounts,isomap,96,0.075674,-0.03809693507022462,0.09151262963487308,0.09165809,246.73228778498674,3.2379088115580883
TabulaMuris_Heart_FACS,logcounts,ivis,16,0.3117248,0.31410350325962155,0.4732218465415055,0.46103117,1447.5078851401076,1.621231001263284
TabulaMuris_Heart_FACS,logcounts,ivis,2,0.29872084,0.3013495901321666,-0.5881593361843777,0.27450672,2534.7508053270085,1.9679106138370837
TabulaMuris_Heart_FACS,logcounts,ivis,32,0.29846963,0.25821632560599855,0.4117977114427977,0.42318395,1377.6491116860327,1.6476367818373743
TabulaMuris_Heart_FACS,logcounts,ivis,4,0.34065887,0.32904317636231456,0.3674855729988067,0.49032673,1780.5894963540084,1.5400588223328686
TabulaMuris_Heart_FACS,logcounts,ivis,48,0.2576484,0.24145571403216476,0.3794913157697417,0.37512013,1288.7272051864802,1.7136484690231537
TabulaMuris_Heart_FACS,logcounts,ivis,8,0.38336506,0.35394850316319787,0.46347723283408715,0.4871193,1624.5004853178564,1.5473732911340892
TabulaMuris_Heart_FACS,logcounts,ivis,96,0.30392787,0.2565152591790623,0.41007678111637313,0.41026166,1384.4073052021572,1.722018363735592
TabulaMuris_Heart_FACS,logcounts,kpca-cos,16,0.29684964,0.11484933571535022,0.4031816873414125,0.4193259,1394.6196434474277,1.6416569668847576
TabulaMuris_Heart_FACS,logcounts,kpca-cos,2,0.19213529,0.27443649950333804,-0.6763252504234814,0.16487353,2679.1335517029447,3.769627230988509
TabulaMuris_Heart_FACS,logcounts,kpca-cos,32,0.24828395,0.029825652153078124,0.36882620726451576,0.3723029,1098.9179525208124,1.794088031580472
TabulaMuris_Heart_FACS,logcounts,kpca-cos,4,0.32059646,0.2963249075955308,0.402184805038994,0.39758143,2172.5076205554624,2.245284450110376
TabulaMuris_Heart_FACS,logcounts,kpca-cos,48,0.21916646,0.0026363036872991013,0.3376356422396852,0.34072915,959.4240347692088,1.8636845928897183
TabulaMuris_Heart_FACS,logcounts,kpca-cos,8,0.2819724,0.17682582654947773,0.3678917017158706,0.40285912,1698.1397343279154,1.6955648577452724
TabulaMuris_Heart_FACS,logcounts,kpca-cos,96,0.1812233,-0.03099389889530796,0.29272860305255216,0.29422063,763.546957901213,2.0428774058298282
TabulaMuris_Heart_FACS,logcounts,kpca-pol,16,-0.047299452,-0.15085279479552494,-0.10695384274181903,-0.11730433,993.6649356378002,2.2791764720090475
TabulaMuris_Heart_FACS,logcounts,kpca-pol,2,-0.18274508,-0.12858833349823154,-0.4530235727593833,-0.3316432,1172.8695469716076,3.9229917550186792
TabulaMuris_Heart_FACS,logcounts,kpca-pol,32,-0.0676982,-0.25676083719802983,-0.12602673921566074,-0.13039705,842.4960950028423,2.369608549201986
TabulaMuris_Heart_FACS,logcounts,kpca-pol,4,-0.10332447,-0.02517373567218716,-0.1634497858203049,-0.19838047,1310.0059211136436,2.9288756579398925
TabulaMuris_Heart_FACS,logcounts,kpca-pol,48,-0.07934339,-0.2961773617276347,-0.13288294164209288,-0.13647868,759.4691650745641,2.4212740464429467
TabulaMuris_Heart_FACS,logcounts,kpca-pol,8,-0.0389207,-0.020472785588216507,-0.09781944048791531,-0.1157027,1173.813425988354,2.391259938439005
TabulaMuris_Heart_FACS,logcounts,kpca-pol,96,-0.10220408,-0.35501793968964157,-0.14884124564473378,-0.15057665,612.1558176588716,2.5605384826936346
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,16,0.20561846,0.1393090726787855,0.17467459639529234,0.15925038,1841.5000791006232,1.850261803797372
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,2,-0.004191216,0.172684767555915,-0.9809810814432797,-0.29958522,2443.2482084007665,6.272157172835144
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,32,0.17875585,0.03641766461449451,0.1645104838487881,0.15571022,1620.9038285979175,1.849380410600757
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,4,0.14666955,0.22206836048178097,-0.04957407665816015,0.0041979165,2227.3872763047243,2.640672735601167
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,48,0.14965583,0.01698998536262307,0.13986843669524657,0.13407971,1480.969347489785,1.9151291464232838
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,8,0.1435065,0.08175780313678434,0.05297927284956286,0.028179388,2020.58222625402,2.202975666719838
TabulaMuris_Heart_FACS,logcounts,kpca-rbf,96,0.10659917,-0.004363108790791947,0.10047089324904811,0.097986706,1236.519053978043,2.1056272752206606
TabulaMuris_Heart_FACS,logcounts,lda,16,0.18101119,0.09589362395604925,0.2590626804610565,0.25361344,1082.2138605129423,2.4393855055084446
TabulaMuris_Heart_FACS,logcounts,lda,2,-0.006238175,-0.006238170043698593,-0.42406779881136997,-0.25952166,5175.873059414735,15.010181083655159
TabulaMuris_Heart_FACS,logcounts,lda,32,0.18655469,0.08265293850671088,0.3209052057146194,0.31843525,624.5164327186055,1.8311448689456635
TabulaMuris_Heart_FACS,logcounts,lda,4,0.22863851,0.2405483975466324,0.14696707041613508,0.1657129,3525.885807464327,2.3340276519725203
TabulaMuris_Heart_FACS,logcounts,lda,48,0.10923928,-0.037810994821211454,0.210740166014922,0.21003607,527.0247830790016,2.3506541080304966
TabulaMuris_Heart_FACS,logcounts,lda,8,0.30469164,0.24823706664165485,0.38263546301934204,0.38049433,1821.8121050701277,2.0866002354034388
TabulaMuris_Heart_FACS,logcounts,lda,96,0.07645033,-0.06275950685460803,0.1801052414840805,0.17957394,271.64700441209686,2.5640488194984177
TabulaMuris_Heart_FACS,logcounts,lle,16,0.0120643135,0.013436772103413874,0.1594884908122347,0.14516743,135.07653722503957,2.69460914211134
TabulaMuris_Heart_FACS,logcounts,lle,2,-0.7993099,-0.6488835351149714,-0.49939591370233466,-0.96699387,32.200721999717395,13.541283756204027
TabulaMuris_Heart_FACS,logcounts,lle,32,-0.037259668,-0.03718431949820925,0.07909105883660945,0.079655275,85.02119583551621,3.6954518235884484
TabulaMuris_Heart_FACS,logcounts,lle,4,-0.7664713,-0.7723881708307437,-0.9634415670214821,-0.9598773,223.72811231183968,8.501995576711225
TabulaMuris_Heart_FACS,logcounts,lle,48,0.0348372,0.0337656151366902,0.05237405540757993,0.053082023,62.970804421737775,4.115253623636591
TabulaMuris_Heart_FACS,logcounts,lle,8,-0.10173332,-0.09925160568736303,-0.07952466550484345,-0.04530047,90.33358908179143,4.868887548436325
TabulaMuris_Heart_FACS,logcounts,lle,96,-0.011199223,-0.011154441936864264,0.02339857938719074,0.023381049,32.81706470090244,5.280775975932723
TabulaMuris_Heart_FACS,logcounts,lsnmf,16,-0.032792322,-0.03133905576030704,-0.06855247723973211,-0.16586877,599.9293359655745,8.877666585798403
TabulaMuris_Heart_FACS,logcounts,lsnmf,2,-0.14529508,-0.14942489798085357,-0.32723356495987976,-0.36976072,1074.8797634105126,9.343953359013074
TabulaMuris_Heart_FACS,logcounts,lsnmf,32,-0.05000617,-0.04994159727691642,-0.043858481077871624,-0.16096482,303.85939693368863,13.199176396658936
TabulaMuris_Heart_FACS,logcounts,lsnmf,4,-0.05465381,-0.05430573937471899,-0.04868688004680317,-0.04981703,1036.5852695857982,3.8609734714812873
TabulaMuris_Heart_FACS,logcounts,lsnmf,48,-0.026895767,-0.026557336773315357,-0.03294100386816475,-0.12902568,147.57899803698203,15.391577918094168
TabulaMuris_Heart_FACS,logcounts,lsnmf,8,0.15831076,0.14444085194985667,0.23487596212592002,0.2766613,2214.956133544075,2.55901028930606
TabulaMuris_Heart_FACS,logcounts,lsnmf,96,-0.013776308,-0.01381032831994331,-0.021885058907211898,-0.03180893,0.8712847026055149,38.29215896095865
TabulaMuris_Heart_FACS,logcounts,mctsne,2,0.19921936,0.20084493584752663,-0.9555492638731595,0.20554715,1423.550712278523,3.987581122166213
