dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
marques,pca,15,1,298.66804472852806,3.4235344532112633,0.2666620826233934,0.0039944034
marques,pca,25,1,279.75656369350565,3.443015378575875,0.26013909956579007,0.0054928632
marques,pca,30,1,273.4071269108353,3.473737724762049,0.2581930347446648,0.0049945638
marques,pca,35,1,267.98591783332495,3.5053142254766008,0.2566400466107182,0.004579814
marques,pca,40,1,263.27287950666584,3.534617543219123,0.25408563281247487,0.004177154
marques,pca,45,1,259.20106916331025,3.5595013632422496,0.2530911393269391,0.004055794
marques,pca,50,1,255.4474573625019,3.5924326306621523,0.2516714154932446,0.0039364602
marques,pca,60,1,248.40405245198014,3.6480669366098626,0.24806471337109712,0.003662536
marques,pca,70,1,242.0092159306321,3.704483785196833,0.24519548742701958,0.0034888461
marques,pca,80,1,236.09795855172985,3.7598934536910176,0.24264341117388244,0.003192345
marques,pca,90,1,230.50189645865876,3.8100555682330888,0.2396816415307928,0.0032139176
marques,isomap,2,1,756.2405266280988,7.1330658695314435,0.037604950701755714,-0.061965585
marques,isomap,3,1,577.3450219261996,3.4946224010239613,0.14437838360951363,-0.05041705
marques,isomap,4,1,518.3481700635687,3.7609482232837625,0.13573174533818858,-0.039256368
marques,isomap,5,1,445.5754232050944,3.832653078954908,0.144190600105503,-0.026297403
marques,isomap,8,1,384.4878323045527,3.97303565586928,0.15084882328831054,-0.010099124
marques,isomap,10,1,353.0478721536975,4.0929710724219035,0.14960676309951723,-0.003552787
marques,isomap,15,1,307.8426682848011,4.256217788485096,0.14602160489668412,0.0012256177
marques,isomap,25,1,256.20740409238465,4.638502721906625,0.1389878516742915,0.0027927388
marques,isomap,30,1,239.49354632336818,4.785976701552991,0.13531928415817926,0.0016339534
marques,isomap,35,1,226.51985618379504,4.882422668570917,0.13359786836566045,0.00081679516
marques,isomap,40,1,215.60549930289088,4.974837468250433,0.13047785300267611,-6.915149e-05
marques,isomap,45,1,206.66250264583522,5.057360851447443,0.12898565834479164,-0.0005327274
marques,isomap,50,1,199.01429967153388,5.121505763285542,0.12810930637538406,-0.0013805603
marques,isomap,60,1,186.59608353227523,5.238810606612021,0.12581657189856035,-0.003167135
marques,isomap,70,1,176.90314730401676,5.3343775625928,0.12383366981481782,-0.0050789835
marques,isomap,80,1,169.0416569575653,5.405718680263994,0.12331136800910306,-0.0062925443
marques,isomap,90,1,162.50537894721003,5.493248922981821,0.12158491631178706,-0.007639329
marques,lle,2,1,3354.167839452135,10.443407861629435,0.0006764422354775132,-0.50096804
marques,lle,3,1,337.0684560047457,11.229948910201987,0.0007434430145768752,-0.41573095
marques,lle,4,1,551.5409660411744,14.495624748690327,0.00567134508743303,-0.14849214
marques,lle,5,1,332.96576483280916,10.800832704002838,0.04807848075564197,-0.021843221
marques,lle,8,1,308.9758903228343,5.418017595135164,0.12321068988485188,-0.006680999
marques,lle,10,1,266.8268625919056,4.565486402293807,0.10673912701994137,-0.016235983
marques,lle,15,1,164.01777220461645,4.258140181912811,0.2123355218431787,0.011700885
marques,lle,25,1,97.32511919716556,4.645021760617631,0.16347754427566766,0.020185085
marques,lle,30,1,81.192553245376,4.893608551911108,0.15114280206056474,0.018452736
marques,lle,35,1,69.19435332239406,5.319706304586112,0.1384346382595735,0.01441713
marques,lle,40,1,59.78562423959428,5.516588374379367,0.13892495428249688,0.0004658098
marques,lle,45,1,52.867035365543956,5.729821148398352,0.1521180632195615,-0.017483404
marques,lle,50,1,47.399449764947164,5.991597993828951,0.15169943920506868,-0.033766687
marques,lle,60,1,39.38766454031362,6.42459553817635,0.14886572977311827,-0.05704331
marques,lle,70,1,33.75996139651912,6.808297791105706,0.1474056255037492,-0.033455335
marques,lle,80,1,29.468395078438228,7.1665633867539436,0.1503127763715494,-0.045816008
marques,lle,90,1,26.260302711694226,7.456738180584046,0.15107812684638652,-0.05214539
marques,spectral,2,1,792.8209124050767,4.887567584106579,0.12573882919705806,-0.11408212
marques,spectral,3,1,679.2313874670583,5.266423113797509,0.1157980234910671,-0.09093838
marques,spectral,4,1,608.0657187710115,4.282395186094686,0.12800159380063422,-0.06947276
marques,spectral,5,1,387.28201813236785,4.525998843154235,0.13573851041762885,-0.07812769
marques,spectral,8,1,256.3556151051488,4.191519840866758,0.16534597424098602,-0.031113973
marques,spectral,10,1,223.29827413399482,4.376209311737333,0.1360975508155728,-0.014645067
marques,spectral,15,1,146.17256628228736,4.04251872974838,0.22727570854233836,0.018432332
marques,spectral,25,1,99.15060767964911,4.6061793153082755,0.1819865002513699,0.0064191897
marques,spectral,30,1,83.93920173113462,4.440177345907946,0.20683680865287687,0.0072920937
marques,spectral,35,1,72.63226422607441,4.6982001504060555,0.19569023351007214,0.0057906476
marques,spectral,40,1,63.809147383571606,4.896072105395984,0.186069851472828,-0.0021436927
marques,spectral,45,1,56.84785471091841,5.1237687636532305,0.17435710242846153,-0.009624749
marques,spectral,50,1,51.363088994042336,5.305994367178321,0.16482571101471424,-0.016270535
marques,spectral,60,1,42.700427981844136,5.676004818718624,0.16265185133144378,-0.025046116
marques,spectral,70,1,36.69617166798898,6.056889872353802,0.1518164990462096,-0.031690612
marques,spectral,80,1,32.16313265948362,6.36808823166534,0.14396928765109562,-0.037856676
marques,spectral,90,1,28.614249483935453,6.678003617774716,0.1404413678329685,-0.039671794
marques,fa,2,1,179.9941917114067,15.836663868868069,0.021328623847949757,-0.1704727
marques,fa,3,1,318.4241757395986,7.15425524808616,0.05854373718191691,-0.07478277
marques,fa,4,1,275.962939228184,4.145511242636428,0.15079807277626264,-0.053835507
marques,fa,5,1,294.18659622659834,3.977277635898708,0.16377402978361089,-0.032230213
marques,fa,8,1,288.48194854659647,3.3825120603366416,0.20346462360539083,0.008502404
marques,fa,10,1,242.22467073820505,3.396829185547205,0.22718535343756208,0.00863989
marques,fa,15,1,155.56437673530402,3.5931931123354843,0.22171159776396573,4.978282e-05
marques,fa,25,1,91.326463588887,3.7775884232541768,0.2077169831403001,-0.013170775
marques,fa,30,1,75.17963515721382,3.9120780186056976,0.19955808821393486,-0.020075222
marques,fa,35,1,64.4954452754575,4.017843463553168,0.19778990098561294,-0.02840726
marques,fa,40,1,55.18218688534525,3.9868221743116163,0.22146765047454037,-0.04527187
marques,fa,45,1,49.88926947230012,3.974455497287247,0.2438666863206491,-0.051668905
marques,fa,50,1,44.56233762189434,4.029625079351365,0.2396045753285076,-0.053800758
marques,fa,60,1,37.47719141241613,4.249337347131985,0.22047368817674765,-0.08863278
marques,fa,70,1,32.41286979198768,4.349737560723959,0.22748759453997078,-0.104649894
marques,fa,80,1,28.074349736737158,4.5076406337506105,0.21146387929981056,-0.12399211
marques,fa,90,1,25.297381004758943,4.713838143550713,0.20094612782334081,-0.13130374
marques,mds,2,1,155.2310673511084,14.847633755198391,0.05166267226083611,-0.14609185
marques,mds,3,1,175.65965584874533,7.056158896472477,0.10761515326923748,-0.10371045
marques,mds,4,1,136.72519963196115,12.262628402077159,0.047233258722750575,-0.078060724
marques,mds,5,1,154.49217211323696,8.1148562020797,0.08308533248858703,-0.050536335
marques,mds,8,1,117.7614043117736,7.889170885348411,0.11752761421140256,-0.030561341
marques,mds,10,1,97.51848647989688,9.91026312787206,0.09674088413329815,-0.031159075
marques,mds,15,1,79.61927124609865,9.327197163191897,0.12271988033281664,-0.02733062
marques,mds,25,1,66.98997334350929,10.663704670916498,0.09641363660355219,-0.02429816
marques,mds,30,1,65.44073884430478,10.436484076270151,0.09462208901399866,-0.02259015
marques,mds,35,1,61.244469503442104,10.616697269164568,0.0962597143026168,-0.023674447
marques,mds,40,1,59.96173617476367,10.399789172843121,0.10041016559864414,-0.022848358
marques,mds,45,1,58.66510631579183,10.1318492633672,0.10699609926486427,-0.02248733
marques,mds,50,1,58.375680687116194,10.579815258023215,0.09574283426008155,-0.02183185
marques,mds,60,1,55.65072174425492,10.836458546921289,0.08239277770734565,-0.022837559
marques,mds,70,1,54.991241594380455,10.802317877457009,0.08956875777689802,-0.022401119
marques,mds,80,1,53.64272010555337,11.011308358007616,0.08928534111602159,-0.022799762
marques,mds,90,1,53.35606325681127,10.413282699619716,0.10595066331435418,-0.022522504
marques,fica,2,1,371.6386404706359,7.238583580172916,0.062482631630057885,-0.13434523
marques,fica,3,1,436.5155354720675,4.577767378208071,0.13071097334817927,-0.042742923
marques,fica,4,1,330.92241782629145,3.594691779785476,0.2321264610837473,-0.039289586
marques,fica,5,1,332.3105629228137,3.5366008916963585,0.23263981170521045,-0.0115394415
marques,fica,8,1,293.84424997095095,3.1741983582466706,0.29198310922359977,0.021969488
marques,fica,10,1,250.74869832728035,2.9604966767302723,0.33392856574922175,0.04874865
marques,fica,15,1,195.3995257359405,3.1201188173166368,0.33075132799074114,0.039790053
marques,fica,25,1,121.53362932270534,3.555321913694444,0.2718024206595547,0.016806256
marques,fica,30,1,100.08412614221074,3.8422819540343776,0.25302174011358647,0.008203794
marques,fica,35,1,85.1389625256168,4.110775237408077,0.23425856741539014,0.0004706448
marques,fica,40,1,73.84235066926061,4.376761645988609,0.21693116470346555,-0.0046790866
marques,fica,45,1,65.47857720544397,4.561929968141686,0.20965210106126564,-0.010742321
marques,fica,50,1,58.47195568611938,4.812950048721474,0.19949935168996744,-0.015396495
marques,fica,60,1,48.1671478833325,5.250371566189758,0.18444607519885833,-0.023994306
marques,fica,70,1,40.98584134987836,5.612176250755279,0.17624636361430654,-0.029990312
marques,fica,80,1,35.63396649017164,5.979485743674877,0.16697000828981756,-0.034523822
marques,fica,90,1,31.518483749447434,6.318029301213757,0.15965611063064272,-0.038381267
marques,nmf,2,1,328.03781229330724,7.664698257061828,0.05441669295236161,-0.15761778
marques,nmf,3,1,530.0029165053763,5.458939625269178,0.0717862723492215,-0.05773335
marques,nmf,4,1,486.4288133374905,3.524805245264419,0.19466758537396414,-0.05141884
marques,nmf,5,1,526.9595256486778,3.407428461847647,0.19074667824811922,-0.020838886
marques,nmf,8,1,526.9874784116428,3.1699670795602652,0.2649336170771556,0.004712818
marques,nmf,10,1,422.5159312826652,3.4586740695771256,0.24652750594966163,-0.012088953
marques,nmf,15,1,387.63729111091317,2.7286166253784936,0.32912838372467934,0.059504215
marques,nmf,25,1,287.43439329704296,3.1391796246083143,0.2801793174526528,0.03245853
marques,nmf,30,1,235.6783168250705,3.285194848670449,0.2690754607126207,0.02602245
marques,nmf,35,1,214.1381756094277,3.1778113613278225,0.23421058552987076,0.036621265
marques,nmf,40,1,176.5678888590513,3.346521563676902,0.22561159415048085,0.021851156
marques,nmf,45,1,176.72541520198064,3.5995490776916537,0.22182111490483403,0.020717282
marques,nmf,50,1,99.84131934776339,4.509965634835976,0.1912093348903755,0.009074156
marques,nmf,60,1,132.48567333286712,3.9722658556688204,0.23972909656634214,0.025888938
marques,nmf,70,1,99.94048097290992,4.314231272670274,0.18456426126372796,-0.0027032301
marques,nmf,80,1,79.12670440750281,4.265378579551614,0.19434200802187232,0.00024360104
marques,nmf,90,1,85.74726512990544,4.672424748544749,0.17018997488264845,-0.009124751
marques,mctsne,2,1,792.5967328912936,7.682946850776043,0.040894605311833164,-0.034751255
marques,mctsne,3,1,772.9612939427336,3.6520338716517577,0.22133858158652725,-0.0010372926
marques,mctsne,4,1,757.7901965874759,4.141270369031709,0.1575301095066527,-0.001071717
marques,mctsne,5,1,778.43018649244,4.177358344951449,0.15628090236214792,2.1680284e-05
marques,mctsne,8,1,760.0470296585974,4.4429179056285335,0.13401534758566355,-0.0011888546
marques,mctsne,10,1,735.7201368204078,4.313091613565941,0.14109591550989756,0.00048306916
marques,mctsne,15,1,744.1951699274075,4.496499833608421,0.12742443420105204,-0.0009471864
marques,mctsne,40,1,0.42037205886014994,419.4564697501262,2.3800449127182926e-08,-0.3445176
marques,mctsne,50,1,1.2354123152285983,144.41649735758097,2.8165634906148883e-08,-0.8628583
marques,lda,2,1,651.7740752006326,126.74971773732338,0.0019567023434411235,-0.37360677
marques,lda,3,1,346.23291563682767,8.538299588338896,0.07291583299848854,-0.23794758
marques,lda,4,1,757.2901096095418,7.554254920746801,0.06943166912364518,-0.10107966
marques,lda,5,1,457.5631690011014,3.5446191847922246,0.22305448181707768,-0.066229925
marques,lda,8,1,404.51626014387267,3.5659867047072,0.294912217232333,-0.025407191
marques,lda,10,1,524.4474894109522,3.906125402645503,0.28870634240349247,-0.06281787
marques,lda,15,1,447.43876827110415,3.5146748639781316,0.27839080202149286,0.017593276
marques,lda,25,1,457.4336810890419,2.72120487221486,0.45427308126015625,0.043738075
marques,lda,30,1,355.53766466773357,3.03669294586812,0.3609262546686983,0.047184426
marques,lda,35,1,414.7204277163491,3.8584323925896027,0.2627710432313032,0.0213997
marques,lda,40,1,311.35049445106995,3.2285292506860777,0.37123226523199454,0.04801996
marques,lda,45,1,335.34667095121387,3.5204893097217895,0.3111426394312799,0.03282905
marques,lda,50,1,358.8377019094512,3.4841822233954036,0.28247231462858535,0.043938562
marques,lda,60,1,354.843730669508,3.2574835435413614,0.3573181728711547,0.03668658
marques,lda,70,1,372.6685541326721,2.8991794232447488,0.4026015640168076,0.033225056
marques,lda,80,1,323.02229151578206,3.460878904167818,0.2832684641754383,0.024409363
marques,lda,90,1,344.819549558168,3.272863473950705,0.32942651392382155,0.035035737
shekhar,pca,2,1,3831.1530607544005,3.1137477213913876,0.30091536052430096,0.058972456
shekhar,pca,3,1,3031.3782440473824,2.4674598881502865,0.4684272198172527,0.014507758
shekhar,pca,4,1,2831.965290063682,2.4392120981309042,0.4648582056053178,0.011242499
shekhar,pca,5,1,2683.959397429504,2.5091610314704487,0.45533772853108945,0.0057379794
shekhar,pca,8,1,2395.0615072186565,2.475424957797824,0.4876223498823956,0.009233941
shekhar,pca,10,1,2297.5107260728105,2.430803674272251,0.49818327639835003,0.05079637
shekhar,pca,15,1,2230.7579373550566,2.1987183554160303,0.5353919786360808,0.22736606
shekhar,pca,25,1,2056.636112873404,2.271574742322413,0.5205465824631602,0.2169378
shekhar,pca,30,1,1987.5715349142183,2.311047174973552,0.5130340411382143,0.21046133
shekhar,pca,35,1,1926.8005054114335,2.3430204446690195,0.5081259674605586,0.2045621
shekhar,pca,40,1,1872.2224555533164,2.3803112520853595,0.5011215005046096,0.1995094
shekhar,pca,45,1,1821.4582089178564,2.413796733594832,0.49479843349419056,0.19446814
shekhar,pca,50,1,1774.0168072824447,2.4463452833984265,0.48802741778963005,0.19017546
shekhar,pca,60,1,1689.5650456201395,2.4938888697409998,0.4774035819728445,0.18318427
shekhar,pca,70,1,1614.2140264407637,2.552557154049821,0.46998735558400917,0.1749258
shekhar,pca,80,1,1547.9060990906944,2.595503553415703,0.4599772598165405,0.16909276
shekhar,pca,90,1,1487.3609719955411,2.6365570459580643,0.453613781054242,0.16482887
shekhar,isomap,2,1,5178.95395040008,1.9802379362808338,0.25066532574887246,-0.044556398
shekhar,isomap,3,1,4202.7684734749,1.839119343135411,0.7179179298837148,0.01773839
shekhar,isomap,4,1,3562.9793563389812,1.9468596311516562,0.6936394670756758,0.009880438
shekhar,isomap,5,1,3151.3488127682613,2.0295931671641285,0.6799782707588473,0.0057267104
shekhar,isomap,8,1,2500.3693747508655,2.2624713340111975,0.6297598805842274,0.01542075
shekhar,isomap,10,1,2247.9435445094605,2.3187694855865386,0.6124495588406851,0.017964177
shekhar,isomap,15,1,1888.4501379424682,2.397552323482719,0.567671081652024,0.02034718
shekhar,isomap,25,1,1529.4723766612617,2.5879760176302757,0.5105785393741498,0.009431727
shekhar,isomap,30,1,1428.6200888923593,2.6329966192147016,0.4922184670572257,0.010128797
shekhar,isomap,35,1,1347.3543924528108,2.6798141380655784,0.4767889875354676,0.00714837
shekhar,isomap,40,1,1280.527510184841,2.7237738462684953,0.46445658484162866,0.009991361
shekhar,isomap,45,1,1228.354879036867,2.7636818891848285,0.4541914690462681,0.008389996
shekhar,isomap,50,1,1179.473771015108,2.8075012409342315,0.4447932368226501,0.0064056655
shekhar,isomap,60,1,1101.4264859229647,2.887388367338087,0.43125572989658917,0.0028374193
shekhar,isomap,70,1,1041.0606296282504,2.9460485406911237,0.4199645080298813,0.00052574376
shekhar,isomap,80,1,992.7067591660183,3.0039056405022584,0.41185994784042024,0.000624826
shekhar,isomap,90,1,953.0184452516075,3.0485509139256917,0.4049469325365207,-0.00012239354
shekhar,umap,2,1,4998.732554190299,1.6473819504710006,0.32938444208026657,0.032532908
shekhar,umap,3,1,6264.290329120962,1.502699291641773,0.24996882719074023,0.06421515
shekhar,umap,4,1,6524.8145102786375,1.4637313306808946,0.638249915566816,0.02928705
shekhar,umap,5,1,7032.3801533994065,1.5221260565492056,0.561019004279309,0.0385945
shekhar,umap,8,1,7113.688745554573,1.5160439599015099,0.5232650325842277,0.017455129
shekhar,umap,10,1,7099.233349672509,1.540606154353189,0.5645650883348966,0.023101982
shekhar,umap,15,1,6583.709374779291,1.555014882855098,0.5696389364126943,0.015466995
shekhar,umap,25,1,7128.178269998267,1.5698814537596493,0.2530200297290014,0.029425224
shekhar,umap,30,1,6780.003276048806,1.4968518032978784,0.601517889521301,0.02433632
shekhar,umap,35,1,6759.364472277388,1.5170207780800729,0.36683270721293004,0.012041538
shekhar,umap,40,1,6961.415333512629,1.5226804069587654,0.5889815723700479,0.027712606
shekhar,umap,45,1,6492.395991312219,1.521625029358878,0.5957502788108427,0.014172297
shekhar,umap,50,1,6221.090243642297,1.5832665956712848,0.364758996357096,0.022925913
shekhar,umap,60,1,6374.143040426758,1.549962347344679,0.4056064159786298,0.018094998
shekhar,umap,70,1,6738.734295166124,1.5153639454998944,0.455201679920947,0.020672327
shekhar,umap,80,1,6675.447413715156,1.5451192205574713,0.34389315905430334,0.019168587
shekhar,umap,90,1,6416.749175386342,1.5445657612304762,0.5184560443964403,0.012476911
shekhar,fa,2,1,4484.492287363391,2.963436480548303,0.1856504213031945,-0.08967601
shekhar,fa,3,1,2481.953549668438,2.192622318647002,0.39897265340878063,-0.04520811
shekhar,fa,4,1,2844.7659696676997,2.1432983377214003,0.1819937523560495,-0.030641122
shekhar,fa,5,1,2249.07626506739,2.2458570338670243,0.17071220703904139,0.01623027
shekhar,fa,8,1,2062.43575655864,1.7845127150990336,0.40852724261013224,0.2811168
shekhar,fa,10,1,1585.4483140554114,1.9399584756708246,0.45634320998858546,0.24225338
shekhar,fa,15,1,1037.7176202859125,2.1082102944748704,0.36414355456642006,0.15275861
shekhar,fa,25,1,839.1541268352287,2.5336197745235376,0.21762400314878236,0.17946734
shekhar,fa,30,1,705.0038019373815,2.771473252502322,0.19677397103461858,0.19530803
shekhar,fa,35,1,610.8282730314786,2.9913950144338095,0.1803016807945581,0.20259634
shekhar,fa,40,1,540.8935302626318,3.1765626802981273,0.16283369951215798,0.20954019
shekhar,fa,45,1,486.07513453612415,3.3524232830915994,0.1563454296026113,0.21495265
shekhar,fa,50,1,442.43635010412214,3.4941166324979207,0.15155291455295017,0.2183925
shekhar,fa,60,1,375.5146115819158,3.7634840764131545,0.13813792860303983,0.22388463
shekhar,fa,70,1,327.4756087376983,3.9955035554174345,0.1305745195654668,0.22404565
shekhar,fa,80,1,289.743312218023,4.233273543325481,0.1231037324163294,0.22716099
shekhar,fa,90,1,260.3167303997159,4.423582905448478,0.12132106223305283,0.22989991
shekhar,fica,2,1,3824.2160481925803,3.0562588569379336,0.3431206108690624,0.03697323
shekhar,fica,3,1,2465.873838460393,2.380951757849447,0.5019341009717473,-0.028355524
shekhar,fica,4,1,1711.5216764811155,2.445971534373179,0.4885709557709083,-0.041918453
shekhar,fica,5,1,1302.7727473943191,2.731408828638689,0.43560502515887706,-0.05444838
shekhar,fica,8,1,801.8738096675863,2.9818624032821504,0.356585461341891,-0.048676115
shekhar,fica,10,1,707.5904847841097,3.2454298195354117,0.30598712907095454,0.0800021
shekhar,fica,15,1,842.2247900215103,2.4364238990895144,0.40920321192342235,0.08991553
shekhar,fica,25,1,517.9268605760839,2.906382187098616,0.36066579597357507,0.07632465
shekhar,fica,30,1,427.1363701484832,3.145198091736113,0.3390125785696776,0.05604905
shekhar,fica,35,1,364.37083264542633,3.343510461250261,0.32321775119967217,0.040940303
shekhar,fica,40,1,317.7402468567729,3.5376864666342844,0.3095146154717825,0.03157009
shekhar,fica,45,1,281.4645754220304,3.7120098431454736,0.2982916560463394,0.02285028
shekhar,fica,50,1,252.9666647730367,3.8777834093940893,0.28794689925095585,0.016160933
shekhar,fica,60,1,210.29851750098942,4.177687642612779,0.2660484463566589,0.004467011
shekhar,fica,70,1,180.44677009582242,4.401755144442274,0.2511862156144279,-0.0043628304
shekhar,fica,80,1,158.11713395015636,4.627654462038011,0.23753971514053676,-0.011340097
shekhar,fica,90,1,140.782394791408,4.843132710777975,0.2255926365160795,-0.016436236
shekhar,lle,2,1,173558.58962471123,1.4449965623459196,0.0014269742179484762,0.7669809
shekhar,lle,3,1,5194.600992214628,16.71110506365538,0.03739161667876462,0.056280375
shekhar,lle,4,1,9566.395372383415,1.9205675749305238,0.30113220022203585,-0.057953227
shekhar,lle,5,1,5026.477896041401,2.2233010858342652,0.4199255731133723,0.054052275
shekhar,lle,8,1,936.1432570261833,3.0347229893830963,0.3800281292786839,-0.07766016
shekhar,lle,10,1,836.9848671242211,3.2287434640560893,0.33184946595654224,-0.07156901
shekhar,lle,15,1,436.98404438894187,5.198082267255029,0.1590191032453845,-0.10292462
shekhar,lle,25,1,326.7792623215391,3.817161578738114,0.28515802251051436,-0.08672715
shekhar,lle,30,1,226.86235350013345,10.382670112241767,0.07491912811452296,-0.10686897
shekhar,lle,35,1,243.4964571342047,3.7826895237498888,0.3083709747279056,-0.09422707
shekhar,lle,40,1,219.36918350423022,3.9072289080539613,0.2995911757951996,-0.0979997
shekhar,lle,45,1,243.71966344202326,4.21004265598508,0.2814294047277525,-0.10100698
shekhar,lle,50,1,253.17011799836732,4.506091791024728,0.23147793550975515,-0.10140232
shekhar,lle,60,1,195.76691347673255,5.810457805844819,0.09623386449892056,-0.28823435
shekhar,lle,70,1,188.5628616009339,4.185640806678498,0.27035742868841345,-0.11112542
shekhar,lle,80,1,169.40503714513207,4.280971868263527,0.26467178675014996,-0.11585131
shekhar,lle,90,1,158.7432653053833,4.892674323409755,0.2154967282232554,-0.10384072
shekhar,nmf,2,1,16138.383374475197,2.444563290121907,0.3761533920245895,0.21658534
shekhar,nmf,3,1,3858.1651779230024,2.0757930939513654,0.3116007653249326,-0.043921214
shekhar,nmf,4,1,2985.664145031097,2.016926843849283,0.32758229808280065,-0.031965055
shekhar,nmf,5,1,2611.534983627111,2.253824431689122,0.2990346849426148,-0.045989186
shekhar,nmf,8,1,1611.8902171994052,2.7749541267049356,0.2740386294639092,-0.08558665
shekhar,nmf,10,1,1763.3194463528562,2.646528206802284,0.2897338939178427,-0.039110396
shekhar,nmf,15,1,1830.2183644006175,1.9629284075483107,0.30438719892693233,0.22644702
shekhar,nmf,25,1,1569.2008791768992,2.0490674877015103,0.35731777413443466,0.21967271
shekhar,nmf,30,1,1553.7458022625565,2.0245240166616205,0.34368541637122013,0.20966552
shekhar,nmf,35,1,1540.777331856074,2.0787067320267103,0.35084808425114944,0.20985241
shekhar,nmf,40,1,1674.882318745076,2.0279825251701618,0.36515182418286163,0.21502064
shekhar,nmf,45,1,1521.1919913154777,2.0881040923776726,0.3478252359592212,0.19198912
shekhar,nmf,50,1,1609.0715130280828,2.0898946423850906,0.37951996863147947,0.2345265
shekhar,nmf,60,1,1543.993279613662,2.1208434683229087,0.3417386179642976,0.17939608
shekhar,nmf,70,1,1641.5032847663672,2.1272208653659916,0.35122807454575566,0.20060705
shekhar,nmf,80,1,1467.6172289804124,2.232852141092852,0.36064335116748314,0.18455927
shekhar,nmf,90,1,1454.1988824914943,2.2067102993558385,0.3782734959132718,0.17310801
shekhar,lda,2,1,202145.02734517265,2.7550146734452396,0.07615008083925567,0.75711966
shekhar,lda,3,1,2504.44342923521,2.0389045019458827,0.10452768230570411,-0.13564593
shekhar,lda,4,1,1914.1664837766739,1.6866478828614042,0.4066618686811107,-0.11692978
shekhar,lda,5,1,1784.412709356498,1.8256055893348808,0.21997652882878027,0.009881119
shekhar,lda,8,1,1702.115865499232,2.0083777913806915,0.29467752984410317,0.058125332
shekhar,lda,10,1,1818.684057723789,1.8748610538705917,0.4937272929366839,0.1316751
shekhar,lda,15,1,1555.1357134829234,1.9209344107980566,0.48853750791368794,0.121866114
shekhar,lda,25,1,1655.5567951760568,2.046364524619947,0.46503961431237534,0.080752224
shekhar,lda,30,1,1731.1753753395383,2.1368312199779047,0.42460092199408633,0.1039679
shekhar,lda,35,1,1524.8380972911852,2.0537247675016324,0.4736354757880871,0.10754791
shekhar,lda,40,1,1934.7893257146009,1.9017145581764978,0.5224688572888685,0.12865551
shekhar,lda,45,1,1755.0708919575345,2.081928849713196,0.4517127736900212,0.09413134
shekhar,lda,50,1,1329.2344554775455,2.411413317728846,0.39557889365730214,0.056638293
shekhar,lda,60,1,1264.5052679801124,2.531332753793845,0.3899566926296836,0.06579169
shekhar,lda,70,1,1522.0457977812434,2.7254629616453876,0.31521464264176197,0.0906575
shekhar,lda,80,1,1072.028963467494,2.303353994460279,0.4412224070980972,0.06211173
shekhar,lda,90,1,1481.1665229250214,2.0583524185940276,0.494858459995908,0.08981275
shekhar,mctsne,2,1,2812.689823211776,1.6653903345129126,0.27363020075359257,0.087095976
shekhar,mctsne,3,1,2585.874177161559,1.467751602397958,0.30810431045367115,0.072694086
shekhar,mctsne,4,1,2961.732885514752,1.4732682703841817,0.38627501719266477,0.101469815
shekhar,mctsne,5,1,1869.0882805723627,1.6585322241833023,0.3841415373872463,0.065900065
shekhar,mctsne,8,1,2022.7616380597306,1.7240936717870599,0.3456187389434129,0.05697945
shekhar,mctsne,10,1,2072.2399669221168,1.6037279569582548,0.38983740286566604,0.08645542
shekhar,mctsne,70,1,0.8684668837674555,10.961297017549777,5.536142313750661e-07,-0.9764839
shekhar,mctsne,80,1,1.4576320590332066,5.782984616715009,0.05578793259476857,-0.111033075
baron-human,full,10,0,1127.1124437812264,2.362602061131948,0.06575056335599805,-0.0029513612
campbell,full,10,0,124.95153619472883,6.304485994454863,0.019410952714707996,-0.19581069
chen,full,10,0,132.21246930964463,4.428342590584986,0.033259833091894835,-0.06151275
macosko,full,10,0,686.0305794211976,2.8663284603295742,0.20455456295479094,0.14922522
marques,full,10,0,247.56440554936944,4.858926473757922,0.09358439548089402,-0.12397061
shekhar,full,10,0,673.9300309789161,3.617629108371102,0.3106149387608013,0.09394112
