dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
baron-human,mds,125,0,2.9385602683414267,-1,-1,-0.27697217
baron-human,mds,150,0,2.8838869706123105,-1,-1,-0.28126052
baron-human,umap,2,0,4.302802880517182,-1,-1,-0.14766403
baron-human,umap,3,0,2.567304924632356,-1,-1,-0.2184998
baron-human,umap,4,0,2.1898780867882177,-1,-1,-0.17185931
baron-human,umap,5,0,2.8363299491267147,-1,-1,-0.13601336
baron-human,umap,8,0,2.138122134286782,-1,-1,-0.19716343
baron-human,umap,10,0,2.5019912081848834,-1,-1,-0.138788
baron-human,umap,15,0,2.561917285872909,-1,-1,-0.15184768
baron-human,umap,25,0,3.0488906087669925,-1,-1,-0.16419652
baron-human,umap,30,0,2.5809372657495744,-1,-1,-0.20262186
baron-human,umap,35,0,3.0216944329672484,-1,-1,-0.15901174
baron-human,umap,40,0,2.711734454903329,-1,-1,-0.1769175
baron-human,umap,45,0,2.8650755008303745,-1,-1,-0.12689522
baron-human,umap,50,0,2.8085606979276645,-1,-1,-0.112424195
baron-human,umap,60,0,2.886872817770688,-1,-1,-0.16398638
baron-human,umap,70,0,3.2685689898619184,-1,-1,-0.097288445
baron-human,umap,80,0,2.7064167103907715,-1,-1,-0.14291967
baron-human,umap,90,0,2.6521663084443894,-1,-1,-0.1755922
baron-human,umap,100,0,2.5954580295821152,-1,-1,-0.17732947
baron-human,umap,125,0,2.6599279861447482,-1,-1,-0.1280836
baron-human,umap,150,0,2.5014358119388627,-1,-1,-0.21803711
baron-human,sdae,1000,1,14.212985111829953,-1,-1,-0.05245116
baron-human,sdae,100,1,11.862657540195773,-1,-1,-0.10553661
baron-human,sdae,250,1,13.550183475310025,-1,-1,-0.06822083
baron-human,sdae,10,1,16.87910860129596,-1,-1,-0.08494634
baron-human,sdae,2,1,1.0,-1,-1,0.0
baron-human,sdae,3,1,11.40919458471768,-1,-1,-0.2375839
baron-human,sdae,4,1,11.303903337035596,-1,-1,-0.2559487
baron-human,sdae,5,1,16.407516237081484,-1,-1,-0.074984536
baron-human,sdae,25,1,12.365966285415395,-1,-1,-0.12467506
baron-human,sdae,50,1,12.787220334549012,-1,-1,-0.07512831
baron-human,sdae,500,1,13.052094109337158,-1,-1,-0.06763572
baron-human,sdae,2500,1,13.719869949399271,-1,-1,-0.026982924
