dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
shekhar,umap,8,0,4114.906135616072,2.634540286092922,0.3804915302281079,-0.0016801703
shekhar,umap,10,0,3957.0791557908437,2.5817382204355206,0.37653982367850963,0.008578804
shekhar,umap,15,0,3913.110013715857,2.8731018177906456,0.34995394620045817,0.023204124
shekhar,umap,25,0,4186.620611827027,2.6653549244677395,0.3657956724637018,-0.00663171
shekhar,umap,30,0,3994.999155981187,2.9272969695324416,0.3567975244435434,0.025537731
shekhar,umap,35,0,4048.330595934412,2.970762394009339,0.3323791657723144,0.021527784
shekhar,umap,40,0,4029.9501263678367,2.6906859312014,0.3880481005787758,0.014735155
shekhar,umap,45,0,3955.2610084571825,2.6743318252709116,0.39086693855725796,-0.011375993
shekhar,umap,50,0,3963.4176699237255,2.7929058460783494,0.3804637840399479,0.024258642
shekhar,umap,60,0,4046.7793612178534,2.581211628000363,0.38467492626884703,0.008167359
shekhar,umap,70,0,4224.478398303884,2.7773358432910125,0.3272790627501651,0.025824912
shekhar,umap,80,0,3967.7996233281997,2.843321184896608,0.35307012089701206,0.01336986
shekhar,umap,90,0,4002.354461181271,2.8303879409400134,0.34278833317640434,0.01795209
shekhar,fa,2,0,3933.545552659524,2.9982467431217867,0.14512493166962595,-0.13349625
shekhar,fa,3,0,2275.495515049808,2.9459714468206073,0.11503630015356549,-0.120478734
shekhar,fa,4,0,1553.0750326613102,2.2949830939486984,0.2410010354615564,-0.08195651
shekhar,fa,5,0,1902.5784308786726,2.262535300464684,0.12018068258951138,-0.06321249
shekhar,fa,8,0,1862.981845942855,1.9550391072310405,0.2538222584328224,0.35146147
shekhar,fa,10,0,1483.5566712012014,2.072319537137623,0.3038963018653133,0.32304946
shekhar,fa,15,0,930.4254382226949,2.4518514642184015,0.30854026903027665,0.2296629
shekhar,fa,25,0,718.8679516631399,2.6946049704561887,0.23321486364900781,0.20820314
shekhar,fa,30,0,613.4730691596465,2.9390803463062625,0.17633151068926795,0.19997321
shekhar,fa,35,0,529.501893757125,3.1809417558139503,0.1501240267803771,0.19122252
shekhar,fa,40,0,467.58638691054676,3.4118126324228037,0.13064705358842324,0.19136631
shekhar,fa,45,0,420.21542740108674,3.5904097985940293,0.12513426005110054,0.20248716
shekhar,fa,50,0,380.85704423663964,3.781296089025274,0.11648713372328283,0.20765936
shekhar,fa,60,0,323.27854829958625,4.102411059019059,0.1071958246126016,0.21405973
shekhar,fa,70,0,282.30104699694755,4.395657395302308,0.10042010779825672,0.22594337
shekhar,fa,80,0,250.4774684682021,4.654645697689234,0.09564580989341684,0.23308864
shekhar,fa,90,0,226.11125401401284,4.862443594285561,0.09259811834412733,0.23436582
shekhar,fica,2,0,2183.4524822368326,3.589951241942043,0.2874097894754421,-0.07710483
shekhar,fica,3,0,1362.6093569135476,3.1029040430981873,0.41124188209102874,-0.08111931
shekhar,fica,4,0,1428.316926919188,3.4032953727220434,0.3807771174472594,-0.10099528
shekhar,fica,5,0,1092.7353185123077,3.570731646831588,0.31831825763005306,-0.09658297
shekhar,fica,8,0,741.291560853602,3.4940922273477875,0.19270294511601183,-0.1609109
shekhar,fica,10,0,596.0962892418349,3.505558082009902,0.2054023671696608,-0.09864123
shekhar,fica,15,0,536.8406610956072,2.878998714569004,0.28590200724331016,0.17572817
shekhar,fica,25,0,420.0932550862595,3.3354577161637824,0.23885946247076012,0.15270235
shekhar,fica,30,0,358.3154360616482,3.4520982476684074,0.2394885270810437,0.13560998
shekhar,fica,35,0,313.9323314070385,3.6041083977723503,0.23330018273308345,0.13986829
shekhar,fica,40,0,286.3739685567679,3.669390691702013,0.22434458265872637,0.11554357
shekhar,fica,45,0,256.05590892341746,3.9171262215203946,0.21827579853177376,0.0990882
shekhar,fica,50,0,241.02987658660416,3.929222197622597,0.21192158762744345,0.08738025
shekhar,fica,60,0,219.9496647228907,4.095252701632801,0.19894150794414828,0.07040401
shekhar,fica,70,0,206.36822954900802,4.298502053016242,0.18988324722485536,0.0602172
shekhar,fica,80,0,186.40451845996353,4.492444869709827,0.1845085455377064,0.059208088
shekhar,fica,90,0,167.74635214263648,4.7060197101977534,0.17716199272589905,0.05141136
shekhar,lle,2,0,86680.45389164428,2.4090411526691966,0.0658474807309221,0.5931681
shekhar,lle,3,0,50183.60614166563,2.2987089100699625,0.021528438328472822,0.5931008
shekhar,lle,4,0,8389.408044675984,3.075298398806032,0.06891277991782324,-0.10248638
shekhar,lle,5,0,4570.283220187582,2.6259577130737135,0.29964361507091203,0.039635707
shekhar,lle,8,0,1928.3328033772266,3.3824402528564845,0.1942528421466186,-0.04015962
shekhar,lle,10,0,1071.7995742084277,4.023548962528842,0.20674026741706242,-0.058418263
shekhar,lle,15,0,701.6650897508586,4.804482011996055,0.1679939083403711,-0.103341
shekhar,lle,25,0,559.8019400109181,4.967572515717754,0.0736473184303504,0.08487659
shekhar,lle,30,0,433.49170895756146,4.199289074645415,0.10463775495158419,0.18139237
shekhar,lle,35,0,365.8135536878059,4.417985438671093,0.10450360144430368,0.17302756
shekhar,lle,40,0,338.7956227984031,4.665292773674275,0.10445866577323897,0.1569001
shekhar,lle,45,0,288.13785226482116,4.908709125141401,0.10602151846966859,0.15608941
shekhar,lle,50,0,254.2580333660103,5.078088375616444,0.11175925187394202,0.17126942
shekhar,lle,60,0,216.9696372935174,5.39609983382568,0.11288885739645793,0.15963943
shekhar,lle,70,0,180.55467940360893,5.6380906052714375,0.11626468658412167,0.14179368
shekhar,lle,80,0,168.4472373647335,5.808796985626413,0.12362653409659315,0.13588221
shekhar,lle,90,0,146.3556216637916,5.997420582050911,0.12902289681760498,0.12869039
shekhar,nmf,2,0,2670.535817736627,3.7054917237514737,0.3329497543320433,-0.05393164
shekhar,nmf,3,0,2376.92800489016,3.2237754227248305,0.39346509823396925,-0.07093185
shekhar,nmf,4,0,1928.6795434123176,3.330755668027076,0.37326062363479595,-0.12698397
shekhar,nmf,5,0,1117.2736633165762,3.426794916709531,0.35352887472626254,-0.13635819
shekhar,nmf,8,0,991.9160030814422,3.16671786143619,0.28328338577281026,-0.1468524
shekhar,nmf,10,0,1161.1534392235812,3.4212800820977947,0.2754589950837139,-0.12737434
shekhar,nmf,15,0,1191.7752354369982,2.803941398721468,0.3727769202105088,0.2616374
shekhar,nmf,25,0,1331.1653422972,2.619577788921554,0.3800059276102199,0.29189122
shekhar,nmf,30,0,1440.512201747104,2.71362292041793,0.4050048719929841,0.29974183
shekhar,nmf,35,0,1552.3615998516427,2.6716552382506205,0.4108987533014299,0.29109994
shekhar,nmf,40,0,1630.6039569713064,2.653275421794089,0.3946215192000278,0.2885294
shekhar,nmf,45,0,1635.7993583494151,2.643791753681183,0.37089183687174837,0.29934233
shekhar,nmf,50,0,1671.9587795475634,2.64308989698517,0.39211967781456375,0.28959155
shekhar,nmf,60,0,1688.3853330395523,2.676192171756418,0.4098862783602233,0.26921037
shekhar,nmf,70,0,1768.9614389047294,2.3296334587269594,0.3822197049076609,0.30783093
shekhar,nmf,80,0,1657.1876031806778,2.488832979285793,0.38593096727677634,0.29814288
shekhar,nmf,90,0,1691.4511427453647,2.4952745900616167,0.38691513084556783,0.29425105
shekhar,lda,2,0,208470.5816606335,2.9048095757558716,0.25130647264295114,0.8489928
shekhar,lda,3,0,2310.21896242821,2.349382376057928,0.07402436468676049,-0.15373065
shekhar,lda,4,0,2025.087042141979,3.4791422405782906,0.03602066449700883,0.022533184
shekhar,lda,5,0,1510.4791768641899,1.8491443254397375,0.5431232407792848,-0.1303933
shekhar,lda,8,0,1237.6557838789415,2.208582032852752,0.20441254563469188,-0.034394298
shekhar,lda,10,0,1607.1684695929646,2.177759809075472,0.24964839665210634,0.0999748
shekhar,lda,15,0,1437.5351623304127,2.3428279531610197,0.3959822499564379,0.03539755
shekhar,lda,25,0,1671.341755066754,2.42464907085532,0.3369685246162529,0.10482706
shekhar,lda,30,0,1612.6770973260677,2.1787623599971546,0.4370539997059613,0.105847225
shekhar,lda,35,0,1517.492497326072,2.0096991120017775,0.4620327843451848,0.104104504
shekhar,lda,40,0,887.3707876339869,2.407875327621292,0.43456049388152185,0.081869915
shekhar,lda,45,0,1615.4762926850797,2.10896763652703,0.43862923673422943,0.08523733
shekhar,lda,50,0,1339.8606518434244,2.4558098673334854,0.39820265967087326,0.0754766
shekhar,lda,60,0,998.130969215979,2.5821627246404013,0.3731147479693805,0.03716531
shekhar,lda,70,0,985.5505912024952,2.4224517009335367,0.43474461562964606,0.062826514
shekhar,lda,80,0,1779.9109959028847,2.0619191668258554,0.47772612731804404,0.1179689
shekhar,lda,90,0,906.963554690824,2.716755492765307,0.36006737252133847,0.039529193
shekhar,mctsne,2,0,1982.2293955596801,3.869164366030835,0.23367151195961888,-0.016459191
shekhar,mctsne,3,0,1554.952347044989,3.875702583523829,0.3103468894441312,0.042433888
shekhar,mctsne,4,0,1485.7592148203955,2.962644560945796,0.36041546770233124,0.0435285
shekhar,mctsne,5,0,1393.9105488906725,3.2438804106453065,0.31918144096760903,0.044385076
shekhar,mctsne,8,0,1317.874867735396,3.2676648416519485,0.3188917216164746,0.054758593
shekhar,mctsne,10,0,1347.337976590412,3.1649150199748757,0.33708733573290955,0.049386516
shekhar,mctsne,70,0,0.8685025120771469,29.726081963428555,1.3834829273403387e-07,-0.9791839
shekhar,mctsne,80,0,1.4660317763727804,5.768877112138841,0.0557183016180024,-0.1070145
baron-human,sdae,1000,1,744.4930774483464,3.633124370304678,0.14839897486118367,-0.025628816
baron-human,sdae,100,1,474.2617936412563,4.280160806455799,0.11742141010734744,-0.070523754
baron-human,sdae,250,1,589.5348930418324,3.897216097748845,0.12821678674913892,-0.050693877
baron-human,sdae,10,1,868.2704620519221,4.687311802297329,0.06624407071192212,-0.0384024
baron-human,sdae,3,1,157.97775198295818,50.815414600738094,0.004992772988727564,-0.27417067
baron-human,sdae,4,1,152.59660822027183,25.869043783008753,0.01611649104579452,-0.27911562
baron-human,sdae,5,1,791.145438849747,6.017499874840807,0.0683874504644803,-0.09360483
baron-human,sdae,25,1,397.06969504417066,4.610036810835294,0.0948815689515441,-0.0906294
baron-human,sdae,50,1,608.6657805847475,3.7001620030639226,0.1512546807216985,-0.045943987
baron-human,sdae,500,1,620.884498832412,3.8305473036302407,0.15059017648971976,-0.042831365
baron-human,sdae,2500,1,674.9861716594302,3.4859727422276174,0.1818067449016806,-0.02522712
campbell,sdae,2,1,486.8816706743478,34.81111085923086,0.009996677399669123,-0.13032411
campbell,sdae,1000,1,225.55978297156247,12.567567180390283,0.04984253117613402,-0.16525428
campbell,sdae,100,1,213.60708469635097,13.292645744975284,0.04600540030089835,-0.1838849
campbell,sdae,10,1,186.00496322518686,15.967841178702416,0.02660513503935087,-0.18481645
campbell,sdae,25,1,162.55049122540314,18.55632647785006,0.027021280764645703,-0.23006314
campbell,sdae,2,1,192.82956012675538,247.66703377765833,0.0003968097388291979,-0.29008397
campbell,sdae,3,1,416.1881603212124,48.48920135844163,0.004023790527158793,-0.080132104
campbell,sdae,5,1,543.9099157796921,43.81462886668181,0.005578559107131341,-0.11812618
campbell,sdae,50,1,174.8113617450234,14.879732009728448,0.04155557342005159,-0.20128185
campbell,sdae,250,1,227.5403093415819,13.595384418751019,0.04766437179865605,-0.17041796
campbell,sdae,500,1,215.49303967086664,13.558854022524496,0.04917744008812564,-0.17184186
campbell,sdae,2500,1,242.31146742987332,12.119864427979325,0.05859874643881334,-0.14850353
chen,sdae,1000,1,244.28884301265185,14.552658502359971,0.03452753028413117,0.029357335
chen,sdae,100,1,210.02344690093327,17.68984213735814,0.022403580259597114,0.008326993
chen,sdae,250,1,210.58022101198415,16.38261730213683,0.028685246921412992,0.008844399
chen,sdae,10,1,236.97787300659354,19.836871829840213,0.02241004189457266,-0.021502275
chen,sdae,2,1,166.13214098178253,648.1389771959591,9.031066173941139e-05,-0.28109813
chen,sdae,4,1,156.97184155617728,675.3776197871357,0.00013944203001636346,-0.28854185
chen,sdae,5,1,227.11903265160043,21.762314639890228,0.024320356368195645,-0.0036165349
chen,sdae,25,1,184.0912928175143,18.479095914598915,0.021136997432530814,0.010081829
chen,sdae,50,1,212.06170685670557,15.967513987018025,0.023517106791461666,0.017440375
chen,sdae,500,1,231.0424893497031,16.222515723232128,0.03260356706323019,0.00921934
chen,sdae,2500,1,238.20997953505378,12.467524497541076,0.04329053751504899,0.028811103
marques,sdae,1000,1,262.1345708811031,4.699143637625814,0.14877078226172055,-0.039157186
marques,sdae,100,1,256.33360361515236,4.915116314953367,0.1486641798387388,-0.060453925
marques,sdae,250,1,284.9484996834288,4.443251642835493,0.17755321541821928,-0.043683168
marques,sdae,10,1,217.96492404098868,5.142826326272749,0.13616987996674532,-0.08032344
marques,sdae,3,1,209.3350317148322,30.529200024540767,0.009028150710610805,-0.15034384
marques,sdae,4,1,414.20564968271196,51.75213262384105,0.004631842012483146,-0.12713684
marques,sdae,5,1,235.12679649066584,7.842552956605185,0.05602244787723541,-0.11313279
marques,sdae,25,1,254.6625287540269,5.101853568032649,0.14129206442124065,-0.07217953
marques,sdae,50,1,312.96143581255933,4.708209488430357,0.1530860596343484,-0.044445902
marques,sdae,500,1,284.0397511477458,4.798513038197338,0.15255720460412467,-0.045560032
marques,sdae,2500,1,246.04346559724735,4.341617289334594,0.21116644833587503,-0.028029734
shekhar,sdae,1000,1,1726.5787433434527,2.8154827932172055,0.3830771577022235,-0.031415734
shekhar,sdae,2500,1,1386.6027933794358,2.969873225729961,0.3986868771593132,-0.05278823
shekhar,sdae,100,1,1094.882372431816,3.195531665097334,0.32326645644545166,-0.08898498
shekhar,sdae,10,1,2554.690088746528,2.5734221497773175,0.3770532098310681,-0.018242387
shekhar,sdae,2,1,2507.2781898910616,3.43251977944495,0.2609318965566797,-0.072011486
shekhar,sdae,3,1,399.7095509641922,5.091309432595335,0.14394617457205794,-0.17632438
shekhar,sdae,4,1,1641.9372413807496,3.4044767022263422,0.2782755552115408,-0.113983184
shekhar,sdae,5,1,947.7334691265244,3.380563662635249,0.29289086617934146,-0.097073965
shekhar,sdae,25,1,1202.0203873108399,3.2472683664932966,0.30034175727283413,-0.08485625
shekhar,sdae,50,1,1097.7212548143543,3.145430721964461,0.33066736833958943,-0.08217365
shekhar,sdae,250,1,1055.4215519936467,3.2956294829566413,0.3376742841488269,-0.064889885
shekhar,sdae,500,1,1102.86454935529,3.2327726664900323,0.3373641797224192,-0.06985133
baron-human,full,20k,0,1127.1124437812264,2.362602061131948,0.06575056335599805,-0.0029513612
campbell,full,26k,0,124.95153619472883,6.304485994454863,0.019410952714707996,-0.19581069
chen,full,23k,0,132.21246930964463,4.428342590584986,0.033259833091894835,-0.06151275
marques,full,23k,0,247.56440554936944,4.858926473757922,0.09358439548089402,-0.12397061
shekhar,full,13k,0,673.9300309789161,3.617629108371102,0.3106149387608013,0.09394112
