dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
baron-human,umap,8,0,3278.2763510057007,2.4194649825002434,0.19042365832873598,0.41273007
baron-human,umap,10,0,2979.1326059654916,2.4084122375415227,0.15335359174935057,0.4053969
baron-human,umap,15,0,3193.3346386687667,2.387365501222301,0.2047745994162168,0.41450217
baron-human,umap,25,0,3220.8266270362824,2.2698782047241344,0.20088611313490776,0.4019694
baron-human,umap,30,0,3194.1356388376234,2.3018400131492127,0.23127911476515992,0.4077231
baron-human,umap,35,0,3008.0200305860026,2.282084300454256,0.1569048899642648,0.40283382
baron-human,umap,40,0,3219.46201830234,2.3591416177687825,0.20679506586032387,0.4088121
baron-human,umap,45,0,3274.975657037576,2.340206250238417,0.20419247384961514,0.4127764
baron-human,umap,50,0,3240.07774889282,2.2946575288043443,0.22311342788851546,0.41123086
baron-human,umap,60,0,3288.0784609242705,2.269666169179001,0.21135694563533292,0.4109279
baron-human,umap,70,0,3338.309580783942,2.3026075325854913,0.19416086110568676,0.41150302
baron-human,umap,80,0,3265.0571196568117,2.3552601944441305,0.2226792866905425,0.41175592
baron-human,umap,90,0,3230.051547046375,2.3368726513456055,0.23044649629566377,0.4121099
baron-human,umap,100,0,3229.9091356853505,2.2431854293120503,0.2246024113063566,0.41009158
campbell,pca,2,0,64.09361891216813,312.66978656683796,0.00017482223039198767,-0.406694
campbell,pca,3,0,103.81216994807326,35.265937182202094,0.003550648107925413,-0.32177767
campbell,pca,4,0,104.24490572170127,24.563021586970716,0.006539523485013716,-0.30380416
campbell,pca,5,0,143.49704598605572,22.740603581121988,0.001885773706621651,-0.2997881
campbell,pca,8,0,158.6486031395262,17.481817565394305,0.002662780556363218,-0.27268562
campbell,pca,10,0,153.26271467122282,15.290060450155956,0.0033450609460800454,-0.27517894
campbell,pca,15,0,147.12484076334815,11.213959061918247,0.005779497814243373,-0.2681513
campbell,pca,25,0,140.35268850302447,7.295192481804649,0.01234462667334992,-0.2501645
campbell,pca,30,0,138.82827607435686,7.060987365470852,0.013210468793438665,-0.24873391
campbell,pca,35,0,138.04677522839128,6.720439095479354,0.013674719894343868,-0.24579336
campbell,pca,40,0,137.57390402507556,6.4695525369346925,0.014169442282861898,-0.24284798
campbell,pca,45,0,137.20487853867786,6.3022560330601065,0.014762529958980655,-0.24106579
campbell,pca,50,0,136.93911640055583,6.2103721202306295,0.015154861979541688,-0.23924834
campbell,pca,60,0,136.38858351733654,6.062506955966081,0.01576443154845032,-0.23700699
campbell,pca,70,0,135.96850932996858,5.884966699020197,0.015994604311930487,-0.2350303
campbell,pca,80,0,135.6312194343126,5.796053456838862,0.01612812940717958,-0.23382147
campbell,pca,90,0,135.37167894654468,5.752059074120661,0.01630125524594943,-0.23284867
campbell,pca,100,0,135.1495624238895,5.734809360836287,0.01648756183643187,-0.23207262
campbell,lle,2,0,92.08020667527087,20263.74734914162,3.4886283060557293e-09,-0.3667162
campbell,lle,3,0,45.708622357556756,1090.9660975279792,7.453946159468237e-08,-0.41695994
campbell,lle,4,0,47.77640787118514,943.7621872559157,1.7383965600909312e-05,-0.20525391
campbell,lle,5,0,69.10560520391817,405.2518549793381,8.025813435911058e-05,-0.15103137
campbell,lle,8,0,178.96088250224682,78.3271720958422,6.311547988559362e-05,-0.3110075
campbell,lle,10,0,95.2446074179783,43.15256806711793,0.00027286353396291873,-0.44809934
campbell,lle,15,0,101.73900085585959,27.607758989584717,0.0010215842448477238,-0.3222373
campbell,lle,25,0,79.6786971553536,14.651797475132243,0.003886071425363109,-0.28635353
campbell,lle,30,0,86.66326295308974,12.018303588213387,0.00523615357296044,-0.2593853
campbell,lle,35,0,77.25760633708526,11.410029776823961,0.006149473355515437,-0.22876477
campbell,lle,40,0,69.43376306836653,11.179261420762154,0.0071331079131993404,-0.22926535
campbell,lle,45,0,68.3668429739161,11.207914283561806,0.006139096453020411,-0.24196897
campbell,lle,50,0,57.50121794689647,11.187997525927432,0.006668912677280571,-0.23685943
campbell,lle,60,0,54.7641493439926,10.460528126455301,0.006939134610306962,-0.25576046
campbell,lle,70,0,42.91111816603145,10.578258093240935,0.0084550987771253,-0.26231146
campbell,lle,80,0,45.75465418251449,9.961583867611282,0.008456963234194113,-0.25851035
campbell,lle,90,0,37.966683742520374,9.534669009703283,0.01524454191528495,-0.25869408
campbell,lle,100,0,37.02806413097956,9.488733680706074,0.012851166978151913,-0.26633683
campbell,isomap,2,0,321.5297178782766,25.179766614803007,0.008845126767006717,-0.22895718
campbell,isomap,3,0,353.0853690762406,19.749139064404844,0.011317318807368323,-0.20518224
campbell,isomap,4,0,317.4398030644619,14.016605035772862,0.019356896035772824,-0.1881314
campbell,isomap,5,0,288.5326201173678,12.088924632211686,0.02882992106565983,-0.18807046
campbell,isomap,8,0,286.8610135401203,11.15532821867555,0.014029222728492005,-0.16746552
campbell,isomap,10,0,276.2049233030307,9.660431423905527,0.01409865412783973,-0.16030231
campbell,isomap,15,0,253.55250652390913,7.984132373124565,0.01748576061741837,-0.15841928
campbell,isomap,25,0,234.3659071796444,6.847181679990075,0.02722346569918544,-0.14396144
campbell,isomap,30,0,227.82436249345096,6.561411301232168,0.02895428974779213,-0.14126194
campbell,isomap,35,0,222.22872869376033,6.48130124598701,0.029055649809441045,-0.14085445
campbell,isomap,40,0,217.77360879245083,6.425809777647329,0.029030190541161564,-0.14054866
campbell,isomap,45,0,213.74276190690142,6.3565510055818475,0.030193456928444013,-0.1393493
campbell,isomap,50,0,210.14422784706235,6.331760815702125,0.030562512505783887,-0.13856353
campbell,isomap,60,0,204.35958274238558,6.3547804207689245,0.030964294023690577,-0.13726954
campbell,isomap,70,0,199.64148971317871,6.337888529212653,0.03211224477376639,-0.13642362
campbell,isomap,80,0,195.61014339433888,6.3356224380667046,0.032616877174800885,-0.1358461
campbell,isomap,90,0,192.15728697727917,6.3387812895761835,0.033197998292103854,-0.13530171
campbell,isomap,100,0,189.1463732161381,6.367353591318193,0.03365689131453917,-0.1344076
campbell,umap,2,0,1802.1206635202923,18.948303012270614,0.014649953220162288,0.06516066
campbell,umap,3,0,2033.8273487575034,11.799007148802028,0.034264293031721675,0.11250828
campbell,umap,4,0,1807.5028880291666,10.35284085522302,0.05147925286579619,0.10415642
campbell,umap,5,0,1582.6431364359682,10.339291923688267,0.04411149932083101,0.08315197
campbell,umap,8,0,1523.143664486801,9.676685501464526,0.0412272771320814,0.094021015
campbell,umap,10,0,1578.4814788255571,9.968947347328347,0.04095135424918794,0.10132585
campbell,umap,15,0,1455.7388878014128,9.875989797581179,0.020672442455394596,0.09600468
campbell,umap,25,0,1479.598755127182,9.676931682158694,0.032495147834373087,0.098895475
campbell,umap,30,0,1561.5225113721704,9.958007994814002,0.03351808247051123,0.104230344
campbell,umap,35,0,1487.6211122123225,9.920514834845156,0.026772569170865488,0.1009469
campbell,umap,40,0,1509.0798018331523,9.71068153614096,0.03021713951692295,0.10347662
campbell,umap,45,0,1535.5586140569692,9.517260551897733,0.03477907407756806,0.103969865
campbell,umap,50,0,1600.8213308439072,9.806861926378764,0.04210977498245076,0.107788906
campbell,umap,60,0,1516.7261304847384,9.766996865980406,0.0363124693497464,0.102145284
campbell,umap,70,0,1596.2416071503233,9.66966281622015,0.03940096208406042,0.109300956
campbell,umap,80,0,1549.1362487844676,9.800201549654279,0.03188894335317274,0.10703479
campbell,umap,90,0,1575.3564225519112,9.731753627655499,0.0351742486585604,0.107673496
campbell,umap,100,0,1621.874730212561,9.574676743980564,0.034327073015286584,0.11152363
campbell,fa,2,0,155.6129870845362,63.383643322245824,0.0035041790575166096,-0.28003412
campbell,fa,3,0,129.5585849837084,27.52166549900482,0.012206699912932797,-0.3019943
campbell,fa,4,0,92.0069822565004,24.04933906667862,0.0156521397665384,-0.34887892
campbell,fa,5,0,70.98678481577134,22.402886484523094,0.016347460749163562,-0.36686584
campbell,fa,8,0,123.02574278919987,13.170861887430146,0.0056553028092668186,-0.26376262
campbell,fa,10,0,101.32031097222415,10.261202413014454,0.009694464908609472,-0.26913184
campbell,fa,15,0,80.4133200937335,8.044476249395464,0.016043517833115143,-0.2511347
campbell,fa,25,0,49.5562897986192,7.446723089910058,0.016918846775527432,-0.26635626
campbell,fa,30,0,52.30520781517907,6.264536355361114,0.027894210983759733,-0.24311115
campbell,fa,35,0,55.99335422941999,5.285468403270327,0.028521969319485946,-0.2339246
campbell,fa,40,0,50.878737888112795,5.143476704049472,0.024001128543235536,-0.23595077
campbell,fa,45,0,45.073488424974954,5.395724675516265,0.022876014087963255,-0.24189165
campbell,fa,50,0,44.28446877903262,4.82032445067921,0.02465123155694376,-0.23612398
campbell,fa,60,0,41.85066235208412,4.420932139939458,0.028177884649126853,-0.2329772
campbell,fa,70,0,41.5015142556727,3.9622554203080274,0.039458558249586335,-0.22849728
campbell,fa,80,0,38.957935568597854,3.9547749842412894,0.040485562808556155,-0.24107987
campbell,fa,90,0,36.6454414558022,3.9332601397148315,0.04288963900201337,-0.23146014
campbell,fa,100,0,35.43311241152095,3.8395410102364558,0.04265980620318513,-0.23138492
campbell,nmf,2,0,39.60181777613301,163.85807683642423,0.0014292806849422234,-0.43753177
campbell,nmf,3,0,111.20878176962724,36.34500647545044,0.00557238519342835,-0.3248097
campbell,nmf,4,0,114.23699118658807,23.596124699599525,0.008876351599372135,-0.2913921
campbell,nmf,5,0,172.57984953234143,22.909967941898785,0.0016625456525895352,-0.28694183
campbell,nmf,8,0,172.8228943242398,15.730335765366508,0.0026031550791964435,-0.2631689
campbell,nmf,10,0,154.60914701587524,13.041267585212768,0.004615628535936004,-0.28051874
campbell,nmf,15,0,141.87778097082526,10.075297742536092,0.00392730295437484,-0.2849231
campbell,nmf,25,0,137.51968388153574,5.674838353894631,0.014058517912325673,-0.24094084
campbell,nmf,30,0,137.72955417319315,5.533312968806669,0.015537010166391904,-0.24178725
campbell,nmf,35,0,146.02094814528422,5.504347118150053,0.020139673515978434,-0.22487712
campbell,nmf,40,0,140.0733353922779,5.466552108455338,0.019143677430042094,-0.22406271
campbell,nmf,45,0,140.58335346630207,5.225211503134185,0.018274934282971795,-0.22393845
campbell,nmf,50,0,144.1197011076899,5.1312920955153585,0.02129876029073831,-0.20603593
campbell,nmf,60,0,142.7308628875679,4.809547351413879,0.01879248196877858,-0.22016715
campbell,nmf,70,0,139.88747335673966,4.735393648252853,0.017852662496943405,-0.22109452
campbell,nmf,80,0,137.30026965961292,4.6208196005888675,0.018292162769943224,-0.2021716
campbell,nmf,90,0,131.82447831204533,4.606390307519805,0.0217608231342789,-0.19231759
campbell,nmf,100,0,128.70772124148448,4.621105046060139,0.025182514365138325,-0.19112024
campbell,mctsne,2,0,753.3554133467267,26.373686242052695,0.012272850307992179,-0.14762016
campbell,mctsne,3,0,763.1677264810189,16.44459610467326,0.031965489811244724,-0.034355238
campbell,mctsne,4,0,580.9983966082228,10.404291868746407,0.0711695934176571,-0.03388745
campbell,mctsne,5,0,532.3491859816298,10.162905199409792,0.04886111660160168,-0.023382198
campbell,mctsne,8,0,510.98626049338117,8.73867824639442,0.07203576047843724,-0.011476734
campbell,mctsne,10,0,477.62969057843736,9.045950001672995,0.07530378586184154,-0.003359742
campbell,mctsne,70,0,0.8363469089496532,6.710666480117165,3.514931031708312e-07,-0.96543056
campbell,mctsne,80,0,1.0983511116282934,8.491760038972428,0.018238693632369015,-0.9616718
campbell,mctsne,100,0,2.181429246151171,11.030712471018958,0.04137229225956812,-0.88857627
campbell,fica,2,0,66.11185601933667,313.30018913812296,0.00017568064051719432,-0.40536967
campbell,fica,3,0,116.14251533697012,33.711107984753795,0.003743379830641682,-0.31335315
campbell,fica,4,0,113.62521825206306,22.68483891011479,0.007321112389705844,-0.2960169
campbell,fica,5,0,183.98174998245645,20.415884853245384,0.001665946997709168,-0.2902182
campbell,fica,8,0,197.84780375800895,16.254864766999894,0.0029148504267699584,-0.25554773
campbell,fica,10,0,163.20265614727484,11.734927955798561,0.005375559182855248,-0.27379313
campbell,fica,15,0,126.82219641772157,7.5912913853048005,0.005990945541780951,-0.26547748
campbell,fica,25,0,99.58906276523513,5.197350845760248,0.019822081362160616,-0.22690089
campbell,fica,30,0,84.99168121145203,4.849278096785286,0.02469721371838299,-0.22676998
campbell,fica,35,0,79.27550447694597,4.469361614634294,0.03079501692995082,-0.21662074
campbell,fica,40,0,76.98024839842735,4.207235096063904,0.041743262732363166,-0.2033866
campbell,fica,45,0,75.04859576072664,4.21310132588461,0.04392845144050474,-0.19964314
campbell,fica,50,0,73.54228456047093,4.16173987977014,0.05129685103062014,-0.18796815
campbell,fica,60,0,67.38630702677648,4.096835367114325,0.060179265277668724,-0.17589615
campbell,fica,70,0,62.39944602826632,4.105895958683703,0.06348783678402876,-0.16454807
campbell,fica,80,0,58.024760368912204,4.191527833229264,0.06966481751160475,-0.15889333
campbell,fica,90,0,54.45002471819237,4.297775403638983,0.07334543071816792,-0.1554854
campbell,fica,100,0,50.90801638230762,4.408444558604177,0.07526354190679095,-0.15338592
campbell,lda,2,0,15977.821574025764,255.0837674158921,0.0002838960412970175,-0.026979143
campbell,lda,3,0,2923.0896150153812,40.407862605609715,0.003461168356531988,-0.007875063
campbell,lda,4,0,1577.249407113119,33.400559873835554,0.0035973053743864523,-0.02894801
campbell,lda,5,0,2032.5431677875483,14.21990489683355,0.004206563967029407,0.028514672
campbell,lda,8,0,545.9802427549779,9.362997964101568,0.04175185972056187,-0.052293807
campbell,lda,10,0,442.09333758929523,12.720435588361521,0.030586686931992232,-0.08075907
campbell,lda,15,0,341.23753338787446,8.685770024396495,0.05021764677325993,-0.045183346
campbell,lda,25,0,363.60467502390077,4.626401918967602,0.13148090011588698,0.032809705
campbell,lda,30,0,257.94480902283294,5.0381224435947685,0.10629153511510987,-0.0059197354
campbell,lda,35,0,251.68355765214335,4.518244236711559,0.1244606478813868,0.0025595883
campbell,lda,40,0,231.41770008892442,4.104496585367062,0.11696893597946766,-0.011665817
campbell,lda,45,0,193.4833988550468,4.226863543972273,0.12311069175504413,-0.030752612
campbell,lda,50,0,244.86535137763582,4.257602065264618,0.14267177504147419,-0.026442569
campbell,lda,60,0,196.89740435693878,3.704205154465869,0.18470346782944067,-0.019801006
campbell,lda,70,0,221.3559621717359,3.8514475028051884,0.18628530924085565,0.005053687
campbell,lda,80,0,285.3590686648118,3.84466018382412,0.18206503200297688,0.03807947
campbell,lda,90,0,195.82264255383268,3.9313338795514077,0.1659796797826833,-0.019275898
chen,pca,20,0,155.23153558266975,6.368656661518881,0.016895637929865467,-0.12455213
chen,pca,2,0,275.0484179498798,77.00465753154882,0.0018805606136229388,-0.26571697
chen,pca,3,0,200.7712069518535,40.029356385623416,0.004110548800651531,-0.23590651
chen,pca,4,0,197.70462506845607,27.02633886316741,0.005521292397084779,-0.210187
chen,pca,5,0,196.80844629015456,24.396342009327356,0.0026015793662858455,-0.21042717
chen,pca,8,0,171.77370098487182,18.97994950040482,0.0029827288648064726,-0.18882199
chen,pca,10,0,164.795889887745,13.430160410337539,0.0060056516280897615,-0.17230289
chen,pca,15,0,156.8976680006221,9.683369088235791,0.0075872375984959665,-0.15573953
chen,pca,25,0,153.67352200436545,5.821185255291598,0.019659517460393277,-0.10038303
